"player_id","season","shot_vol_off_per60","shot_vol_def_per60"
"8470600",2025,-3.7634,-5.398
"8470613",2025,4.8336,-3.1026
"8470621",2025,3.3653,2.4699
"8471214",2025,1.4219,-4.6122
"8471215",2025,-1.1005,-3.9322
"8471675",2025,6.7476,1.3752
"8471677",2025,-1.6097,0.3239
"8471685",2025,1.4343,-0.681
"8471709",2025,-3.6398,-1.2567
"8471724",2025,-1.1418,-1.868
"8471817",2025,-2.8727,-1.6546
"8473419",2025,3.8844,-0.4749
"8473422",2025,1.6791,3.2248
"8473446",2025,1.725,-1.5493
"8473453",2025,-3.262,-1.0832
"8473507",2025,-0.3585,-2.6415
"8473512",2025,1.7243,1.1082
"8473533",2025,5.1454,2.6508
"8473986",2025,7.3647,4.5911
"8473994",2025,2.7922,-5.6061
"8474013",2025,1.4007,-1.6554
"8474034",2025,2.8729,0.1339
"8474037",2025,1.572,0.8651
"8474090",2025,0.5604,0.1947
"8474102",2025,0.1892,3.4244
"8474141",2025,-2.6072,-1.3206
"8474145",2025,-2.4075,2.5011
"8474149",2025,-0.4426,0.5489
"8474150",2025,-0.0791,0.1109
"8474151",2025,-3.2983,-0.2214
"8474157",2025,4.6894,-2.2023
"8474166",2025,-1.9128,-6.1138
"8474189",2025,-0.5334,2.6398
"8474563",2025,0.3058,-5.0324
"8474564",2025,-2.1043,-2.3133
"8474565",2025,4.5806,-2.3506
"8474567",2025,-1.5995,-3.7603
"8474568",2025,-2.9518,-1.5066
"8474574",2025,-2.6367,-3.4161
"8474578",2025,2.4443,-1.9132
"8474586",2025,-1.1337,0.4008
"8474590",2025,2.4163,2.4784
"8474600",2025,7.6609,2.995
"8474612",2025,-3.1638,-6.1299
"8474641",2025,-2.3163,-3.7929
"8474673",2025,0.1304,0.3949
"8474679",2025,3.4985,-0.601
"8474709",2025,-7.1312,-2.2676
"8474715",2025,-2.2508,-1.8196
"8474716",2025,1.8757,-1.9559
"8474870",2025,-2.4652,0.7137
"8475149",2025,2.5507,-0.0385
"8475151",2025,-0.9849,-5.4165
"8475158",2025,1.4087,3.2874
"8475166",2025,-5.102,-1.6187
"8475167",2025,3.3234,-0.3092
"8475168",2025,5.4078,-0.6475
"8475169",2025,-2.6329,-2.2837
"8475170",2025,-1.5911,-3.5997
"8475171",2025,0.6319,0.8251
"8475172",2025,7.0077,-4.3273
