"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"TOR",2018,0.00259286107638041,0.000222555536733575
"BOS",2018,0.00128690275272325,0.00126469709485668
"MIN",2018,-0.000141822545197293,0.00239239822098197
"NYI",2018,0.00107580636923187,0.000970969251491921
"TBL",2018,0.000128217124784542,0.00143408839378318
"VAN",2018,6.20289380310884e-05,0.000802178967459954
"FLA",2018,0.00013615506091785,0.000484362012561092
"WPG",2018,-0.000481567321953614,0.00105040839350261
"CAR",2018,0.000992963984066581,-0.000697844353939955
"PIT",2018,0.00116966323361609,-0.000898647474426842
"OTT",2018,-0.000594329270651465,0.000828255360848926
"COL",2018,-0.000969763735956081,0.00120214110657969
"DAL",2018,-0.000171059685824648,0.000366998069071781
"CGY",2018,0.000759866241567653,-0.000608226563097876
"ARI",2018,-5.47677257786909e-05,0.000150731829306129
"SJS",2018,0.000212440334459514,-0.000333456802778967
"STL",2018,-0.000767655587864565,0.000415998834958897
"MTL",2018,-0.000298164779185289,-7.90653089241135e-05
"BUF",2018,-0.00165950451366821,0.0012705416375004
"VGK",2018,-0.000477697834125918,-9.06535892322521e-05
"ANA",2018,8.46967146557441e-05,-0.000664614210769034
"PHI",2018,-0.000579172135737101,-8.07243858597918e-06
"NSH",2018,-0.000821661512978402,0.000113481978030293
"DET",2018,0.000597986744522613,-0.00133326939205056
"NYR",2018,0.000348319473350812,-0.00136461126251523
"CHI",2018,-0.000938683602502668,-0.000240478203216209
"NJD",2018,0.000165781940723385,-0.00144603387352988
"WSH",2018,-0.000535944169532146,-0.000765204974699154
"CBJ",2018,-0.000673872165585924,-0.000785425115160969
"LAK",2018,-0.000538549434377737,-0.000932500944254637
"EDM",2018,9.36580284519844e-05,-0.00272723831779239
