"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"EDM",2020,0.00208830369091794,-0.000169162640357578
"MTL",2020,8.85760512024938e-05,0.00160072930590237
"NJD",2020,0.00153650971178943,-0.000274854370196161
"CGY",2020,0.000649385187844042,0.000577586859986907
"MIN",2020,-0.00113179107428236,0.00227898243430766
"STL",2020,0.0012295157406185,-0.000169979636600976
"OTT",2020,0.000271147648675731,0.000653156652359587
"COL",2020,-0.000312569641390071,0.00113162724060156
"PIT",2020,0.00148157209641164,-0.000677949721564801
"TOR",2020,-0.000538608328642208,0.00130825456937771
"DAL",2020,0.000483330448326992,0.000165916327344039
"CBJ",2020,-0.000696447357492004,0.00117771052760783
"WSH",2020,0.000558201353497614,-0.00010796206693184
"BOS",2020,1.48451754227342e-05,0.0003174167263306
"NYI",2020,0.000383895142317711,-0.000189378264323696
"CHI",2020,0.000879592672723577,-0.000695899329929856
"NSH",2020,0.000418178527479933,-0.000312429590669955
"VGK",2020,-0.000207062136434984,7.95617221590133e-05
"SJS",2020,-4.4632698262096e-05,-0.000139965895545167
"ARI",2020,-0.00131548456808771,0.0010308830765713
"NYR",2020,0.000162804635180732,-0.000617246264284421
"WPG",2020,-0.000243150136557095,-0.000246251313099207
"ANA",2020,-0.000294321081577593,-0.000325752630724368
"CAR",2020,0.00117570802044644,-0.00187367254079465
"DET",2020,0.000412949266128863,-0.00113739378435841
"TBL",2020,-0.0018278236021882,0.000763107235959548
"VAN",2020,-0.000590422416906111,-0.000747897689280684
"BUF",2020,-0.00166105907582289,0.000159357773413059
"FLA",2020,-0.000578590883994453,-0.00100466799795073
"LAK",2020,-0.0016757614498485,-0.000220184622224318
"PHI",2020,-0.000715492963249562,-0.00233181321536769
