season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2018,2,8476883,Andrei Vasilevskiy,Vasilevskiy,TBL,L,65,64,44,17,3,NA,167,2.61948,1908,2075,0.91951,8,229511,0,2,2,14
2018,2,8476945,Connor Hellebuyck,Hellebuyck,WPG,L,67,64,44,11,9,NA,156,2.36012,1892,2048,0.92382,6,237954,0,2,2,0
2018,2,8471469,Pekka Rinne,Rinne,NSH,L,59,59,42,13,4,NA,134,2.31336,1706,1840,0.92717,8,208527,0,1,1,6
2018,2,8475883,Frederik Andersen,Andersen,TOR,L,66,66,38,21,5,NA,182,2.80826,2029,2211,0.91768,5,233311,0,1,1,2
2018,2,8475683,Sergei Bobrovsky,Bobrovsky,CBJ,L,65,65,37,22,6,NA,158,2.42358,1835,1993,0.92072,5,234694,0,3,3,0
2018,2,8471227,Devan Dubnyk,Dubnyk,MIN,L,60,59,35,16,7,NA,145,2.5215,1624,1769,0.91803,5,207019,0,3,3,12
2018,2,8471695,Tuukka Rask,Rask,BOS,L,54,53,34,14,5,NA,125,2.36363,1388,1513,0.91738,3,190385,0,2,2,4
2018,2,8474651,Braden Holtby,Holtby,WSH,L,54,54,34,16,4,NA,153,2.99237,1495,1648,0.90716,0,184068,0,0,0,2
2018,2,8471734,Jonathan Quick,Quick,LAK,L,64,63,33,28,3,NA,147,2.39864,1720,1867,0.92126,5,220625,0,4,4,10
2018,2,8475660,Cam Talbot,Talbot,EDM,L,67,67,31,31,3,NA,188,3.02404,1848,2036,0.90766,1,223806,0,1,1,8
2018,2,8476434,John Gibson,Gibson,ANA,L,60,60,31,18,7,NA,139,2.43256,1733,1872,0.92574,4,205709,0,1,1,16
2018,2,8474889,Martin Jones,Jones,SJS,L,60,60,30,22,6,NA,145,2.54703,1554,1699,0.91465,4,204944,0,0,0,2
2018,2,8470594,Marc-Andre Fleury,Fleury,VGK,L,46,46,29,13,4,NA,100,2.24433,1276,1376,0.92732,4,160404,0,1,1,6
2018,2,8474596,Jake Allen,Allen,STL,L,59,56,27,25,3,NA,152,2.7495,1462,1614,0.90582,1,199018,0,1,1,0
2018,2,8476899,Matt Murray,Murray,PIT,L,49,45,27,16,3,NA,133,2.9199,1290,1423,0.90653,1,163978,0,1,1,2
2018,2,8468685,Henrik Lundqvist,Lundqvist,NYR,L,63,61,26,26,7,NA,174,2.98069,1862,2036,0.91453,2,210152,0,1,1,0
2018,2,8471750,Ben Bishop,Bishop,DAL,L,53,51,26,17,5,NA,120,2.49408,1317,1437,0.91649,5,173210,0,1,1,4
2018,2,8476234,Keith Kinkaid,Kinkaid,NJD,L,41,38,26,10,3,NA,106,2.76814,1108,1214,0.91268,1,137854,0,2,2,2
2018,2,8469608,Mike Smith,Smith,CGY,L,55,55,25,22,6,NA,141,2.65153,1545,1686,0.91637,3,191436,0,2,2,8
2018,2,8473575,Semyon Varlamov,Varlamov,COL,L,51,47,24,16,6,NA,128,2.68432,1467,1595,0.91974,2,171663,0,0,0,2
2018,2,8467950,Craig Anderson,Anderson,OTT,L,58,55,23,25,6,NA,180,3.32253,1588,1768,0.89819,2,195032,0,0,0,2
2018,2,8470320,Cam Ward,Ward,CAR,L,43,42,23,14,4,NA,112,2.73244,1075,1187,0.90564,2,147560,0,0,0,14
2018,2,8470880,Brian Elliott,Elliott,PHI,L,43,42,23,11,7,NA,112,2.66455,1116,1228,0.90879,1,151320,0,1,1,2
2018,2,8474593,Jacob Markstrom,Markstrom,VAN,L,60,57,23,26,7,NA,154,2.70672,1591,1745,0.91174,2,204823,0,3,3,4
2018,2,8470657,Jimmy Howard,Howard,DET,L,60,57,22,27,9,NA,160,2.85068,1610,1770,0.9096,1,202057,0,1,1,10
2018,2,8473503,James Reimer,Reimer,FLA,L,44,42,22,14,6,NA,120,2.98579,1253,1373,0.9126,4,144685,0,1,1,4
2018,2,8477293,Antti Raanta,Raanta,ARI,L,47,46,21,17,6,NA,97,2.23922,1291,1388,0.93011,3,155947,0,0,0,0
2018,2,8470860,Jaroslav Halak,Halak,NYI,L,54,49,20,26,6,NA,161,3.19439,1583,1744,0.90768,1,181443,0,0,0,4
2018,2,8473541,Jonathan Bernier,Bernier,COL,L,37,34,19,13,3,NA,95,2.84803,997,1092,0.913,2,120083,0,1,1,0
2018,2,8466141,Roberto Luongo,Luongo,FLA,L,35,33,18,11,2,NA,81,2.47206,1062,1143,0.92913,3,117958,0,2,2,0
2018,2,8471239,Cory Schneider,Schneider,NJD,L,40,40,17,16,6,NA,114,2.93279,1114,1228,0.90716,1,139935,0,0,0,0
2018,2,8475622,Carter Hutton,Hutton,STL,L,32,26,17,7,3,NA,56,2.08756,754,810,0.93086,3,96572,0,0,0,2
2018,2,8470645,Corey Crawford,Crawford,CHI,L,28,27,16,9,2,NA,60,2.27344,782,842,0.92874,2,95010,0,0,0,0
