season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2018,2,8,Montréal Canadiens,82,2169,26.1324,1350,16.2648,579,6.9732,936,11.2752,954,NA,NA,0.505442,9,2904.09756
2018,2,22,Edmonton Oilers,82,2134,25.7256,1275,15.372,676,8.1468,979,11.8008,1046,NA,NA,0.505875,11,2967.41463
2018,2,26,Los Angeles Kings,82,2115,25.4664,1198,14.4252,396,4.7664,770,9.27,1011,NA,NA,0.500203,14,2886.57317
2018,2,53,Arizona Coyotes,82,1998,23.976,1186,14.2308,449,5.3856,583,6.9948,1026,NA,NA,0.480948,8,2942.2317
2018,2,9,Ottawa Senators,82,1966,23.6592,1337,16.092,558,6.714,755,9.0864,949,NA,NA,0.471823,4,2906.60975
2018,2,5,Pittsburgh Penguins,82,1951,23.5692,1184,14.3028,582,7.0308,706,8.5284,972,NA,NA,0.522811,11,2875.03658
2018,2,24,Anaheim Ducks,82,1949,23.3748,1233,14.7888,480,5.7564,793,9.5112,1046,NA,NA,0.485687,9,2874.53658
2018,2,6,Boston Bruins,82,1914,23.0472,1072,12.906,682,8.2116,732,8.8128,1031,NA,NA,0.537184,18,2887.07317
2018,2,19,St. Louis Blues,82,1893,22.8672,1278,15.4368,613,7.4016,450,5.4324,987,NA,NA,0.517122,12,2913.21951
2018,2,25,Dallas Stars,82,1861,22.4136,1272,15.318,459,5.526,664,7.9956,960,NA,NA,0.510271,12,2863.92682
2018,2,52,Winnipeg Jets,82,1831,22.05,1240,14.9328,589,7.092,780,9.3924,1006,NA,NA,0.515065,13,2848.32926
2018,2,2,New York Islanders,82,1816,21.8628,1263,15.2028,541,6.5124,865,10.4112,893,NA,NA,0.474873,8,2930.75609
2018,2,1,New Jersey Devils,82,1816,21.834,1176,14.1372,677,8.1396,611,7.344,962,NA,NA,0.485907,5,2870.35365
2018,2,15,Washington Capitals,82,1784,21.5136,1220,14.7132,592,7.1388,848,10.224,1004,NA,NA,0.479665,16,2885.86585
2018,2,7,Buffalo Sabres,82,1767,21.312,1082,13.05,445,5.3676,582,7.02,917,NA,NA,0.476049,11,2882.18292
2018,2,54,Vegas Golden Knights,82,1765,21.24,1179,14.1876,855,10.2888,742,8.928,1047,NA,NA,0.508316,16,2920.56097
2018,2,29,Columbus Blue Jackets,82,1745,20.9592,1218,14.6268,617,7.4088,501,6.0156,1042,NA,NA,0.514881,10,2968.80487
2018,2,23,Vancouver Canucks,82,1745,21.0528,1152,13.896,499,6.0192,628,7.5744,905,NA,NA,0.47708,7,2895.26829
2018,2,14,Tampa Bay Lightning,82,1728,20.8188,1127,13.5792,575,6.9264,652,7.8552,1086,NA,NA,0.516575,9,2846
2018,2,3,New York Rangers,82,1714,20.6496,1228,14.796,713,8.5896,991,11.9376,919,NA,NA,0.459238,13,2916.20731
2018,2,4,Philadelphia Flyers,82,1670,20.052,1230,14.7672,478,5.7384,723,8.6796,965,NA,NA,0.497079,15,2916.09756
2018,2,18,Nashville Predators,82,1656,19.8432,1204,14.4252,648,7.7652,751,8.9964,1059,NA,NA,0.514839,10,2809.2317
2018,2,13,Florida Panthers,82,1653,19.944,1172,14.1408,746,9,1039,12.5352,1030,NA,NA,0.491849,11,2898.18292
2018,2,20,Calgary Flames,82,1638,19.7352,1100,13.2516,677,8.154,769,9.2628,1232,NA,NA,0.535032,5,2845.9756
2018,2,21,Colorado Avalanche,82,1633,19.7424,1299,15.7032,523,6.3216,485,5.8608,889,NA,NA,0.475872,20,2794.87804
2018,2,10,Toronto Maple Leafs,82,1632,19.6272,1104,13.2768,690,8.298,953,11.4624,1071,NA,NA,0.49824,12,2958.19512
2018,2,17,Detroit Red Wings,82,1606,19.332,1168,14.058,503,6.0552,824,9.918,980,NA,NA,0.488321,5,2917.21951
2018,2,12,Carolina Hurricanes,82,1597,19.2312,1006,12.114,887,10.6812,771,9.2844,1148,NA,NA,0.544838,9,2988.03658
2018,2,28,San Jose Sharks,82,1380,16.6068,1381,16.6176,710,8.5428,795,9.5652,1098,NA,NA,0.508938,14,2932.79268
2018,2,16,Chicago Blackhawks,82,1376,16.6212,1199,14.4828,586,7.0776,653,7.8876,947,NA,NA,0.523376,11,2878.95121
2018,2,30,Minnesota Wild,82,1367,16.47,1295,15.6024,480,5.7816,470,5.6628,865,NA,NA,0.471897,23,2891.36585
