season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2020,2,8477934,Leon Draisaitl,Draisaitl,EDM,C,L,71,43,67,110,1.54929,-7,18,218,0.19724,1356.676,27,66,16,44,0,0,2,10,0.52088
2020,2,8478402,Connor McDavid,McDavid,EDM,C,L,64,34,63,97,1.51562,-6,28,212,0.16037,1311.9375,23,54,11,43,0,0,0,6,0.47761
2020,2,8477956,David Pastrnak,Pastrnak,BOS,R,R,70,48,47,95,1.35714,21,40,279,0.17204,1137.6428,28,57,20,38,0,0,1,10,0.38888
2020,2,8478550,Artemi Panarin,Panarin,NYR,L,R,69,32,63,95,1.37681,36,20,209,0.15311,1236.2318,25,71,7,24,0,0,0,4,0.5
2020,2,8477492,Nathan MacKinnon,MacKinnon,COL,C,R,69,35,58,93,1.34782,13,12,318,0.11006,1273.3478,23,62,12,31,0,0,2,4,0.43095
2020,2,8473419,Brad Marchand,Marchand,BOS,L,L,70,28,59,87,1.24285,25,82,185,0.15135,1167.1285,22,56,5,28,1,3,0,5,0.43137
2020,2,8476453,Nikita Kucherov,Kucherov,TBL,R,L,68,33,52,85,1.25,26,38,210,0.15714,1131.7941,29,60,4,25,0,0,3,6,0
2020,2,8474141,Patrick Kane,Kane,CHI,R,L,70,33,51,84,1.2,8,40,275,0.12,1280.4428,25,61,8,23,0,0,1,2,0.25
2020,2,8479318,Auston Matthews,Matthews,TOR,C,L,70,47,33,80,1.14285,19,8,290,0.16206,1258.1714,35,55,12,25,0,0,0,5,0.55
2020,2,8478403,Jack Eichel,Eichel,BUF,C,R,68,36,42,78,1.14705,5,34,227,0.15859,1326.0588,24,50,11,27,1,1,3,9,0.46834
2020,2,8476456,Jonathan Huberdeau,Huberdeau,FLA,L,L,69,23,55,78,1.13043,5,30,152,0.15131,1126.2753,18,49,5,29,0,0,1,3,0.39344
2020,2,8476459,Mika Zibanejad,Zibanejad,NYR,C,R,57,41,34,75,1.31578,9,14,208,0.19711,1297.7192,23,43,15,27,3,5,2,6,0.49169
2020,2,8474590,John Carlson,Carlson,WSH,D,R,69,15,60,75,1.08695,12,26,189,0.07936,1477.9855,13,49,2,26,0,0,0,6,0
2020,2,8471215,Evgeni Malkin,Malkin,PIT,C,L,55,25,49,74,1.34545,7,58,171,0.14619,1171.2727,18,50,7,24,0,0,0,5,0.50342
2020,2,8478398,Kyle Connor,Connor,WPG,L,L,71,38,35,73,1.02816,4,34,239,0.15899,1265.2535,28,54,9,17,1,2,1,7,0.15384
2020,2,8476460,Mark Scheifele,Scheifele,WPG,C,R,71,29,44,73,1.02816,2,45,170,0.17058,1308.2676,19,53,10,20,0,0,2,6,0.46935
2020,2,8476468,J.T. Miller,Miller,VAN,C,L,69,27,45,72,1.04347,11,47,165,0.16363,1206.1739,18,45,9,25,0,2,1,3,0.59192
2020,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,68,48,19,67,0.98529,-12,30,311,0.15434,1239.8676,35,49,13,18,0,0,1,3,1
2020,2,8478483,Mitch Marner,Marner,TOR,R,R,59,16,51,67,1.13559,6,16,154,0.10389,1293.2372,10,42,6,24,0,1,1,2,0.26923
2020,2,8478427,Sebastian Aho,Aho,CAR,C,L,68,38,28,66,0.97058,10,26,206,0.18446,1165.4264,26,44,8,17,4,5,0,5,0.46006
2020,2,8474157,Max Pacioretty,Pacioretty,VGK,L,L,71,32,34,66,0.92957,18,44,307,0.10423,1074.9154,24,47,8,19,0,0,1,5,0.53125
2020,2,8474564,Steven Stamkos,Stamkos,TBL,C,R,57,29,37,66,1.15789,14,22,176,0.16477,1105.2105,19,47,10,19,0,0,0,6,0.54315
2020,2,8480012,Elias Pettersson,Pettersson,VAN,C,L,68,27,39,66,0.97058,16,18,162,0.16666,1111.8676,19,42,8,24,0,0,1,5,0.41843
2020,2,8471218,Blake Wheeler,Wheeler,WPG,R,R,71,22,43,65,0.91549,1,37,180,0.12222,1159.1549,17,41,4,22,1,2,0,2,0.49846
2020,2,8474600,Roman Josi,Josi,NSH,D,L,69,16,49,65,0.94202,22,41,260,0.06153,1546.7391,12,42,4,23,0,0,0,1,NA
2020,2,8478010,Brayden Point,Point,TBL,C,R,66,25,39,64,0.96969,28,11,141,0.1773,1134.106,17,51,8,13,0,0,0,4,0.51093
2020,2,8479339,Patrik Laine,Laine,WPG,L,R,68,28,35,63,0.92647,8,22,226,0.12389,1164.6029,20,47,8,16,0,0,0,1,0.37037
2020,2,8475913,Mark Stone,Stone,VGK,R,R,65,21,42,63,0.96923,15,27,168,0.125,1164.7846,15,45,6,17,0,1,0,3,0.34782
2020,2,8476882,Teuvo Teravainen,Teravainen,CAR,C,L,68,15,48,63,0.92647,20,8,182,0.08241,1151.5882,10,38,4,21,1,4,0,1,0.49056
2020,2,8471685,Anze Kopitar,Kopitar,LAK,C,L,70,21,41,62,0.88571,6,16,135,0.15555,1262.4,13,40,7,21,1,1,1,5,0.55152
2020,2,8477493,Aleksander Barkov,Barkov,FLA,C,L,66,20,42,62,0.93939,2,18,172,0.11627,1200.909,13,41,7,20,0,1,0,2,0.5428
2020,2,8478439,Travis Konecny,Konecny,PHI,R,R,66,24,37,61,0.92424,-1,28,141,0.17021,1008.2272,19,38,5,23,0,0,0,3,0.48979
2020,2,8480830,Andrei Svechnikov,Svechnikov,CAR,R,L,68,24,37,61,0.89705,9,54,183,0.13114,1004.2794,18,41,6,20,0,0,1,5,0
2020,2,8479314,Matthew Tkachuk,Tkachuk,CGY,L,L,69,23,38,61,0.88405,-5,74,188,0.12234,1098.4782,18,42,5,19,0,0,2,4,0
2020,2,8475193,Tomas Tatar,Tatar,MTL,L,L,68,22,39,61,0.89705,5,36,162,0.1358,977.647,14,47,8,14,0,0,0,1,0.36
2020,2,8476454,Ryan Nugent-Hopkins,Nugent-Hopkins,EDM,C,L,65,22,39,61,0.93846,1,33,172,0.1279,1228,15,37,7,24,0,0,0,4,0.50742
2020,2,8475158,Ryan O'Reilly,O'Reilly,STL,C,L,71,12,49,61,0.85915,11,10,118,0.10169,1234.4366,9,42,2,18,1,1,1,3,0.56555
2020,2,8475166,John Tavares,Tavares,TOR,C,L,63,26,34,60,0.95238,-7,24,197,0.13197,1172.9682,19,39,7,21,0,0,3,4,0.55286
2020,2,8474102,David Perron,Perron,STL,L,R,71,25,35,60,0.84507,2,52,166,0.1506,1099,16,33,9,27,0,0,4,9,0.375
2020,2,8478445,Mathew Barzal,Barzal,NYI,C,R,68,19,41,60,0.88235,5,44,171,0.11111,1202.5735,15,48,4,12,0,0,0,2,0.41605
