season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2020,2,6,Boston Bruins,70,44,14,12,NA,100,0.71428,38,44,0,227,167,3.24285,2.38571,32.1,30.04285,0.252212,0.221238,0.842593,0.86574,0.509695,8
2020,2,19,St. Louis Blues,71,42,19,10,NA,94,0.66197,33,40,2,223,190,3.14084,2.67605,30.69014,29.57746,0.242574,0.212871,0.793104,0.817733,0.515671,5
2020,2,14,Tampa Bay Lightning,70,43,21,6,NA,92,0.65714,35,41,2,243,194,3.47142,2.77142,31.08571,30.92857,0.231132,0.198113,0.813853,0.839826,0.505208,4
2020,2,21,Colorado Avalanche,70,42,20,8,NA,92,0.65714,37,41,1,236,190,3.37142,2.71428,32.24285,31.32857,0.190871,0.165975,0.814286,0.85238,0.49597,4
2020,2,15,Washington Capitals,69,41,20,8,NA,90,0.65217,31,37,4,236,212,3.42028,3.07246,31.97101,30.20289,0.194444,0.152777,0.825727,0.850622,0.483135,1
2020,2,4,Philadelphia Flyers,69,41,21,7,NA,89,0.64492,31,36,5,227,191,3.28985,2.76811,31.3913,28.65217,0.207964,0.181415,0.818182,0.856459,0.546029,3
2020,2,54,Vegas Golden Knights,71,39,24,8,NA,86,0.60563,30,36,3,224,209,3.15492,2.94366,34.50704,29.32394,0.219895,0.204188,0.766356,0.808411,0.500118,6
2020,2,5,Pittsburgh Penguins,69,40,23,6,NA,86,0.62318,29,37,3,221,196,3.20289,2.84057,31.94202,29.72463,0.199052,0.175355,0.821053,0.852631,0.488676,4
2020,2,22,Edmonton Oilers,71,37,25,9,NA,83,0.5845,31,35,2,223,215,3.14084,3.02816,29.57746,32.02816,0.295,0.245,0.844222,0.859296,0.489821,2
2020,2,25,Dallas Stars,69,37,24,8,NA,82,0.5942,26,35,2,178,174,2.57971,2.52173,30.62318,31.55072,0.211055,0.190954,0.797236,0.820276,0.518277,2
2020,2,12,Carolina Hurricanes,68,38,25,5,NA,81,0.59558,27,33,5,217,193,3.19117,2.83823,33.25,29.32352,0.2233,0.203883,0.839507,0.880658,0.505402,6
2020,2,10,Toronto Maple Leafs,70,36,25,9,NA,81,0.57857,28,35,1,237,222,3.38571,3.17142,32.88571,31.9,0.230769,0.194871,0.777203,0.803108,0.524974,4
2020,2,29,Columbus Blue Jackets,70,33,22,15,NA,81,0.57857,25,33,0,180,183,2.57142,2.61428,32.45714,29.88571,0.164021,0.137566,0.816569,0.834319,0.484934,7
2020,2,52,Winnipeg Jets,71,37,28,6,NA,80,0.56338,30,34,3,213,201,3,2.83098,31.29577,32.60563,0.204878,0.190243,0.775863,0.810344,0.500881,6
2020,2,2,New York Islanders,68,35,23,10,NA,80,0.58823,24,32,3,189,190,2.77941,2.79411,29.64705,31.220580000000002,0.172619,0.142857,0.806819,0.840909,0.498479,3
2020,2,20,Calgary Flames,70,36,27,7,NA,79,0.56428,25,30,6,204,214,2.91428,3.05714,31.6,32.44285,0.212435,0.165803,0.821429,0.85204,0.490776,4
2020,2,3,New York Rangers,70,37,28,5,NA,79,0.56428,31,36,1,233,220,3.32857,3.14285,31.07142,34.01428,0.229074,0.202643,0.773914,0.808695,0.46582,3
2020,2,18,Nashville Predators,69,35,26,8,NA,78,0.56521,28,32,3,212,214,3.07246,3.10144,33.14492,31.26086,0.172566,0.137168,0.760564,0.788732,0.522643,7
2020,2,23,Vancouver Canucks,69,36,27,6,NA,78,0.56521,27,32,4,224,214,3.24637,3.10144,31.20289,33.28985,0.241525,0.224576,0.804652,0.827906,0.540419,2
2020,2,13,Florida Panthers,69,35,26,8,NA,78,0.56521,30,32,3,228,224,3.30434,3.24637,32.65217,32.27536,0.21327,0.189573,0.784947,0.806451,0.502871,2
