season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2020,2,8476883,Andrei Vasilevskiy,Vasilevskiy,TBL,L,52,52,35,14,3,NA,133,2.55613,1472,1605,0.91713,3,187314,0,4,4,4
2020,2,8476945,Connor Hellebuyck,Hellebuyck,WPG,L,58,56,31,21,5,NA,140,2.56994,1656,1796,0.92204,6,196113,0,2,2,0
2020,2,8476412,Jordan Binnington,Binnington,STL,L,50,50,30,13,7,NA,126,2.56472,1304,1430,0.91188,3,176861,0,1,1,4
2020,2,8475883,Frederik Andersen,Andersen,TOR,L,52,52,29,13,7,NA,143,2.85365,1434,1577,0.90932,3,180400,0,0,0,0
2020,2,8470594,Marc-Andre Fleury,Fleury,VGK,L,49,48,27,16,5,NA,133,2.77073,1266,1399,0.90493,5,172806,0,0,0,8
2020,2,8471679,Carey Price,Price,MTL,L,58,58,27,25,6,NA,160,2.79084,1595,1755,0.90883,4,206389,0,0,0,6
2020,2,8471695,Tuukka Rask,Rask,BOS,L,41,41,26,8,6,NA,85,2.12342,1104,1189,0.92851,5,144107,0,2,2,0
2020,2,8474651,Braden Holtby,Holtby,WSH,L,48,47,25,14,6,NA,142,3.10589,1243,1385,0.89747,0,164590,0,1,1,4
2020,2,8479394,Carter Hart,Hart,PHI,L,43,40,24,13,3,NA,95,2.41952,1005,1100,0.91363,1,141350,0,0,0,0
2020,2,8479496,David Rittich,Rittich,CGY,L,48,48,24,17,6,NA,138,2.96565,1340,1478,0.90663,2,167518,0,1,1,6
2020,2,8474593,Jacob Markstrom,Markstrom,VAN,L,43,43,23,16,4,NA,117,2.7509,1303,1420,0.9176,2,153113,0,1,1,4
2020,2,8475683,Sergei Bobrovsky,Bobrovsky,FLA,L,50,49,23,19,6,NA,151,3.22881,1354,1505,0.89966,1,168359,0,0,0,0
2020,2,8478406,Mackenzie Blackwood,Blackwood,NJD,L,47,43,22,14,8,NA,124,2.77196,1328,1452,0.9146,3,161041,0,1,1,0
2020,2,8471750,Ben Bishop,Bishop,DAL,L,44,43,21,16,4,NA,103,2.49816,1183,1286,0.9199,2,148429,0,2,2,2
2020,2,8475852,Petr Mrazek,Mrazek,CAR,L,40,38,21,16,2,NA,104,2.68851,987,1091,0.90467,3,139259,0,0,0,4
2020,2,8480925,Pavel Francouz,Francouz,COL,R,34,31,21,7,4,NA,77,2.41324,919,996,0.92269,1,114866,0,0,0,2
2020,2,8471774,Alex Stalock,Stalock,MIN,L,38,36,20,11,4,NA,97,2.67297,985,1082,0.91035,4,130641,0,1,1,4
2020,2,8476434,John Gibson,Gibson,ANA,L,51,51,20,26,5,NA,149,2.9987,1403,1552,0.90399,1,178877,0,0,0,6
2020,2,8476899,Matt Murray,Murray,PIT,L,38,38,20,11,5,NA,107,2.86927,948,1055,0.89857,1,134250,0,1,1,2
2020,2,8477465,Tristan Jarry,Jarry,PIT,L,33,31,20,12,1,NA,78,2.42929,907,985,0.92081,3,115589,0,0,0,0
2020,2,8469608,Mike Smith,Smith,EDM,L,39,37,19,12,6,NA,106,2.94874,981,1087,0.90248,1,129411,0,2,2,21
2020,2,8473575,Semyon Varlamov,Varlamov,NYI,L,45,39,19,14,6,NA,110,2.62183,1168,1278,0.91392,2,151039,0,0,0,0
2020,2,8475215,Robin Lehner,Lehner,"CHI,VGK",L,36,34,19,10,5,NA,99,2.88985,1136,1235,0.91983,1,123328,0,0,0,4
2020,2,8476914,Joonas Korpisalo,Korpisalo,CBJ,L,37,35,19,12,5,NA,92,2.59654,938,1030,0.91067,2,127554,0,1,1,0
2020,2,8470860,Jaroslav Halak,Halak,BOS,L,31,29,18,6,6,NA,73,2.38904,832,905,0.91933,3,110002,0,2,2,0
2020,2,8471469,Pekka Rinne,Rinne,NSH,L,36,35,18,14,4,NA,105,3.16938,899,1004,0.89541,3,119266,1,2,3,0
2020,2,8475156,Mikko Koskinen,Koskinen,EDM,L,38,34,18,13,3,NA,97,2.7498,1078,1175,0.91744,1,126991,0,0,0,0
2020,2,8475831,Philipp Grubauer,Grubauer,COL,L,36,36,18,12,4,NA,90,2.62505,977,1067,0.91565,2,123426,0,0,0,0
2020,2,8474889,Martin Jones,Jones,SJS,L,41,40,17,21,2,NA,118,3.00021,1021,1139,0.8964,2,141590,0,1,1,0
2020,2,8476999,Linus Ullmark,Ullmark,BUF,L,34,34,17,14,3,NA,91,2.69412,975,1066,0.91463,1,121598,0,0,0,4
2020,2,8477424,Juuse Saros,Saros,NSH,L,40,34,17,12,4,NA,98,2.70117,1044,1142,0.91418,4,130610,0,0,0,0
