season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2020,2,9,Ottawa Senators,71,1979,27.4644,1070,14.85,448,6.2172,705,9.7848,911,NA,NA,0.483536,11,2870.21126
2020,2,2,New York Islanders,68,1915,27.7128,1153,16.686,485,7.0164,896,12.9636,696,NA,NA,0.466529,9,2956.25
2020,2,54,Vegas Golden Knights,71,1906,26.5068,955,13.2804,682,9.4824,589,8.19,929,NA,NA,0.547682,8,2901.97183
2020,2,5,Pittsburgh Penguins,69,1884,26.9496,892,12.7584,520,7.4376,602,8.6112,740,NA,NA,0.511718,12,2910.04347
2020,2,8,Montréal Canadiens,71,1882,26.1972,925,12.8772,490,6.8184,807,11.232,881,NA,NA,0.543731,7,2927.61971
2020,2,15,Washington Capitals,69,1716,24.5232,951,13.59,522,7.4592,719,10.2744,882,NA,NA,0.516252,16,2776.97101
2020,2,14,Tampa Bay Lightning,70,1676,23.6988,897,12.6828,514,7.2648,487,6.8832,856,NA,NA,0.52048,12,2810.9
2020,2,6,Boston Bruins,70,1649,23.22,891,12.546,526,7.4052,672,9.4608,821,NA,NA,0.5104,13,2808.15714
2020,2,24,Anaheim Ducks,71,1596,22.158,943,13.0932,448,6.2172,704,9.774,903,NA,NA,0.485642,5,2871.59154
2020,2,22,Edmonton Oilers,71,1589,22.1688,1064,14.8428,584,8.1468,797,11.1204,759,NA,NA,0.479827,12,2910.8169
2020,2,28,San Jose Sharks,70,1587,22.4892,936,13.2624,585,8.2908,595,8.4312,786,NA,NA,0.503964,8,2861.95714
2020,2,17,Detroit Red Wings,71,1578,22.0644,905,12.654,310,4.3344,803,11.2284,724,NA,NA,0.458498,7,2853.92957
2020,2,52,Winnipeg Jets,71,1550,21.6216,874,12.1896,484,6.75,693,9.666,830,NA,NA,0.487634,16,2953.01408
2020,2,25,Dallas Stars,69,1538,22.014,1031,14.7564,533,7.6284,775,11.0916,767,NA,NA,0.494211,9,2848.11594
2020,2,16,Chicago Blackhawks,70,1537,21.6684,1015,14.3064,574,8.0892,672,9.4716,726,NA,NA,0.484704,10,2907.88571
2020,2,3,New York Rangers,70,1527,21.6828,1050,14.9076,567,8.0496,827,11.7432,785,NA,NA,0.466973,12,2796.14285
2020,2,4,Philadelphia Flyers,69,1501,21.4128,843,12.024,448,6.39,626,8.928,751,NA,NA,0.509166,8,2842.31884
2020,2,19,St. Louis Blues,71,1471,20.4228,844,11.718,545,7.5672,518,7.1928,716,NA,NA,0.508245,13,2889.74647
2020,2,26,Los Angeles Kings,70,1460,20.6568,861,12.1824,365,5.1624,645,9.126,933,NA,NA,0.530373,7,2936.62857
2020,2,29,Columbus Blue Jackets,70,1436,20.214,1060,14.922,437,6.1488,564,7.938,696,NA,NA,0.493343,10,2949.6
2020,2,1,New Jersey Devils,69,1381,19.7064,1033,14.7384,487,6.948,634,9.0468,775,NA,NA,0.461763,8,2823.94202
2020,2,53,Arizona Coyotes,70,1378,19.4076,958,13.4892,466,6.5628,584,8.2224,775,NA,NA,0.484579,16,2875.11428
2020,2,23,Vancouver Canucks,69,1360,19.476,1088,15.5808,475,6.8004,526,7.5312,832,NA,NA,0.485211,13,2798.47826
2020,2,7,Buffalo Sabres,69,1317,18.882,759,10.8828,362,5.1876,510,7.3116,764,NA,NA,0.488822,8,2917.57971
2020,2,21,Colorado Avalanche,70,1296,18.3384,1030,14.5764,564,7.9812,524,7.4124,806,NA,NA,0.51648,13,2822.78571
2020,2,20,Calgary Flames,70,1279,17.9748,936,13.1544,606,8.5176,767,10.7784,884,NA,NA,0.505938,9,2917.55714
2020,2,13,Florida Panthers,69,1247,17.874,978,14.0184,614,8.802,775,11.1096,751,NA,NA,0.500493,12,2876.10144
2020,2,12,Carolina Hurricanes,68,1188,17.262,783,11.376,620,9.0072,690,10.026,871,NA,NA,0.544556,14,2813.67647
2020,2,10,Toronto Maple Leafs,70,1188,16.722,903,12.7116,554,7.7976,776,10.9224,922,NA,NA,0.519902,15,2939.07142
2020,2,18,Nashville Predators,69,1157,16.542,1020,14.5836,517,7.3908,598,8.55,899,NA,NA,0.51109,8,2872.47826
2020,2,30,Minnesota Wild,69,1121,16.0884,968,13.8924,442,6.3432,414,5.94,784,NA,NA,0.496471,9,2876.95652
