season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2023,2,8478402,Connor McDavid,McDavid,EDM,C,L,82,64,89,153,1.86585,22,36,352,0.18181,1343.1341,39,75,21,71,4,7,2,11,0.51928
2023,2,8477934,Leon Draisaitl,Draisaitl,EDM,C,L,80,52,76,128,1.6,7,24,247,0.21052,1304.0375,19,64,32,62,1,2,1,11,0.54897
2023,2,8477956,David Pastrnak,Pastrnak,BOS,R,R,82,61,52,113,1.37804,34,38,407,0.14987,1173.8658,43,76,18,37,0,0,4,13,0.42105
2023,2,8476453,Nikita Kucherov,Kucherov,TBL,R,L,82,30,83,113,1.37804,-2,36,271,0.1107,1207.939,22,63,8,50,0,0,0,4,1
2023,2,8477492,Nathan MacKinnon,MacKinnon,COL,C,R,71,42,69,111,1.56338,29,30,366,0.11475,1339.0422,30,77,12,34,0,0,2,9,0.44434
2023,2,8480027,Jason Robertson,Robertson,DAL,L,L,82,46,63,109,1.32926,37,20,313,0.14696,1130.3292,33,68,13,41,0,0,1,7,0
2023,2,8479314,Matthew Tkachuk,Tkachuk,FLA,L,L,79,40,69,109,1.37974,29,123,322,0.12422,1226.1518,26,72,14,36,0,1,0,6,0.44827
2023,2,8478420,Mikko Rantanen,Rantanen,COL,R,L,82,55,50,105,1.28048,15,82,306,0.17973,1333.4512,42,68,13,37,0,0,3,9,0.49006
2023,2,8476454,Ryan Nugent-Hopkins,Nugent-Hopkins,EDM,C,L,82,37,67,104,1.26829,12,35,201,0.18407,1188.0731,21,47,15,53,1,4,0,3,0.45161
2023,2,8480012,Elias Pettersson,Pettersson,VAN,C,L,80,39,63,102,1.275,16,14,257,0.15175,1233.2875,28,68,6,25,5,9,3,6,0.44332
2023,2,8474578,Erik Karlsson,Karlsson,SJS,D,R,82,25,76,101,1.2317,-26,36,209,0.11961,1536.9024,20,74,5,27,0,0,2,4,0
2023,2,8481559,Jack Hughes,Hughes,NJD,C,L,78,43,56,99,1.26923,10,6,336,0.12797,1197.9615,34,68,9,31,0,0,1,6,0.35344
2023,2,8478483,Mitch Marner,Marner,TOR,R,R,80,30,69,99,1.2375,18,28,196,0.15306,1276.575,17,58,9,36,4,5,2,4,0
2023,2,8478010,Brayden Point,Point,TBL,C,R,82,51,44,95,1.15853,2,7,235,0.21702,1180.1829,31,65,20,30,0,0,1,9,0.50729
2023,2,8479420,Tage Thompson,Thompson,BUF,C,R,78,47,47,94,1.20512,4,39,295,0.15932,1115.4102,26,59,20,34,1,1,1,7,0.4305
2023,2,8471675,Sidney Crosby,Crosby,PIT,C,L,82,33,60,93,1.13414,8,52,255,0.12941,1208.6097,24,66,9,27,0,0,1,9,0.52979
2023,2,8478550,Artemi Panarin,Panarin,NYR,L,R,82,29,63,92,1.12195,4,36,204,0.14215,1176.4634,20,56,9,36,0,0,1,4,0.31578
2023,2,8476459,Mika Zibanejad,Zibanejad,NYR,C,R,82,39,52,91,1.10975,25,20,251,0.15537,1197.7317,18,50,20,39,1,2,0,5,0.49499
2023,2,8482116,Tim Stützle,Stützle,OTT,C,L,78,39,51,90,1.15384,-3,54,228,0.17105,1275.8974,26,59,10,28,3,3,1,3,0.41563
2023,2,8477939,William Nylander,Nylander,TOR,R,R,82,40,47,87,1.06097,10,28,293,0.13651,1112.5243,31,59,9,28,0,0,3,5,0.42372
2023,2,8479343,Clayton Keller,Keller,ARI,R,L,82,37,49,86,1.04878,-2,49,223,0.16591,1245.0121,30,65,6,20,1,1,2,4,0.3492
2023,2,8479318,Auston Matthews,Matthews,TOR,C,L,74,40,45,85,1.14864,31,20,327,0.12232,1216.7027,27,57,13,28,0,0,0,8,0.5243
2023,2,8474564,Steven Stamkos,Stamkos,TBL,C,R,81,34,50,84,1.03703,-5,46,240,0.14166,1141.2469,20,49,14,35,0,0,2,6,0.53813
2023,2,8475786,Zach Hyman,Hyman,EDM,L,R,79,36,47,83,1.05063,13,39,276,0.13043,1209.0379,21,57,15,26,0,0,0,3,0.5
2023,2,8480801,Brady Tkachuk,Tkachuk,OTT,L,L,82,35,48,83,1.01219,-10,126,347,0.10086,1117.9268,24,54,11,29,0,0,2,6,0.48366
2023,2,8471215,Evgeni Malkin,Malkin,PIT,C,L,82,27,56,83,1.01219,-12,82,240,0.1125,1114.8292,16,47,11,36,0,0,0,3,0.49299
2023,2,8475784,Jeff Skinner,Skinner,BUF,L,L,79,35,47,82,1.03797,15,39,242,0.14462,1043.8354,27,61,8,21,0,0,1,3,0.47333
2023,2,8476468,J.T. Miller,Miller,VAN,C,L,81,32,50,82,1.01234,-7,60,223,0.14349,1240.7777,16,43,11,30,5,9,1,3,0.54966
2023,2,8475166,John Tavares,Tavares,TOR,C,L,80,36,44,80,1,-7,34,277,0.12996,1059.3875,18,41,18,39,0,0,1,9,0.58313
2023,2,8478398,Kyle Connor,Connor,WPG,L,L,82,31,49,80,0.9756,-11,20,273,0.11355,1231.756,23,51,8,29,0,0,2,8,0.28571
2023,2,8480002,Nico Hischier,Hischier,NJD,C,L,81,31,49,80,0.98765,33,10,256,0.12109,1157.358,21,57,7,19,3,4,2,9,0.53869
2023,2,8477949,Alex Tuch,Tuch,BUF,R,R,74,36,43,79,1.06756,14,20,218,0.16513,1149.2432,27,58,8,20,1,1,1,9,0.42666
2023,2,8473512,Claude Giroux,Giroux,OTT,R,R,82,35,44,79,0.96341,4,34,214,0.16355,1127.756,28,54,7,24,0,1,1,6,0.58312
2023,2,8477946,Dylan Larkin,Larkin,DET,C,L,80,32,47,79,0.9875,-7,45,244,0.13114,1173.3375,15,47,16,31,1,1,0,5,0.54391
2023,2,8473994,Jamie Benn,Benn,DAL,L,L,82,33,45,78,0.95121,23,34,190,0.17368,947.0121,18,45,13,30,2,3,0,4,0.60115
2023,2,8477493,Aleksander Barkov,Barkov,FLA,C,L,68,23,55,78,1.14705,10,8,208,0.11057,1273.4558,14,46,8,30,1,2,0,6,0.54879
2023,2,8470794,Joe Pavelski,Pavelski,DAL,C,R,82,28,49,77,0.93902,42,8,184,0.15217,1063.3658,15,49,13,27,0,1,0,2,0.5341
2023,2,8477504,Josh Morrissey,Morrissey,WPG,D,L,78,16,60,76,0.97435,2,41,172,0.09302,1453.8717,14,48,2,28,0,0,2,6,NA
2023,2,8480800,Quinn Hughes,Hughes,VAN,D,L,78,7,69,76,0.97435,15,34,154,0.04545,1539.6666,5,41,2,34,0,1,0,0,NA
2023,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,73,42,33,75,1.02739,-16,48,294,0.14285,1212.2465,28,50,14,25,0,0,1,3,0.44444
2023,2,8478864,Kirill Kaprizov,Kaprizov,MIN,L,L,67,40,35,75,1.1194,4,45,261,0.15325,1266.7611,23,43,17,32,0,0,2,6,0.4
2023,2,8478449,Roope Hintz,Hintz,DAL,C,L,73,37,38,75,1.02739,31,30,184,0.20108,1053.4657,25,51,9,21,3,3,0,5,0.51983
2023,2,8475754,Brock Nelson,Nelson,NYI,C,L,82,36,39,75,0.91463,13,24,222,0.16216,1106.1219,30,58,6,17,0,0,1,8,0.47251
2023,2,8483808,Andrei Kuzmenko,Kuzmenko,VAN,L,R,81,39,35,74,0.91358,9,8,143,0.27272,974.5061,25,55,14,19,0,0,2,4,0
2023,2,8471685,Anze Kopitar,Kopitar,LAK,C,L,82,28,46,74,0.90243,20,4,169,0.16568,1218.1341,21,53,7,20,0,1,0,4,0.55907
2023,2,8476462,Dougie Hamilton,Hamilton,NJD,D,R,82,22,52,74,0.90243,23,50,275,0.08,1306.4634,14,46,8,28,0,0,2,7,NA
2023,2,8476346,Johnny Gaudreau,Gaudreau,CBJ,L,L,80,21,53,74,0.925,-33,22,220,0.09545,1165.0875,18,50,3,24,0,0,3,4,NA
2023,2,8477409,Carter Verhaeghe,Verhaeghe,FLA,C,L,81,42,31,73,0.90123,10,46,275,0.15272,1050.1234,35,60,7,13,0,0,1,2,0.4878
2023,2,8479385,Jordan Kyrou,Kyrou,STL,R,R,79,37,36,73,0.92405,-38,22,272,0.13602,1080.2151,26,49,11,23,0,1,1,5,0.35714
2023,2,8477404,Jake Guentzel,Guentzel,PIT,C,L,78,36,37,73,0.93589,2,46,244,0.14754,1206.9615,25,50,11,23,0,0,1,6,0.5
2023,2,8475726,Tyler Toffoli,Toffoli,CGY,C,R,82,34,39,73,0.89024,16,28,268,0.12686,996.6585,24,48,10,25,0,0,2,4,0.58333
2023,2,8479407,Jesper Bratt,Bratt,NJD,L,L,82,32,41,73,0.89024,14,6,212,0.15094,1042.0487,24,51,8,22,0,0,1,3,NA
2023,2,8477986,Brandon Montour,Montour,FLA,D,R,80,16,57,73,0.9125,9,107,242,0.06611,1447.575,13,40,3,33,0,0,2,5,NA
2023,2,8480839,Rasmus Dahlin,Dahlin,BUF,D,L,78,15,58,73,0.93589,12,92,204,0.07352,1547.7435,9,41,6,32,0,0,0,2,NA
2023,2,8480036,Miro Heiskanen,Heiskanen,DAL,D,L,79,11,62,73,0.92405,12,32,206,0.05339,1529.4683,9,38,2,34,0,1,1,2,NA
2023,2,8477942,Kevin Fiala,Fiala,LAK,L,L,69,23,49,72,1.04347,2,52,208,0.11057,1055.7101,16,48,7,24,0,0,2,2,0.5
2023,2,8479323,Adam Fox,Fox,NYR,D,R,82,12,60,72,0.87804,28,34,159,0.07547,1462.6585,11,40,1,29,0,3,1,5,NA
2023,2,8480039,Martin Necas,Necas,CAR,C,R,82,28,43,71,0.86585,5,32,240,0.11666,1104.7317,19,44,9,26,0,1,4,5,0.45083
2023,2,8477955,Jared McCann,McCann,SEA,L,L,79,40,30,70,0.88607,18,14,210,0.19047,980.3544,30,51,7,16,3,3,0,3,0.33333
2023,2,8477500,Bo Horvat,Horvat,"VAN,NYI",C,L,79,38,32,70,0.88607,-1,18,229,0.16593,1239.2405,22,43,12,22,4,5,1,5,0.56854
2023,2,8476460,Mark Scheifele,Scheifele,WPG,C,R,81,42,26,68,0.8395,-16,43,206,0.20388,1228.7283,30,46,12,22,0,0,2,10,0.4797
2023,2,8481528,Dylan Cozens,Cozens,BUF,C,R,81,31,37,68,0.8395,-3,41,211,0.14691,989.8148,24,47,5,18,2,3,1,1,0.48296
2023,2,8477960,Adrian Kempe,Kempe,LAK,R,L,82,41,26,67,0.81707,22,55,250,0.164,1125.4756,27,44,11,20,3,3,1,6,0.31372
2023,2,8478427,Sebastian Aho,Aho,CAR,C,L,75,36,31,67,0.89333,8,42,218,0.16513,1169.7333,26,48,7,15,3,4,2,9,0.51353
2023,2,8477933,Sam Reinhart,Reinhart,FLA,C,R,82,31,36,67,0.81707,-12,12,227,0.13656,1186.8658,15,37,16,27,0,3,1,5,0.50643
2023,2,8474053,Logan Couture,Couture,SJS,C,L,82,27,40,67,0.81707,-30,19,198,0.13636,1147.8902,21,46,5,20,1,1,2,4,0.47442
2023,2,8477402,Pavel Buchnevich,Buchnevich,STL,L,L,63,26,41,67,1.06349,14,36,123,0.21138,1167.1746,18,44,8,21,0,2,0,2,0.29906
2023,2,8475692,Mats Zuccarello,Zuccarello,MIN,R,L,78,22,45,67,0.85897,-3,26,198,0.11111,1211.6153,13,38,9,29,0,0,1,3,0.4
2023,2,8473419,Brad Marchand,Marchand,BOS,L,L,73,21,46,67,0.9178,27,74,183,0.11475,1111.6849,12,37,9,29,0,1,0,4,0.38596
2023,2,8478414,Timo Meier,Meier,"SJS,NJD",R,L,78,40,26,66,0.84615,-19,43,327,0.12232,1163.2948,23,43,17,23,0,0,1,5,0.36842
2023,2,8478403,Jack Eichel,Eichel,VGK,C,R,67,27,39,66,0.98507,26,6,223,0.12107,1126.0149,25,51,2,14,0,1,1,2,0.45271
2023,2,8479337,Alex DeBrincat,DeBrincat,OTT,R,R,82,27,39,66,0.80487,-31,45,263,0.10266,1140.378,16,36,11,30,0,0,2,6,0.52630999999999994
2023,2,8480018,Nick Suzuki,Suzuki,MTL,C,R,82,26,40,66,0.80487,-13,33,162,0.16049,1265.7317,16,46,7,17,3,3,0,2,0.47323
2023,2,8480069,Cale Makar,Makar,COL,D,R,60,17,49,66,1.1,16,30,176,0.09659,1582.8166,12,36,5,30,0,0,2,6,NA
2023,2,8478440,Dylan Strome,Strome,WSH,C,L,81,23,42,65,0.80246,-4,24,154,0.14935,1001.2222,20,44,3,21,0,0,0,2,0.48798
2023,2,8481533,Trevor Zegras,Zegras,ANA,C,L,81,23,42,65,0.80246,-24,88,184,0.125,1129.6296,19,48,4,17,0,0,2,3,0.41361
