season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2023,2,6,Boston Bruins,82,65,12,5,NA,135,0.82317,54,61,4,301,174,3.67073,2.12195,32.96341,29.84146,0.222222,0.193548,0.872792,0.90106,0.544854,7
2023,2,12,Carolina Hurricanes,82,52,21,9,NA,113,0.68902,39,48,4,262,210,3.19512,2.56097,34.78048,26,0.197628,0.173913,0.84375,0.886718,0.528568,9
2023,2,1,New Jersey Devils,82,52,22,8,NA,112,0.68292,39,50,2,289,222,3.52439,2.70731,34.40243,28.2317,0.21875,0.183035,0.826087,0.865217,0.512613,4
2023,2,10,Toronto Maple Leafs,82,50,21,11,NA,111,0.67682,42,49,1,278,220,3.39024,2.68292,32.04878,29.51219,0.260162,0.227642,0.818549,0.850806,0.530917,5
2023,2,54,Vegas Golden Knights,82,51,22,9,NA,111,0.67682,38,46,5,267,225,3.25609,2.7439,31.54878,30.89024,0.202898,0.183574,0.774359,0.825641,0.522547,3
2023,2,22,Edmonton Oilers,82,50,23,9,NA,109,0.66463,45,50,0,325,256,3.96341,3.12195,33.58536,31.36585,0.323636,0.298181,0.769785,0.834532,0.508183,2
2023,2,21,Colorado Avalanche,82,51,24,7,NA,109,0.66463,36,45,6,274,223,3.34146,2.71951,33.25609,30.96341,0.24521,0.226053,0.790323,0.814516,0.46708,6
2023,2,25,Dallas Stars,82,47,21,14,NA,108,0.65853,39,43,4,281,215,3.42682,2.62195,31.91463,29.90243,0.25,0.230468,0.834711,0.876033,0.547534,6
2023,2,3,New York Rangers,82,47,22,13,NA,107,0.65243,37,43,4,273,216,3.32926,2.63414,31.4878,29.32926,0.240816,0.220408,0.81166,0.847533,0.490672,4
2023,2,26,Los Angeles Kings,82,47,25,10,NA,104,0.63414,37,41,6,274,254,3.34146,3.09756,32.41463,27.91463,0.252788,0.21933,0.758365,0.784386,0.533245,3
2023,2,30,Minnesota Wild,82,46,25,11,NA,103,0.62804,34,39,7,239,219,2.91463,2.67073,30.91463,31.12195,0.214285,0.20238,0.820313,0.875,0.476825,5
2023,2,55,Seattle Kraken,82,46,28,8,NA,100,0.60975,37,46,0,289,252,3.52439,3.07317,30.45121,27.01219,0.19753,0.160493,0.76695,0.792372,0.453156,3
2023,2,14,Tampa Bay Lightning,82,46,30,6,NA,98,0.59756,38,43,3,280,252,3.41463,3.07317,31.96341,31.4878,0.253571,0.214285,0.796935,0.823754,0.516375,6
2023,2,52,Winnipeg Jets,82,46,33,3,NA,95,0.57926,36,45,1,246,224,3,2.7317,30.31707,30.32926,0.192592,0.17037,0.824268,0.853556,0.489356,4
