"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"NYR",2012,0.00292968705027585,-0.000802648386297363
"MIN",2012,0.00109751143062271,0.000861082671260964
"PHI",2012,0.00318406852500571,-0.00131711780247266
"BUF",2012,5.22611410225426e-06,0.0016998625566139
"ANA",2012,0.00148732579963851,-0.00046084184128165
"NJD",2012,0.00109741550972833,-8.68072813516025e-05
"COL",2012,0.000104043666004668,0.00090548246775314
"WSH",2012,-0.0010244459175338,0.00203380422928373
"CAR",2012,0.00199119166992871,-0.00134392343663022
"TOR",2012,-3.61129837278836e-05,0.000306981438287507
"FLA",2012,-0.00111737657570346,0.00130388222935313
"CHI",2012,7.61253638861776e-05,4.10270716789749e-05
"MTL",2012,-0.000537051430560993,0.000487333855682484
"NSH",2012,3.84374899679431e-05,-0.000125727922932195
"CGY",2012,0.000689835446045559,-0.000811493045665867
"BOS",2012,-0.00196331087224689,0.00178596616838233
"LAK",2012,-0.00192722866918287,0.00170018539231967
"STL",2012,-0.000342072403214295,4.31220886438088e-05
"NYI",2012,0.00159506053736982,-0.00189678604592245
"PHX",2012,-0.00141834047324919,0.00103129270379042
"PIT",2012,-0.000369727091914045,-0.00011886633822421
"CBJ",2012,-0.000153738122639946,-0.000381105388667787
"EDM",2012,0.000994681686580071,-0.00158822580687073
"TBL",2012,-0.00106392994048073,0.000343973833964097
"SJS",2012,-0.000419576983964521,-0.000369848578332212
"DET",2012,0.00044634164337352,-0.00128631621851673
"OTT",2012,-0.00259256619198223,0.00141365724390665
"WPG",2012,0.000389273226666485,-0.00170129147174013
"DAL",2012,-0.00166933249213156,2.16397680837635e-05
"VAN",2012,-0.00145687188847903,-0.00169977579941555
