"player_id","team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","ev_goals","ev_assists","pp_goals","pp_assists","pk_ga","pp_shots","pk_shots_against","pp_gf_onice","pk_ga_onice","pen_taken","pen_drawn","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","ev_points_per60","pp_points_per60","pk_ga_per60","pk_save_pct","pp_gf_onice_per60","pk_ga_onice_per60","toi_all_tracked_sec","pen_taken_per60","pen_drawn_per60","penalty_diff_per60"
"8478133","MTL",58,603,712,61,43,4,14,0,0,0,24,300,19,29,15,20,43028,1348,7739,45.9,5.1,3.6,1.51,0,0,1,50.74,13.49,52115,1.04,1.38,0.34
"8478443","TOR",31,470,602,44,45,0,3,0,0,0,8,173,7,15,15,4,30344,316,4331,43.8,5.22,5.34,0.36,0,0,1,79.75,12.47,34991,1.54,0.41,-1.13
"8478462","TOR",58,689,666,48,57,9,11,1,0,4,90,103,9,8,11,10,40030,3339,3287,50.8,4.32,5.13,1.8,1.08,4.38,0.9612,9.7,8.76,46656,0.85,0.77,-0.08
"8478470","MTL",13,519,524,25,28,0,0,0,0,0,125,142,11,13,0,1,34097,3985,3989,49.8,2.64,2.96,0,0,0,1,9.94,11.73,42071,0,0.09,0.09
"8478851","MTL",56,805,931,68,70,4,10,0,0,1,19,333,15,36,23,15,53809,930,7967,46.4,4.55,4.68,0.94,0,0.45,0.997,58.06,16.27,62706,1.32,0.86,-0.46
"8478904","TOR",42,331,406,35,37,4,6,0,0,0,7,175,7,11,3,5,23798,435,3966,44.9,5.29,5.6,1.51,0,0,1,57.93,9.98,28199,0.38,0.64,0.26
"8479318","TOR",33,468,546,42,41,11,6,5,4,4,147,61,12,5,9,11,32127,3902,2335,46.2,4.71,4.59,1.9,8.3,6.17,0.9344,11.07,7.71,38364,0.84,1.03,0.19
"8479339","MTL",4,27,47,4,2,0,1,0,0,0,19,0,1,0,1,1,2379,584,8,36.5,6.05,3.03,1.51,0,0,NA,6.16,0,2971,1.21,1.21,0
"8480018","MTL",65,1004,957,71,66,8,25,8,26,2,394,96,46,25,12,14,62764,9966,3260,51.2,4.07,3.79,1.89,12.28,2.21,0.9792,16.62,27.61,75990,0.57,0.66,0.09
"8480865","MTL",63,1103,1206,66,86,3,20,0,3,2,161,216,27,33,18,16,65808,6861,7448,47.8,3.61,4.7,1.26,1.57,0.97,0.9907,14.17,15.95,80117,0.81,0.72,-0.09
"8481122","TOR",42,504,740,33,61,0,5,0,0,0,5,128,5,14,18,14,36974,365,4615,40.5,3.21,5.94,0.49,0,0,1,49.32,10.92,41954,1.54,1.2,-0.34
"8481523","MTL",36,329,405,30,41,6,4,0,1,0,79,9,11,7,18,17,22320,3315,334,44.8,4.84,6.61,1.61,1.09,0,1,11.95,75.45,25969,2.5,2.36,-0.14
"8481540","MTL",64,912,845,69,62,24,11,11,17,2,376,16,42,16,7,21,55490,9429,718,51.9,4.48,4.02,2.27,10.69,10.03,0.875,16.04,80.22,65637,0.38,1.15,0.77
"8481582","TOR",48,505,589,44,44,9,9,0,2,3,96,12,16,8,5,9,31947,3512,471,46.2,4.96,4.96,2.03,2.05,22.93,0.75,16.4,61.15,35930,0.5,0.9,0.4
"8481618","MTL",44,439,561,41,35,14,7,1,0,0,58,117,6,18,8,12,31729,3305,3374,43.9,4.65,3.97,2.38,1.09,0,1,6.54,19.21,38408,0.75,1.12,0.37
"8481711","TOR",41,472,549,46,52,9,13,1,5,4,102,10,12,10,8,7,30406,3823,417,46.2,5.45,6.16,2.6,5.65,34.53,0.6,11.3,86.33,34646,0.83,0.73,-0.1
"8482087","MTL",41,576,763,44,41,2,10,0,0,0,11,121,10,9,25,25,40773,646,4347,43,3.88,3.62,1.06,0,0,1,55.73,7.45,45766,1.97,1.97,0
"8482259","TOR",45,636,695,62,50,13,12,3,0,4,70,10,7,4,11,9,38922,2578,694,47.8,5.73,4.62,2.31,4.19,20.75,0.6,9.78,20.75,42194,0.94,0.77,-0.17
"8482720","TOR",50,549,800,46,55,6,15,3,8,6,210,116,21,11,12,17,42909,5806,3647,40.7,3.86,4.61,1.76,6.82,5.92,0.9483,13.02,10.86,52362,0.83,1.17,0.34
"8482737","MTL",62,646,685,55,53,9,6,3,2,2,146,5,18,5,20,29,42766,5555,377,48.5,4.63,4.46,1.26,3.24,19.1,0.6,11.67,47.75,48698,1.48,2.14,0.66
"8482775","MTL",56,526,725,45,53,10,6,1,0,2,73,151,8,18,12,8,37190,3444,4886,42,4.36,5.13,1.55,1.05,1.47,0.9868,8.36,13.26,45520,0.95,0.63,-0.32
"8482964","MTL",48,423,466,27,37,2,3,0,0,0,4,23,3,7,32,14,28945,208,1140,47.6,3.36,4.6,0.62,0,0,1,51.92,22.11,30293,3.8,1.66,-2.14
"8483457","MTL",65,1172,1084,87,83,3,33,2,19,1,366,76,44,30,23,27,74815,9488,3650,52,4.19,3.99,1.73,7.97,0.99,0.9868,16.69,29.59,87953,0.94,1.11,0.17
"8483515","MTL",65,947,971,72,58,8,21,12,14,2,377,16,45,15,22,16,58511,9291,923,49.4,4.43,3.57,1.78,10.07,7.8,0.875,17.44,58.5,68725,1.15,0.84,-0.31
"8484984","MTL",65,633,794,62,57,10,17,9,9,1,348,9,39,9,20,19,48154,9070,659,44.4,4.64,4.26,2.02,7.14,5.46,0.8889,15.48,49.17,57883,1.24,1.18,-0.06
"8471214","WSH",51,634,641,47,42,10,10,2,9,6,406,13,27,12,13,7,37866,10906,652,49.7,4.47,3.99,1.9,3.63,33.13,0.5385,8.91,66.26,49424,0.95,0.51,-0.44
"8474590","ANA",54,1067,876,54,77,5,15,2,10,5,242,203,26,21,18,10,59658,7007,5590,54.9,3.26,4.65,1.21,6.17,3.22,0.9754,13.36,13.52,72255,0.9,0.5,-0.4
"8475343","VGK",72,751,817,65,62,4,8,0,0,1,23,273,22,17,33,24,50322,1453,6471,47.9,4.65,4.44,0.86,0,0.56,0.9963,54.51,9.46,58246,2.04,1.48,-0.56
"8476374","BOS",48,530,479,44,41,2,8,0,0,1,15,199,12,19,9,8,30476,695,5309,52.5,5.2,4.84,1.18,0,0.68,0.995,62.16,12.88,36480,0.89,0.79,-0.1
"8476854","BOS",43,711,629,53,56,3,11,0,0,4,111,177,13,20,31,12,43106,3793,5483,53.1,4.43,4.68,1.17,0,2.63,0.9774,12.34,13.13,52382,2.13,0.82,-1.31
"8476880","WSH",47,641,574,57,42,13,13,5,1,4,257,199,17,11,26,24,40794,6047,4849,52.8,5.03,3.71,2.29,3.57,2.97,0.9799,10.12,8.17,51690,1.81,1.67,-0.14
"8477496","BOS",43,536,596,44,45,5,7,3,7,3,196,65,16,14,15,8,35546,5292,2533,47.3,4.46,4.56,1.22,6.8,4.26,0.9538,10.88,19.9,43371,1.25,0.66,-0.59
"8477507","BOS",48,808,865,64,55,1,9,0,0,1,16,189,12,27,47,22,49543,1046,5942,48.3,4.65,4,0.73,0,0.61,0.9947,41.3,16.36,56531,2.99,1.4,-1.59
"8477845","WSH",44,592,669,47,42,1,10,0,0,1,8,155,3,15,9,7,38060,382,4926,46.9,4.45,3.97,1.04,0,0.73,0.9935,28.27,10.96,43368,0.75,0.58,-0.17
"8477956","BOS",45,637,670,55,47,8,25,6,11,5,305,17,25,17,29,37,43019,8128,1012,48.7,4.6,3.93,2.76,7.53,17.79,0.7059,11.07,60.47,52159,2,2.55,0.55
"8478042","BOS",42,498,500,43,39,11,19,2,4,4,162,2,13,2,11,15,29802,5061,307,49.9,5.19,4.71,3.62,4.27,46.91,-1,9.25,23.45,35170,1.13,1.54,0.41
"8478401","BOS",45,528,544,48,41,10,17,8,5,4,252,55,23,9,14,6,34029,6167,1973,49.3,5.08,4.34,2.86,7.59,7.3,0.9273,13.43,16.42,42169,1.2,0.51,-0.69
"8478440","WSH",51,709,775,57,51,5,10,4,8,4,289,16,20,15,17,11,43445,7037,765,47.8,4.72,4.23,1.24,6.14,18.82,0.75,10.23,70.59,51247,1.19,0.77,-0.42
"8478463","WSH",51,673,778,47,52,10,4,1,0,4,44,119,17,17,15,12,40660,2095,4266,46.4,4.16,4.6,1.24,1.72,3.38,0.9664,29.21,14.35,47021,1.15,0.92,-0.23
"8478911","WSH",50,804,901,48,49,1,9,0,0,2,20,257,12,17,6,11,51184,993,7059,47.2,3.38,3.45,0.7,0,1.02,0.9922,43.5,8.67,59236,0.36,0.67,0.31
"8479325","BOS",43,716,745,62,64,6,10,1,14,4,242,191,25,23,33,26,47301,6293,5339,49,4.72,4.87,1.22,8.58,2.7,0.9791,14.3,15.51,58933,2.02,1.59,-0.43
"8479345","WSH",51,967,936,63,54,8,14,5,8,4,298,37,20,18,25,14,57150,7115,2273,50.8,3.97,3.4,1.39,6.58,6.34,0.8919,10.12,28.51,66538,1.35,0.76,-0.59
"8479369","BOS",45,752,749,45,50,4,4,0,0,0,13,157,11,24,13,11,44917,782,5731,50.1,3.61,4.01,0.64,0,0,1,50.64,15.08,51430,0.91,0.77,-0.14
"8479400","WSH",23,269,330,28,19,0,8,3,3,2,96,11,7,5,2,12,18439,2858,626,44.9,5.47,3.71,1.56,7.56,11.5,0.8182,8.82,28.75,21923,0.33,1.97,1.64
"8479520","WSH",51,436,523,35,33,1,3,0,0,0,16,120,9,13,19,15,29626,515,2987,45.5,4.25,4.01,0.49,0,0,1,62.91,15.67,33128,2.06,1.63,-0.43
"8479591","BOS",30,335,324,23,26,3,3,0,1,2,38,3,5,1,13,16,17905,1275,136,50.8,4.62,5.23,1.21,2.82,52.94,0.3333,14.12,26.47,19316,2.42,2.98,0.56
"8479661","BOS",44,479,501,37,36,2,7,0,0,1,16,83,12,7,16,12,28365,899,3116,48.9,4.7,4.57,1.14,0,1.16,0.988,48.05,8.09,32380,1.78,1.33,-0.45
"8479987","BOS",48,638,658,50,45,13,12,3,8,5,271,11,22,11,14,20,40304,7034,593,49.2,4.47,4.02,2.23,5.63,30.35,0.5455,11.26,66.78,47931,1.05,1.5,0.45
"8479999","BOS",45,568,553,45,45,8,10,2,2,4,140,4,11,4,6,14,34351,5032,444,50.7,4.72,4.72,1.89,2.86,32.43,0,7.87,32.43,39827,0.54,1.27,0.73
"8480035","BOS",15,206,228,19,24,2,5,0,1,1,11,21,2,3,7,3,13926,530,936,47.5,4.91,6.2,1.81,6.79,3.85,0.9524,13.58,11.54,15392,1.64,0.7,-0.94
"8480280","BOS",32,1424,1430,67,52,0,0,0,0,4,272,278,14,23,3,3,89598,8830,8877,49.9,2.69,2.09,0,0,1.62,0.9856,5.71,9.33,107305,0.1,0.1,0
"8480313","WSH",38,1682,1852,81,68,0,1,0,0,5,326,361,24,19,0,0,110215,9965,11010,47.6,2.65,2.22,0.03,0,1.63,0.9861,8.67,6.21,131190,0,0,0
"8480355","BOS",48,468,500,44,35,8,6,0,0,2,18,158,14,18,28,24,29478,840,4087,48.3,5.37,4.27,1.71,0,1.76,0.9873,60,15.86,34405,2.93,2.51,-0.42
"8480796","WSH",50,690,850,48,44,4,9,0,0,0,16,286,15,15,12,11,47926,963,6586,44.8,3.61,3.31,0.98,0,0,1,56.07,8.2,55475,0.78,0.71,-0.07
"8480873","WSH",46,714,801,43,53,3,14,0,1,3,52,135,10,16,6,4,44487,2413,4533,47.1,3.48,4.29,1.38,1.49,2.38,0.9778,14.92,12.71,51433,0.42,0.28,-0.14
"8481580","WSH",47,569,663,58,45,6,14,2,3,5,120,192,18,12,15,9,35710,4188,5408,46.2,5.85,4.54,2.02,4.3,3.33,0.974,15.47,7.99,45306,1.19,0.72,-0.47
"8481656","WSH",48,760,676,61,43,13,11,0,1,2,45,164,11,14,10,17,41878,1862,5498,52.9,5.24,3.7,2.06,1.93,1.31,0.9878,21.27,9.17,49238,0.73,1.24,0.51
"8482088","WSH",48,623,633,47,44,4,12,2,0,4,102,17,14,3,15,25,37925,3625,762,49.6,4.46,4.18,1.52,1.99,18.9,0.7647,13.9,14.17,42312,1.28,2.13,0.85
"8482148","WSH",45,413,366,31,34,3,5,0,0,3,17,5,8,5,7,7,23265,605,148,53,4.8,5.26,1.24,0,72.97,0.4,47.6,121.62,24018,1.05,1.05,0
"8482177","BOS",47,525,562,54,35,5,12,0,0,1,61,73,5,16,9,17,34224,2071,3059,48.3,5.68,3.68,1.79,0,1.18,0.9863,8.69,18.83,39354,0.82,1.56,0.74
"8482511","BOS",43,629,677,42,47,3,6,2,1,5,97,24,7,12,10,5,37781,3810,1009,48.2,4,4.48,0.86,2.83,17.84,0.7917,6.61,42.81,42600,0.85,0.42,-0.43
"8483489","BOS",48,585,600,52,34,6,8,0,1,3,85,111,7,16,10,12,36734,3722,4255,49.4,5.1,3.33,1.37,0.97,2.54,0.973,6.77,13.54,44711,0.81,0.97,0.16
"8484186","WSH",44,476,595,57,40,11,9,3,6,4,180,4,15,3,20,30,30625,4939,178,44.4,6.7,4.7,2.35,6.56,80.9,0,10.93,60.67,35742,2.01,3.02,1.01
"8474150","CGY",52,709,693,45,53,10,8,0,1,2,91,216,12,21,8,7,43817,3734,5222,50.6,3.7,4.35,1.48,0.96,1.38,0.9907,11.57,14.48,52773,0.55,0.48,-0.07
"8474641","EDM",43,390,420,23,37,2,3,0,2,2,57,136,18,10,9,3,26884,2076,3017,48.1,3.08,4.95,0.67,3.47,2.39,0.9853,31.21,11.93,31977,1.01,0.34,-0.67
"8475172","CGY",61,938,805,63,51,8,14,6,10,2,369,12,30,12,15,29,52485,9450,1060,53.8,4.32,3.5,1.51,6.1,6.79,0.8333,11.43,40.75,62995,0.86,1.66,0.8
"8475218","EDM",56,1059,845,67,68,1,18,0,1,3,55,183,11,25,15,11,58001,2574,5036,55.6,4.16,4.22,1.18,1.4,2.14,0.9836,15.38,17.87,65611,0.82,0.6,-0.22
"8476399","CGY",45,601,551,43,56,14,10,0,1,1,125,147,14,16,22,16,37388,3993,4072,52.2,4.14,5.39,2.31,0.9,0.88,0.9932,12.62,14.15,45453,1.74,1.27,-0.47
"8476454","EDM",53,677,759,51,50,6,13,10,9,3,379,148,44,21,9,4,44205,9092,3727,47.1,4.15,4.07,1.55,7.52,2.9,0.9797,17.42,20.28,57024,0.57,0.25,-0.32
"8476967","COL",64,1034,1085,70,71,2,8,0,0,1,18,149,12,15,22,4,64875,1011,6151,48.8,3.88,3.94,0.55,0,0.59,0.9933,42.73,8.78,72037,1.1,0.2,-0.9
"8477346","CGY",55,1053,974,70,78,5,15,0,4,3,174,134,16,20,25,5,58749,5953,5202,51.9,4.29,4.78,1.23,2.42,2.08,0.9776,9.68,13.84,69904,1.29,0.26,-1.03
"8477498","EDM",56,984,1091,67,75,1,9,0,0,0,48,215,26,31,23,16,62803,1903,5326,47.4,3.84,4.3,0.57,0,0,1,49.19,20.95,70032,1.18,0.82,-0.36
"8477810","CGY",40,547,465,23,29,0,6,0,0,1,1,80,1,15,11,3,31412,287,2877,54.1,2.64,3.32,0.69,0,1.25,0.9875,12.54,18.77,34576,1.15,0.31,-0.84
"8477934","EDM",41,689,637,52,52,8,18,12,19,2,299,44,38,24,14,11,40602,7249,1659,52,4.61,4.61,2.31,15.4,4.34,0.9545,18.87,52.08,49510,1.02,0.8,-0.22
"8477953","EDM",35,413,468,35,22,10,6,0,0,3,21,75,10,11,7,4,27751,1124,2448,46.9,4.54,2.85,2.08,0,4.41,0.96,32.03,16.18,31323,0.8,0.46,-0.34
"8477993","CGY",8,69,60,5,3,1,0,0,0,0,0,17,0,4,1,0,3749,72,841,53.5,4.8,2.88,0.96,0,0,1,0,17.12,4662,0.77,0,-0.77
"8478233","EDM",37,359,407,30,35,6,3,0,0,0,22,20,14,4,11,15,24776,698,618,46.9,4.36,5.09,1.31,0,0,1,72.21,23.3,26092,1.52,2.07,0.55
"8478397","VGK",73,1309,1373,94,103,3,16,4,2,2,196,273,25,26,37,24,81016,7216,8380,48.8,4.18,4.58,0.84,2.99,0.86,0.9927,12.47,11.17,96612,1.38,0.89,-0.49
"8478402","EDM",56,1029,910,66,66,16,22,9,32,4,416,88,46,24,23,54,59557,10173,3829,53.1,3.99,3.99,2.3,14.51,3.76,0.9545,16.28,22.56,73559,1.13,2.64,1.51
"8479066","CGY",35,303,296,22,16,4,2,0,0,0,4,6,4,4,7,9,17857,240,222,50.6,4.44,3.23,1.21,0,0,1,60,64.86,18319,1.38,1.77,0.39
"8479365","EDM",47,424,479,28,36,2,3,0,0,0,16,2,11,2,9,13,29634,640,115,47,3.4,4.37,0.61,0,0,1,61.88,62.61,30389,1.07,1.54,0.47
"8479402","CGY",9,158,120,9,8,1,1,0,0,0,1,10,0,3,3,0,7649,72,338,56.8,4.24,3.77,0.94,0,0,1,0,31.95,8059,1.34,0,-1.34
"8479973","PIT",29,1340,1334,68,57,0,0,0,0,4,246,226,22,22,0,2,86167,7718,6819,50.1,2.84,2.38,0,0,2.11,0.9823,10.26,11.61,100704,0,0.07,0.07
"8480028","CGY",52,593,657,46,52,8,10,4,4,0,231,11,15,11,14,14,38977,6627,858,47.4,4.25,4.8,1.66,4.35,0,1,8.15,46.15,46462,1.08,1.08,0
"8480797","CGY",52,663,686,44,52,8,10,0,1,1,59,191,3,23,9,18,41245,2849,5978,49.1,3.84,4.54,1.57,1.26,0.6,0.9948,3.79,13.85,50072,0.65,1.29,0.64
"8480803","EDM",56,1092,917,69,74,2,24,5,21,4,408,181,45,26,15,18,63708,10108,5175,54.4,3.9,4.18,1.47,9.26,2.78,0.9779,16.03,18.09,78991,0.68,0.82,0.14
"8480831","EDM",17,232,233,12,19,0,3,0,0,0,8,38,8,9,10,2,14863,222,1170,49.9,2.91,4.6,0.73,0,0,1,129.73,27.69,16255,2.21,0.44,-1.77
"8480834","EDM",48,554,655,42,44,0,5,0,0,0,13,105,13,18,8,2,38235,394,3133,45.8,3.95,4.14,0.47,0,0,1,118.78,20.68,41762,0.69,0.17,-0.52
"8480860","CGY",48,801,906,51,67,2,8,0,0,1,16,203,6,25,21,11,52787,1681,5576,46.9,3.48,4.57,0.68,0,0.65,0.9951,12.85,16.14,60044,1.26,0.66,-0.6
"8481068","CGY",49,636,673,45,46,6,7,2,1,2,127,74,8,14,6,11,37518,4496,3469,48.6,4.32,4.41,1.25,2.4,2.08,0.973,6.41,14.53,45483,0.47,0.87,0.4
"8481167","CGY",22,259,325,19,25,1,5,0,0,0,2,40,2,9,11,8,17006,123,1297,44.3,4.02,5.29,1.27,0,0,1,58.54,24.98,18426,2.15,1.56,-0.59
"8481491","EDM",8,55,70,4,10,1,1,0,0,0,2,7,2,2,2,2,4446,71,118,44,3.24,8.1,1.62,0,0,1,101.41,61.02,4635,1.55,1.55,0
"8481617","EDM",56,802,696,71,59,17,12,1,1,2,74,68,15,16,9,9,46207,2328,2207,53.5,5.53,4.6,2.26,3.09,3.26,0.9706,23.2,26.1,50742,0.64,0.64,0
"8481692","CGY",39,1611,1678,73,67,0,0,0,0,1,297,281,17,24,2,3,104001,10052,9331,49,2.53,2.32,0,0,0.39,0.9964,6.09,9.26,123384,0.06,0.09,0.03
"8482074","CGY",46,505,519,34,38,5,5,2,2,2,123,5,8,5,11,18,32207,4789,403,49.3,3.8,4.25,1.12,3.01,17.87,0.6,6.01,44.67,37399,1.06,1.73,0.67
"8482679","CGY",51,679,726,45,51,7,11,2,7,0,226,12,17,10,16,14,41001,6562,701,48.3,3.95,4.48,1.58,4.94,0,1,9.33,51.36,48264,1.19,1.04,-0.15
"8483455","EDM",11,102,108,10,4,0,1,0,0,0,6,1,0,1,6,3,6334,379,36,48.6,5.68,2.27,0.57,0,0,1,0,100,6749,3.2,1.6,-1.6
"8483512","EDM",56,694,693,59,46,6,8,2,1,3,97,166,17,19,8,12,42893,3273,4181,50,4.95,3.86,1.18,3.3,2.58,0.9819,18.7,16.36,50347,0.57,0.86,0.29
"8483609","CGY",50,459,472,33,29,4,8,1,1,0,35,8,7,8,26,13,29343,1510,229,49.3,4.05,3.56,1.47,4.77,0,1,16.69,125.76,31082,3.01,1.51,-1.5
"8484860","CGY",29,334,450,27,38,5,6,1,4,0,86,8,8,8,1,5,22550,2720,538,42.6,4.31,6.07,1.76,6.62,0,1,10.59,53.53,25808,0.14,0.7,0.56
"8485493","EDM",10,74,83,8,3,2,0,0,1,0,42,1,4,1,5,2,5104,1045,35,47.1,5.64,2.12,1.41,3.44,0,1,13.78,102.86,6184,2.91,1.16,-1.75
"8475188","VGK",64,1077,951,78,71,4,11,0,0,0,27,260,20,15,16,13,67180,1125,7749,53.1,4.18,3.8,0.8,0,0,1,64,6.97,76054,0.76,0.62,-0.14
"8475191","VGK",46,559,506,37,47,7,7,1,0,2,34,56,10,8,3,9,33140,1300,1956,52.5,4.02,5.11,1.52,2.77,3.68,0.9643,27.69,14.72,36396,0.3,0.89,0.59
"8475913","VGK",59,814,728,68,53,11,18,9,12,4,402,115,36,10,6,17,51605,9380,3878,52.8,4.74,3.7,2.02,8.06,3.71,0.9652,13.82,9.28,64863,0.33,0.94,0.61
"8476341","LAK",25,1088,1227,36,39,0,0,0,0,1,185,170,12,18,2,0,71990,6091,5764,47,1.8,1.95,0,0,0.62,0.9941,7.09,11.24,83845,0.09,0,-0.09
"8476438","VGK",31,385,372,20,39,1,6,0,0,0,10,38,9,6,7,5,20778,566,1029,50.9,3.47,6.76,1.21,0,0,1,57.24,20.99,22373,1.13,0.8,-0.33
"8476448","VGK",21,248,285,22,15,3,5,0,0,1,23,48,5,6,4,3,17498,1380,1463,46.5,4.53,3.09,1.65,0,2.46,0.9792,13.04,14.76,20341,0.71,0.53,-0.18
"8476881","VGK",73,893,729,59,67,5,10,5,15,6,469,20,44,12,14,25,53216,11151,999,55.1,3.99,4.53,1.01,6.46,21.62,0.7,14.21,43.24,65366,0.77,1.38,0.61
"8476925","VGK",63,633,708,46,60,6,5,0,2,0,56,144,20,12,12,14,42134,2529,3927,47.2,3.93,5.13,0.94,2.85,0,1,28.47,11,48590,0.89,1.04,0.15
"8477447","VGK",66,1293,1100,88,76,9,24,2,3,2,138,169,31,10,16,8,76358,5735,5616,54,4.15,3.58,1.56,3.14,1.28,0.9882,19.46,6.41,87709,0.66,0.33,-0.33
"8477964","VGK",72,1127,1049,93,69,17,29,2,4,3,107,10,16,8,11,30,63431,5013,640,51.8,5.28,3.92,2.61,4.31,16.88,0.7,11.49,45,69084,0.57,1.56,0.99
"8478396","VGK",70,1252,1262,85,94,2,17,0,6,4,105,199,25,26,8,2,78866,3889,7593,49.8,3.88,4.29,0.87,5.55,1.9,0.9799,23.14,12.33,90348,0.32,0.08,-0.24
"8478403","VGK",66,1024,928,79,56,10,26,1,24,5,435,166,39,18,15,24,63179,10680,5499,52.5,4.5,3.19,2.05,8.43,3.27,0.9699,13.15,11.78,79358,0.68,1.09,0.41
"8478434","VGK",72,635,663,45,54,4,7,0,0,1,21,73,20,6,13,9,43629,753,2623,48.9,3.71,4.46,0.91,0,1.37,0.9863,95.62,8.23,47005,1,0.69,-0.31
"8478468","VGK",55,761,747,54,78,1,7,0,0,0,8,201,8,22,25,20,47780,391,5477,50.5,4.07,5.88,0.6,0,0,1,73.66,14.46,53648,1.68,1.34,-0.34
"8478483","VGK",72,1029,884,87,64,19,25,6,18,6,476,139,44,16,15,22,64726,11602,6071,53.8,4.84,3.56,2.45,7.45,3.56,0.9568,13.65,9.49,82399,0.66,0.96,0.3
"8478499","VGK",20,895,743,33,37,0,0,0,0,2,130,134,14,10,1,1,55411,4891,4166,54.6,2.14,2.4,0,0,1.73,0.9851,10.3,8.64,64468,0.06,0.06,0
"8479353","VGK",61,733,734,65,61,16,7,0,3,1,80,109,17,17,21,22,46301,3969,3940,50,5.05,4.74,1.79,2.72,0.91,0.9908,15.42,15.53,54210,1.39,1.46,0.07
"8480727","VGK",48,765,853,50,67,1,9,0,0,0,9,185,8,22,15,7,50285,696,6006,47.3,3.58,4.8,0.72,0,0,1,41.38,13.19,56987,0.95,0.44,-0.51
"8481527","VGK",59,819,733,58,68,2,10,0,0,0,9,27,7,12,13,10,49162,620,1411,52.8,4.25,4.98,0.88,0,0,1,40.65,30.62,51193,0.91,0.7,-0.21
"8481604","VGK",73,991,846,63,59,13,16,21,7,5,476,14,44,13,12,13,60556,11257,632,53.9,3.75,3.51,1.72,8.95,28.48,0.6429,14.07,74.05,72445,0.6,0.65,0.05
"8476914","BOS",19,748,818,43,45,0,0,0,0,2,131,109,14,12,1,3,51296,4172,4631,47.8,3.02,3.16,0,0,1.55,0.9817,12.08,9.33,60099,0.06,0.18,0.12
"8481568","CHI",50,791,955,47,81,0,10,0,0,0,10,209,7,20,6,9,52985,1238,6251,45.3,3.19,5.5,0.68,0,0,1,20.36,11.52,60474,0.36,0.54,0.18
"8481806","CHI",49,679,776,50,65,2,9,0,0,0,11,160,8,12,24,5,44061,983,5070,46.7,4.09,5.31,0.9,0,0,1,29.3,8.52,50114,1.72,0.36,-1.36
"8482821","CHI",16,603,749,30,48,0,0,0,0,1,91,123,3,13,2,0,42813,3465,4273,44.6,2.52,4.04,0,0,0.84,0.9919,3.12,10.95,50551,0.14,0,-0.14
"8475722","BUF",45,489,493,37,44,10,10,7,3,4,306,5,24,4,11,16,32031,7144,330,49.8,4.16,4.95,2.25,5.04,43.64,0.2,12.09,43.64,39505,1,1.46,0.46
"8477419","BUF",3,10,17,0,3,0,0,0,0,0,0,0,0,0,1,0,749,5,4,37,0,14.42,0,0,0,NA,0,0,758,4.75,0,-4.75
"8477949","BUF",55,798,767,63,64,10,16,2,1,4,157,237,16,29,25,17,49020,6019,6594,51,4.63,4.7,1.91,1.79,2.18,0.9831,9.57,15.83,61633,1.46,0.99,-0.47
"8479312","BUF",30,1167,1143,55,53,0,0,0,1,1,215,245,12,16,2,4,73936,7312,6940,50.5,2.68,2.58,0,0.49,0.52,0.9959,5.91,8.3,88188,0.08,0.16,0.08
"8479359","BUF",58,458,504,42,41,2,3,0,0,0,22,187,21,13,13,25,30786,859,5966,47.6,4.91,4.79,0.58,0,0,1,88.01,7.84,37611,1.24,2.39,1.15
"8479420","BUF",58,858,832,69,67,21,9,6,18,4,408,20,35,16,19,27,53561,9894,1352,50.8,4.64,4.5,2.02,8.73,10.65,0.8,12.73,42.6,64807,1.06,1.5,0.44
"8479941","BUF",3,23,32,0,2,0,0,0,0,0,0,19,0,0,1,0,1891,55,336,41.8,0,3.81,0,0,0,1,0,0,2282,1.58,0,-1.58
"8479982","BUF",28,323,455,18,37,0,6,0,0,0,10,203,9,19,13,9,24359,403,4757,41.5,2.66,5.47,0.89,0,0,1,80.4,14.38,29519,1.59,1.1,-0.49
"8480064","BUF",41,526,439,54,25,3,9,2,7,4,245,13,19,10,12,13,31829,5702,448,54.5,6.11,2.83,1.36,5.68,32.14,0.6923,12,80.36,37979,1.14,1.23,0.09
"8480196","BUF",31,284,318,19,34,0,4,0,0,0,4,30,4,6,5,4,19065,81,802,47.2,3.59,6.42,0.76,0,0,1,177.78,26.93,19948,0.9,0.72,-0.18
"8480802","BUF",58,697,675,58,65,4,18,1,5,4,143,239,21,24,9,7,45281,6212,6180,50.8,4.61,5.17,1.75,3.48,2.33,0.9833,12.17,13.98,57673,0.56,0.44,-0.12
"8480807","BUF",56,943,1033,74,68,8,14,0,0,0,20,337,19,31,15,13,64350,1029,8381,47.7,4.14,3.8,1.23,0,0,1,66.47,13.32,73760,0.73,0.63,-0.1
"8480839","BUF",56,1038,939,81,71,9,27,6,11,3,382,65,34,22,38,29,64245,9482,2952,52.5,4.54,3.98,2.02,6.45,3.66,0.9538,12.91,26.83,76679,1.78,1.36,-0.42
"8481522","BUF",58,716,746,58,52,6,12,0,1,0,21,32,16,9,23,29,44817,1029,1183,49,4.66,4.18,1.45,3.5,0,1,55.98,27.39,47029,1.76,2.22,0.46
