"player_id","team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","ev_goals","ev_assists","pp_goals","pp_assists","pk_ga","pp_shots","pk_shots_against","pp_gf_onice","pk_ga_onice","pen_taken","pen_drawn","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","ev_points_per60","pp_points_per60","pk_ga_per60","pk_save_pct","pp_gf_onice_per60","pk_ga_onice_per60","toi_all_tracked_sec","pen_taken_per60","pen_drawn_per60","penalty_diff_per60"
"8481524","BUF",58,1034,979,77,82,4,14,1,4,4,153,150,22,24,24,17,63614,6536,5117,51.4,4.36,4.64,1.02,2.75,2.81,0.9733,12.12,16.88,75267,1.15,0.81,-0.34
"8481564","BUF",2,20,26,0,2,0,0,0,0,0,0,0,0,0,1,0,1204,0,82,43.5,0,5.98,0,NA,0,NA,NA,0,1286,2.8,0,-2.8
"8482097","BUF",58,687,723,56,54,7,15,5,6,3,239,13,24,5,9,12,43870,7665,738,48.7,4.6,4.43,1.81,5.17,14.63,0.7692,11.27,24.39,52273,0.62,0.83,0.21
"8482659","BUF",58,742,655,68,45,10,14,6,8,3,293,12,29,12,14,25,45259,8042,603,53.1,5.41,3.58,1.91,6.27,17.91,0.75,12.98,71.64,53904,0.93,1.67,0.74
"8483468","BUF",6,82,98,4,7,1,1,0,0,0,15,1,0,1,2,4,4601,671,138,45.6,3.13,5.48,1.56,0,0,1,0,26.09,5410,1.33,2.66,1.33
"8474141","DET",41,604,576,43,41,11,14,0,16,1,278,7,27,7,8,5,35507,6159,402,51.2,4.36,4.16,2.53,9.35,8.96,0.8571,15.78,62.69,42068,0.68,0.43,-0.25
"8474612","DET",9,109,131,3,6,0,0,0,0,0,1,26,1,3,7,1,7002,81,583,45.4,1.54,3.08,0,0,0,1,44.44,18.52,7666,3.29,0.47,-2.82
"8475279","DET",51,842,1014,48,78,1,6,0,0,0,19,216,18,18,29,10,54364,1231,5225,45.4,3.18,5.17,0.46,0,0,1,52.64,12.4,60820,1.72,0.59,-1.13
"8475660","DET",21,787,780,31,41,0,0,0,0,0,189,114,13,10,0,1,49802,5337,3407,50.2,2.24,2.96,0,0,0,1,8.77,10.57,58546,0,0.06,0.06
"8476434","DET",37,1524,1686,60,69,0,0,0,0,1,280,287,26,18,2,4,100660,8780,8182,47.5,2.15,2.47,0,0,0.44,0.9965,10.66,7.92,117622,0.06,0.12,0.06
"8477429","DET",48,642,633,43,52,3,16,1,3,0,116,151,18,13,12,13,38180,4395,3795,50.4,4.05,4.9,1.79,3.28,0,1,14.74,12.33,46370,0.93,1.01,0.08
"8477456","DET",51,658,729,42,56,5,9,0,1,0,77,183,17,12,11,22,40332,2659,3908,47.4,3.75,5,1.25,1.35,0,1,23.02,11.05,46899,0.84,1.69,0.85
"8477946","DET",44,596,619,39,52,3,10,10,5,1,297,124,29,12,19,24,39922,6235,3489,49.1,3.52,4.69,1.17,8.66,1.03,0.9919,16.74,12.38,49646,1.38,1.74,0.36
"8478891","DET",35,350,424,22,37,4,0,0,0,0,12,85,12,8,12,13,24000,923,2255,45.2,3.3,5.55,0.6,0,0,1,46.8,12.77,27178,1.59,1.72,0.13
"8479337","DET",51,768,734,52,57,12,20,11,6,1,352,13,32,11,7,12,45205,7526,764,51.1,4.14,4.54,2.55,8.13,4.71,0.9231,15.31,51.83,53495,0.47,0.81,0.34
"8479992","DET",39,361,481,26,39,2,5,0,0,1,24,97,16,5,4,6,24510,1247,2462,42.9,3.82,5.73,1.03,0,1.46,0.9897,46.19,7.31,28219,0.51,0.77,0.26
"8481542","DET",51,1004,893,59,77,5,13,3,16,1,336,151,34,18,26,20,61584,8150,4412,52.9,3.45,4.5,1.05,8.39,0.82,0.9934,15.02,14.69,74146,1.26,0.97,-0.29
"8481607","DET",51,635,772,30,56,1,6,0,0,0,19,114,3,16,8,15,41381,1010,3923,45.1,2.61,4.87,0.61,0,0,1,10.69,14.68,46314,0.62,1.17,0.55
"8481725","PIT",44,422,487,38,40,7,6,0,0,1,21,14,10,4,9,16,27777,1078,258,46.4,4.92,5.18,1.68,0,13.95,0.9286,33.4,55.81,29113,1.11,1.98,0.87
"8482078","DET",51,694,713,49,65,6,14,6,14,1,336,22,31,10,11,26,45802,7420,1268,49.3,3.85,5.11,1.57,9.7,2.84,0.9545,15.04,28.39,54490,0.73,1.72,0.99
"8482487","MTL",40,1620,1949,77,74,0,0,0,1,2,300,326,26,25,5,10,115241,10385,10547,45.4,2.41,2.31,0,0.35,0.68,0.9939,9.01,8.53,136173,0.13,0.26,0.13
"8482762","DET",48,948,848,55,67,3,10,0,1,0,29,138,17,17,29,15,55529,1623,4155,52.8,3.57,4.34,0.84,2.22,0,1,37.71,14.73,61307,1.7,0.88,-0.82
"8483464","DET",50,557,591,36,50,5,5,0,1,1,60,76,9,13,9,13,33589,2333,2580,48.5,3.86,5.36,1.07,1.54,1.4,0.9868,13.89,18.14,38502,0.84,1.22,0.38
"8484223","DET",37,506,528,28,49,4,6,1,4,1,112,17,11,2,9,5,30246,4041,685,48.9,3.33,5.83,1.19,4.45,5.26,0.9412,9.8,10.51,34972,0.93,0.51,-0.42
"8484471","DET",51,669,683,47,59,5,7,3,3,1,115,80,19,9,3,22,40667,4264,2758,49.5,4.16,5.22,1.06,5.07,1.31,0.9875,16.04,11.75,47689,0.23,1.66,1.43
"8484794","DET",9,120,94,6,12,0,1,0,0,0,12,1,2,1,1,2,5858,614,5,56.1,3.69,7.37,0.61,0,0,1,11.73,720,6477,0.56,1.11,0.55
"8473512","OTT",49,586,488,50,46,4,10,1,7,2,162,111,19,12,11,14,35369,5644,2748,54.6,5.09,4.68,1.42,5.1,2.62,0.982,12.12,15.72,43761,0.9,1.15,0.25
"8474102","OTT",38,401,371,37,38,9,3,1,2,0,116,12,14,11,15,14,25960,3944,362,51.9,5.13,5.27,1.66,2.74,0,1,12.78,109.39,30266,1.78,1.67,-0.11
"8474151","TBL",36,541,514,46,40,5,10,0,0,0,16,214,8,17,5,8,34294,1078,5314,51.3,4.83,4.2,1.57,0,0,1,26.72,11.52,40686,0.44,0.71,0.27
"8474189","OTT",38,321,342,35,23,3,6,0,0,0,22,56,6,10,6,8,21162,654,1938,48.4,5.95,3.91,1.53,0,0,1,33.03,18.58,23754,0.91,1.21,0.3
"8475167","TBL",22,299,297,26,26,0,5,0,2,0,52,54,7,13,5,7,18038,1905,2861,50.2,5.19,5.19,1,3.78,0,1,13.23,16.36,22804,0.79,1.11,0.32
"8475324","OTT",31,430,472,32,38,2,6,0,0,0,10,42,8,12,6,3,28797,384,1835,47.7,4,4.75,1,0,0,1,75,23.54,31016,0.7,0.35,-0.35
"8476393","OTT",49,530,496,48,35,4,10,0,0,0,25,6,24,6,27,21,32062,1217,294,51.7,5.39,3.93,1.57,0,0,1,70.99,73.47,33573,2.9,2.25,-0.65
"8476453","TBL",48,816,649,77,52,16,25,5,18,3,308,15,29,14,24,30,44824,8829,1189,55.7,6.18,4.18,3.29,9.38,9.08,0.8,11.82,42.39,54842,1.58,1.97,0.39
"8476826","TBL",52,656,577,48,43,5,8,0,0,0,24,143,12,18,26,23,41929,1600,6077,53.2,4.12,3.69,1.12,0,0,1,27,10.66,49606,1.89,1.67,-0.22
"8476883","TBL",36,1645,1465,77,70,0,1,0,0,1,261,306,23,19,2,1,103797,9492,11574,52.9,2.67,2.43,0.03,0,0.31,0.9967,8.72,5.91,124863,0.06,0.03,-0.03
"8476999","OTT",33,1528,1334,66,59,0,1,0,0,0,260,225,26,19,1,1,92858,8842,8090,53.4,2.56,2.29,0.04,0,0,1,10.59,8.45,109790,0.03,0.03,0
"8477073","OTT",13,30,60,5,5,0,1,0,0,0,0,0,0,0,4,2,2922,9,1,33.3,6.16,6.16,1.23,0,0,NA,0,0,2932,4.91,2.46,-2.45
"8477404","TBL",52,760,666,74,63,15,17,4,14,3,323,144,28,22,22,29,46036,9061,4819,53.3,5.79,4.93,2.5,7.15,2.24,0.9792,11.12,16.43,59916,1.32,1.74,0.42
"8477416","TBL",50,482,491,38,45,2,10,8,1,3,210,5,22,5,8,14,32165,6320,250,49.5,4.25,5.04,1.34,5.13,43.2,0.4,12.53,72,38735,0.74,1.3,0.56
"8478010","TBL",44,627,583,66,52,9,18,4,4,3,221,13,19,13,8,13,37992,6717,1044,51.8,6.25,4.93,2.56,4.29,10.34,0.7692,10.18,44.83,45753,0.63,1.02,0.39
"8478020","OTT",49,662,664,60,49,10,8,0,0,0,34,93,28,11,10,20,41610,1344,3893,49.9,5.19,4.24,1.56,0,0,1,75,10.17,46847,0.77,1.54,0.77
"8478178","TBL",45,915,662,69,55,6,17,5,10,3,274,61,26,11,24,7,48592,7874,3171,58,5.11,4.07,1.7,6.86,3.41,0.9508,11.89,12.49,59637,1.45,0.42,-1.03
"8478416","TBL",37,466,470,42,41,3,4,0,0,0,12,201,9,16,22,5,32575,877,4694,49.8,4.64,4.53,0.77,0,0,1,36.94,12.27,38146,2.08,0.47,-1.61
"8478469","OTT",31,568,507,41,40,1,6,0,2,0,150,85,15,14,11,7,33961,4640,3418,52.8,4.35,4.24,0.74,1.55,0,1,11.64,14.75,42019,0.94,0.6,-0.34
"8478519","TBL",46,674,530,61,43,10,9,0,1,1,75,239,9,17,15,14,36156,2812,6072,56,6.07,4.28,1.89,1.28,0.59,0.9958,11.52,10.08,45040,1.2,1.12,-0.08
"8479542","TBL",41,743,508,54,38,9,15,2,5,1,155,175,18,13,27,32,36568,4620,4457,59.4,5.32,3.74,2.36,5.45,0.81,0.9943,14.03,10.5,45645,2.13,2.52,0.39
"8480188","OTT",50,605,496,41,41,6,8,4,2,1,101,12,14,6,8,17,33886,3504,516,55,4.36,4.36,1.49,6.16,6.98,0.9167,14.38,41.86,37906,0.76,1.61,0.85
"8480801","OTT",44,702,484,40,49,8,14,4,14,0,251,14,30,10,22,27,35817,6377,616,59.2,4.02,4.93,2.21,10.16,0,1,16.94,58.44,42810,1.85,2.27,0.42
"8480876","TBL",30,182,178,11,19,1,1,0,0,0,4,8,4,7,9,4,12396,100,152,50.6,3.19,5.52,0.58,0,0,1,144,165.79,12648,2.56,1.14,-1.42
"8480995","TBL",46,564,457,44,34,8,5,0,0,0,22,19,12,5,13,26,33807,1198,799,55.2,4.69,3.62,1.38,0,0,1,36.06,22.53,35804,1.31,2.61,1.3
"8481528","OTT",49,695,540,45,53,8,9,8,11,2,273,21,35,13,22,23,39627,6973,944,56.3,4.09,4.81,1.54,9.81,7.63,0.9048,18.07,49.58,47544,1.67,1.74,0.07
"8481596","OTT",39,494,490,50,41,6,10,4,0,2,123,141,20,11,22,19,31509,4382,4534,50.2,5.71,4.68,1.83,3.29,1.59,0.9858,16.43,8.73,40425,1.96,1.69,-0.27
"8481719","TBL",24,320,294,20,24,1,6,0,0,0,5,52,5,14,11,5,19832,251,2059,52.1,3.63,4.36,1.27,0,0,1,71.71,24.48,22142,1.79,0.81,-0.98
"8482070","TBL",8,65,51,5,5,0,0,0,0,1,3,3,0,3,2,2,3894,344,119,56,4.62,4.62,0,0,30.25,0.6667,0,90.76,4357,1.65,1.65,0
"8482092","OTT",49,659,584,51,51,5,14,0,0,1,53,150,10,19,24,35,39469,2662,5206,53,4.65,4.65,1.73,0,0.69,0.9933,13.52,13.14,47337,1.83,2.66,0.83
"8482105","OTT",35,682,514,40,41,4,5,3,9,0,204,166,33,17,5,11,38818,5476,4782,57,3.71,3.8,0.83,7.89,0,1,21.69,12.8,49076,0.37,0.81,0.44
"8482116","OTT",48,734,577,50,51,10,14,7,12,0,287,132,32,15,17,36,42410,7557,4776,56,4.24,4.33,2.04,9.05,0,1,15.24,11.31,54743,1.12,2.37,1.25
"8482131","FLA",29,403,437,29,49,0,5,0,0,0,1,53,1,16,14,6,26091,206,1752,48,4,6.76,0.69,0,0,1,17.48,32.88,28049,1.8,0.77,-1.03
"8482201","TBL",44,527,450,61,38,6,14,0,1,1,63,29,7,6,13,15,31383,2842,1170,53.9,7,4.36,2.29,1.27,3.08,0.9655,8.87,18.46,35395,1.32,1.53,0.21
"8482245","OTT",48,807,733,54,54,2,15,0,0,0,20,224,14,20,26,6,50235,1622,6673,52.4,3.87,3.87,1.22,0,0,1,31.07,10.79,58530,1.6,0.37,-1.23
"8482929","TBL",31,452,433,34,36,3,5,0,0,0,8,94,5,14,25,17,27898,361,3330,51.1,4.39,4.65,1.03,0,0,1,49.86,15.14,31589,2.85,1.94,-0.91
"8483447","TBL",12,97,123,9,10,1,1,0,0,0,1,4,1,4,5,2,6445,66,72,44.1,5.03,5.59,1.12,0,0,1,54.55,200,6583,2.73,1.09,-1.64
"8484321","OTT",36,412,494,24,40,0,0,0,0,0,8,109,8,11,9,6,29700,200,3387,45.5,2.91,4.85,0,0,0,1,144,11.69,33287,0.97,0.65,-0.32
"8475235","PHI",19,128,141,8,10,0,2,0,0,0,1,5,1,2,6,1,9460,47,177,47.6,3.04,3.81,0.76,0,0,1,76.6,40.68,9684,2.23,0.37,-1.86
"8476372","PHI",57,760,800,38,58,2,1,0,0,0,4,196,3,24,18,14,50019,563,7012,48.7,2.73,4.17,0.22,0,0,1,19.18,12.32,57594,1.13,0.88,-0.25
"8476461","PHI",55,622,657,42,40,9,8,0,0,2,82,239,11,29,19,13,43083,2875,6314,48.6,3.51,3.34,1.42,0,1.14,0.9916,13.77,16.53,52272,1.31,0.9,-0.41
"8477903","PHI",43,277,360,26,19,0,1,0,0,0,9,97,5,5,24,21,23372,645,3134,43.5,4,2.93,0.15,0,0,1,27.91,5.74,27151,3.18,2.78,-0.4
"8477948","PHI",58,978,1010,68,67,5,15,1,2,2,92,340,13,30,13,20,66960,4327,9049,49.2,3.66,3.6,1.08,2.5,0.8,0.9941,10.82,11.94,80336,0.58,0.9,0.32
"8477989","PHI",57,713,799,52,52,10,9,1,1,3,169,190,9,26,15,15,48516,6055,5499,47.2,3.86,3.86,1.41,1.19,1.96,0.9842,5.35,17.02,60070,0.9,0.9,0
"8478435","PHI",40,1490,1758,67,62,0,0,0,0,4,305,313,12,27,3,3,115213,11020,10423,45.9,2.09,1.94,0,0,1.38,0.9872,3.92,9.33,136656,0.08,0.08,0
"8478439","PHI",56,748,830,49,52,13,13,2,10,4,261,82,17,17,30,34,49292,8213,2828,47.4,3.58,3.8,1.9,5.26,5.09,0.9512,7.45,21.64,60333,1.79,2.03,0.24
"8478454","PHI",34,329,383,26,32,1,5,0,0,0,1,78,1,15,5,5,24063,130,2802,46.2,3.89,4.79,0.9,0,0,1,27.69,19.27,26995,0.67,0.67,0
"8479022","PHI",23,171,232,15,15,1,4,0,0,0,2,43,2,7,6,5,12879,193,1346,42.4,4.19,4.19,1.4,0,0,1,37.31,18.72,14418,1.5,1.25,-0.25
"8480015","PHI",54,678,664,47,50,12,12,2,1,3,193,44,12,12,11,25,43471,5941,1921,50.5,3.89,4.14,1.99,1.82,5.62,0.9318,7.27,22.49,51333,0.77,1.75,0.98
"8480220","PHI",57,571,592,54,53,7,15,2,2,4,181,146,13,14,12,13,41475,5604,4961,49.1,4.69,4.6,1.91,2.57,2.9,0.9726,8.35,10.16,52040,0.83,0.9,0.07
"8480874","PHI",3,31,44,2,2,0,0,0,0,0,0,20,0,1,0,0,2537,11,478,41.3,2.84,2.84,0,0,0,1,0,7.53,3026,0,0,0
"8481178","CBJ",18,199,196,14,18,0,2,0,0,0,1,18,1,2,2,0,12367,64,578,50.4,4.08,5.24,0.58,0,0,1,56.25,12.46,13009,0.55,0,-0.55
"8481533","PHI",58,810,802,55,51,8,19,6,7,4,287,18,19,15,29,21,52551,7879,1190,50.2,3.77,3.49,1.85,5.94,12.1,0.7778,8.68,45.38,61620,1.69,1.23,-0.46
"8481553","PHI",45,519,514,41,35,8,6,1,3,2,156,9,11,8,13,14,34975,4283,496,50.2,4.22,3.6,1.44,3.36,14.52,0.7778,9.25,58.06,39754,1.18,1.27,0.09
"8482142","PHI",58,875,1055,54,74,0,9,2,6,4,244,37,17,26,14,8,63760,7106,1631,45.3,3.05,4.18,0.51,4.05,8.83,0.8919,8.61,57.39,72497,0.7,0.4,-0.3
"8482159","PHI",22,225,274,24,22,6,2,0,1,3,87,46,5,4,9,4,17975,2380,1685,45.1,4.81,4.41,1.6,1.51,6.41,0.9348,7.56,8.55,22040,1.47,0.65,-0.82
"8484387","PHI",57,616,629,49,50,5,16,1,5,4,185,15,11,15,35,20,40145,6438,645,49.5,4.39,4.48,1.88,3.36,22.33,0.7333,6.15,83.72,47228,2.67,1.52,-1.15
"8475151","NYI",9,110,110,5,11,2,2,0,3,0,77,28,4,2,4,4,7320,1586,1022,50,2.46,5.41,1.97,6.81,0,1,9.08,7.05,9928,1.45,1.45,0
"8475231","NYI",52,503,470,28,39,4,3,0,0,0,12,156,6,12,10,4,31187,992,4317,51.7,3.23,4.5,0.81,0,0,1,21.77,10.01,36496,0.99,0.39,-0.6
"8475314","NYI",52,755,685,42,45,4,15,4,2,5,120,2,14,2,12,15,39035,5293,625,52.4,3.87,4.15,1.75,4.08,28.8,-1.5,9.52,11.52,44953,0.96,1.2,0.24
"8476419","NYI",48,567,626,37,60,7,7,0,1,4,27,231,11,18,2,4,34723,1973,5573,47.5,3.84,6.22,1.45,1.82,2.58,0.9827,20.07,11.63,42269,0.17,0.34,0.17
"8476429","NYI",50,624,710,37,67,1,8,0,0,0,8,124,3,15,24,21,41398,420,4919,46.8,3.22,5.83,0.78,0,0,1,25.71,10.98,46737,1.85,1.62,-0.23
"8476917","NYI",52,959,869,42,70,2,6,0,0,0,24,240,17,20,25,13,54536,2136,5810,52.5,2.77,4.62,0.53,0,0,1,28.65,12.39,62482,1.44,0.75,-0.69
"8477407","NYI",35,363,442,26,30,3,5,3,1,1,90,7,12,7,6,6,23153,2387,375,45.1,4.04,4.66,1.24,6.03,9.6,0.8571,18.1,67.2,25915,0.83,0.83,0
"8477465","EDM",21,862,912,45,43,0,0,0,1,1,170,163,20,18,0,1,55690,4753,4883,48.6,2.91,2.78,0,0.76,0.74,0.9939,15.15,13.27,65326,0,0.06,0.06
"8477494","NYI",35,431,465,23,31,2,5,1,3,2,153,6,9,6,2,9,27706,4321,391,48.1,2.99,4.03,0.91,3.33,18.41,0.6667,7.5,55.24,32418,0.22,1,0.78
"8477500","NYI",44,653,646,37,50,10,8,3,7,2,258,156,16,16,13,11,38894,7037,4719,50.3,3.42,4.63,1.67,5.12,1.53,0.9872,8.19,12.21,50650,0.92,0.78,-0.14
"8477506","NYI",48,748,896,43,60,3,10,0,0,2,18,275,11,19,8,2,48297,1331,6575,45.5,3.21,4.47,0.97,0,1.1,0.9927,29.75,10.4,56203,0.51,0.13,-0.38
"8477950","NYI",46,836,752,42,55,3,9,0,6,3,114,9,15,9,14,6,45904,4307,810,52.6,3.29,4.31,0.94,5.02,13.33,0.6667,12.54,40,51021,0.99,0.42,-0.57
"8478009","NYI",36,1591,1682,59,75,0,0,0,0,4,278,272,20,17,2,1,102628,9942,8043,48.6,2.07,2.63,0,0,1.79,0.9853,7.24,7.61,120613,0.06,0.03,-0.03
"8478445","NYI",52,846,794,45,51,7,14,1,11,4,299,7,21,7,18,30,49118,8261,1012,51.6,3.3,3.74,1.54,5.23,14.23,0.4286,9.15,24.9,58391,1.11,1.85,0.74
"8480842","PIT",6,63,77,4,7,0,1,0,0,0,1,13,0,0,1,3,3786,136,394,45,3.8,6.66,0.95,0,0,1,0,0,4316,0.83,2.5,1.67
"8481014","NYI",8,120,153,7,17,0,0,0,0,0,2,34,2,3,3,3,7619,102,1301,44,3.31,8.03,0,0,0,1,70.59,8.3,9022,1.2,1.2,0
"8481601","NYI",51,634,672,47,54,8,12,1,1,4,102,188,14,13,8,20,38500,4729,5151,48.5,4.39,5.05,1.87,1.52,2.8,0.9787,10.66,9.09,48380,0.6,1.49,0.89
"8482476","NYI",52,733,751,36,54,10,2,2,0,5,144,51,15,11,9,14,42155,4933,1888,49.4,3.07,4.61,1.02,1.46,9.53,0.902,10.95,20.97,48976,0.66,1.03,0.37
"8484958","NJD",31,248,228,16,25,1,1,0,0,0,3,4,1,4,3,5,15952,305,131,52.1,3.61,5.64,0.45,0,0,1,11.8,109.92,16388,0.66,1.1,0.44
"8485366","NYI",52,1012,1031,58,73,3,15,6,3,3,275,120,19,15,19,38,60171,7990,4065,49.5,3.47,4.37,1.08,4.06,2.66,0.975,8.56,13.28,72226,0.95,1.89,0.94
"8485702","NYI",25,263,331,19,28,3,4,0,3,1,61,2,9,2,1,5,17475,2017,122,44.3,3.91,5.77,1.44,5.35,29.51,0.5,16.06,59.02,19614,0.18,0.92,0.74
"8473533","CAR",62,899,615,51,62,12,10,7,0,0,184,195,28,18,11,17,50601,3185,5324,59.4,3.63,4.41,1.57,7.91,0,1,31.65,12.17,59110,0.67,1.04,0.37
"8474149","NJD",12,102,134,3,8,1,0,0,0,0,11,1,2,1,1,4,6993,407,17,43.2,1.54,4.12,0.51,0,0,1,17.69,211.76,7417,0.49,1.94,1.45
"8474593","NJD",27,1200,1143,40,54,0,0,0,1,1,189,160,10,15,4,3,75824,6394,5581,51.2,1.9,2.56,0,0.56,0.65,0.9938,5.63,9.68,87799,0.16,0.12,-0.04
"8475455","NJD",48,704,741,40,58,0,6,0,0,0,8,180,7,22,26,8,46128,493,4696,48.7,3.12,4.53,0.47,0,0,1,51.12,16.87,51317,1.82,0.56,-1.26
"8475791","CAR",64,1012,688,75,55,13,21,3,2,1,198,18,23,15,24,32,48075,6961,999,59.5,5.62,4.12,2.55,2.59,3.6,0.9444,11.89,54.05,56035,1.54,2.06,0.52
"8475883","CAR",32,1772,1250,81,67,0,0,0,0,0,313,225,18,17,3,6,94083,9342,9155,58.6,3.1,2.56,0,0,0,1,6.94,6.68,112580,0.1,0.19,0.09
"8476292","NYI",46,489,533,29,55,0,3,0,1,1,79,19,9,8,6,15,31833,2568,880,47.8,3.28,6.22,0.34,1.4,4.09,0.9474,12.62,32.73,35281,0.61,1.53,0.92
"8476462","NJD",47,885,766,45,68,3,6,2,4,1,164,100,15,19,24,6,50619,4643,3882,53.6,3.2,4.84,0.64,4.65,0.93,0.99,11.63,17.62,59144,1.46,0.37,-1.09
"8476822","PHI",49,341,483,27,18,2,4,0,0,0,12,176,10,17,7,3,28214,570,3957,41.4,3.45,2.3,0.77,0,0,1,63.16,15.47,32741,0.77,0.33,-0.44
"8476906","CAR",48,834,542,63,45,7,13,2,17,0,315,11,27,6,8,14,43016,7644,804,60.6,5.27,3.77,1.67,8.95,0,1,12.72,26.87,51464,0.56,0.98,0.42
"8476921","CAR",61,883,563,54,64,5,11,0,0,0,24,179,21,16,22,19,46894,1033,5019,61.1,4.15,4.91,1.23,0,0,1,73.18,11.48,52946,1.5,1.29,-0.21
"8476958","CAR",46,872,658,56,57,0,7,0,0,0,20,180,14,18,2,3,49137,944,6271,57,4.1,4.18,0.51,0,0,1,53.39,10.33,56352,0.13,0.19,0.06
"8477015","NJD",45,642,573,44,51,7,13,3,2,1,152,113,14,14,6,8,41023,3939,3742,52.8,3.86,4.48,1.76,4.57,0.96,0.9912,12.8,13.47,48704,0.44,0.59,0.15
"8477478","CAR",61,665,479,51,51,4,11,0,0,0,21,9,17,6,9,17,36383,990,346,58.1,5.05,5.05,1.48,0,0,1,61.82,62.43,37719,0.86,1.62,0.76
"8477488","NJD",17,304,307,8,16,1,1,0,0,0,5,78,5,5,3,6,19857,339,1932,49.8,1.45,2.9,0.36,0,0,1,53.1,9.32,22128,0.49,0.98,0.49
"8477940","CAR",66,1022,664,67,60,15,18,9,16,0,358,8,39,5,10,20,52656,10829,419,60.6,4.58,4.1,2.26,8.31,0,1,12.97,42.96,63904,0.56,1.13,0.57
"8478399","NJD",48,816,779,43,69,0,8,0,0,0,6,131,5,22,14,3,49685,601,4579,51.2,3.12,5,0.58,0,0,1,29.95,17.3,54865,0.92,0.2,-0.72
"8478414","NJD",43,778,660,41,55,8,9,2,0,1,128,15,8,5,11,15,41044,4215,663,54.1,3.6,4.82,1.49,1.71,5.43,0.9333,6.83,27.15,45922,0.86,1.18,0.32
"8478427","CAR",63,1039,681,70,62,10,19,5,18,0,414,138,43,16,23,24,54066,9950,6173,60.4,4.66,4.13,1.93,8.32,0,1,15.56,9.33,70189,1.18,1.23,0.05
"8478970","CAR",61,1207,905,74,75,1,10,0,0,0,30,206,19,17,15,9,64660,1482,6937,57.1,4.12,4.18,0.61,0,0,1,46.15,8.82,73079,0.74,0.44,-0.3
"8479407","NJD",48,784,637,42,55,8,14,3,6,1,249,65,18,14,6,14,42728,6182,2647,55.2,3.54,4.63,1.85,5.24,1.36,0.9846,10.48,19.04,51557,0.42,0.98,0.56
"8479996","NJD",44,520,507,37,42,10,3,0,1,0,39,55,13,14,12,14,34017,1588,2072,50.6,3.92,4.44,1.38,2.27,0,1,29.47,24.32,37677,1.15,1.34,0.19
"8480002","NJD",48,820,685,41,53,6,11,6,8,1,249,134,18,15,12,19,46351,6458,3739,54.5,3.18,4.12,1.32,7.8,0.96,0.9925,10.03,14.44,56548,0.76,1.21,0.45
"8480336","CAR",65,1450,939,83,91,5,14,0,1,1,61,179,23,19,35,16,71290,2780,7336,60.7,4.19,4.6,0.96,1.29,0.49,0.9944,29.78,9.32,81406,1.55,0.71,-0.84
"8480762","CAR",59,667,488,59,44,12,6,0,0,0,14,86,13,14,7,9,35204,425,3645,57.7,6.03,4.5,1.84,0,0,1,110.12,13.83,39274,0.64,0.82,0.18
"8480817","CAR",60,1372,883,82,83,4,13,1,1,1,110,141,22,17,33,18,68495,4014,6079,60.8,4.31,4.36,0.89,1.79,0.59,0.9929,19.73,10.07,78588,1.51,0.82,-0.69
"8480829","CAR",26,297,235,25,20,0,5,0,0,1,17,12,6,5,4,9,16912,761,407,55.8,5.32,4.26,1.06,0,8.85,0.9167,28.38,44.23,18080,0.8,1.79,0.99
"8480830","CAR",63,1049,678,73,63,14,12,10,14,0,397,4,41,2,45,26,51374,9434,309,60.7,5.12,4.41,1.82,9.16,0,1,15.65,23.3,61117,2.65,1.53,-1.12
"8481032","NJD",48,378,499,16,43,3,2,0,1,0,24,12,8,9,7,17,28114,1074,405,43.1,2.05,5.51,0.64,3.35,0,1,26.82,80,29593,0.85,2.07,1.22
"8481559","NJD",35,662,565,39,46,12,9,2,9,1,171,30,16,9,5,16,37490,4509,1806,54,3.74,4.42,2.02,8.78,1.99,0.9667,12.77,17.94,43805,0.41,1.31,0.9
"8481721","NJD",32,450,395,27,33,6,7,1,2,1,84,7,11,7,13,10,27061,2161,448,53.3,3.59,4.39,1.73,5,8.04,0.8571,18.32,56.25,29670,1.58,1.21,-0.37
"8482093","CAR",57,874,606,57,52,12,11,4,12,0,378,125,35,13,9,23,46918,8888,5189,59.1,4.37,3.99,1.76,6.48,0,1,14.18,9.02,60995,0.53,1.36,0.83
"8482100","CAR",64,1114,726,72,63,2,11,4,5,0,168,93,28,16,15,11,55078,5604,3850,60.5,4.71,4.12,0.85,5.78,0,1,17.99,14.96,64532,0.84,0.61,-0.23
"8482110","NJD",48,753,664,38,50,3,10,2,1,1,129,134,10,17,9,12,43640,4027,3598,53.1,3.13,4.12,1.07,2.68,1,0.9925,8.94,17.01,51265,0.63,0.84,0.21
"8482684","NJD",41,847,738,36,50,4,9,0,7,1,153,77,18,18,16,10,48022,4638,2971,53.4,2.7,3.75,0.97,5.43,1.21,0.987,13.97,21.81,55631,1.04,0.65,-0.39
"8482702","CAR",65,1117,719,83,56,14,15,4,4,1,193,15,24,12,13,22,52676,6935,1530,60.8,5.67,3.83,1.98,4.15,2.35,0.9333,12.46,28.24,61141,0.77,1.3,0.53
