"game_id","stint_start","stint_end","duration_sec","home_players","away_players","shots_home","shots_away","home_abbrev","away_abbrev"
"2025020588",2509,2535,26,"8476419;8476429;8476917;8478445;8479496","8476389;8478048;8478882;8482073;8484210",0,0,"NYI","NYR"
"2025020590",2507,2531,24,"8475690;8476931;8477503;8479318;8479361","8480188;8482105;8482116;8482245;8482447",0,0,"TOR","OTT"
"2025020592",1051,1080,29,"8474596;8476462;8478399;8478414;8480002","8478440;8478911;8479345;8480313;8481656",0,0,"NJD","WSH"
"2025020593",1683,1685,2,"8476906;8478427;8478970;8482809;8483548","8476434;8477946;8481542;8482078;8482762",0,0,"CAR","DET"
"2025020597",1862,1885,23,"8476341;8476441;8479675;8482124;8482730","8478873;8480843;8482178;8482803;8484153",0,0,"LAK","ANA"
"2025020598",723,756,33,"8474150;8476399;8478397;8480860;8481692","8475218;8477934;8478402;8478971;8480803",0,0,"CGY","EDM"
"2025020598",756,768,12,"8474150;8478397;8480860;8481068;8481692","8475218;8477934;8478402;8478971;8480803",0,0,"CGY","EDM"
"2025020598",768,769,1,"8474150;8477346;8480860;8481068;8481692","8475218;8477934;8478402;8478971;8480803",0,0,"CGY","EDM"
"2025020598",769,771,2,"8475172;8477346;8480860;8481068;8481692","8475218;8477934;8478402;8478971;8480803",0,0,"CGY","EDM"
"2025020598",771,779,8,"8475172;8477346;8481068;8481692;8482165","8475218;8477934;8478402;8478971;8480803",0,0,"CGY","EDM"
"2025020598",779,780,1,"8475172;8477346;8481068;8481692;8482165","8477498;8477934;8478402;8478971;8481056",0,0,"CGY","EDM"
"2025020620",2841,2877,36,"8477444;8481519;8482176;8483450;8484783","8477494;8477506;8479496;8481601;8485366",0,0,"CHI","NYI"
"2025020621",925,952,27,"8477967;8477969;8478444;8480012;8484240","8477948;8478435;8480220;8481546;8484387",0,0,"VAN","PHI"
"2025020621",952,965,13,"8477967;8477969;8478444;8480012;8484240","8476461;8477948;8478435;8481546;8484387",0,0,"VAN","PHI"
"2025020621",965,967,2,"8474574;8477967;8477969;8478444;8480012","8476461;8477948;8478435;8481546;8484387",0,0,"VAN","PHI"
"2025020621",967,968,1,"8474574;8477967;8477969;8478444;8480012","8476461;8477948;8478435;8482142;8484387",0,0,"VAN","PHI"
"2025020621",968,969,1,"8474574;8477967;8477969;8478856;8480012","8476461;8477948;8478435;8482142;8484387",0,0,"VAN","PHI"
"2025020621",969,970,1,"8474574;8477967;8477969;8478856;8482079","8476461;8477948;8478435;8482142;8484387",0,0,"VAN","PHI"
"2025020621",970,971,1,"8474574;8477967;8477969;8478856;8482079","8476372;8476461;8477948;8478435;8482142",0,0,"VAN","PHI"
"2025020621",971,976,5,"8474574;8477967;8477969;8478856;8482079","8476372;8476461;8478435;8480015;8482142",0,0,"VAN","PHI"
"2025020621",976,989,13,"8474574;8477967;8478856;8480058;8482079","8476372;8476461;8478435;8480015;8482142",0,0,"VAN","PHI"
"2025020630",2036,2071,35,"8475172;8477346;8480797;8481692;8482165","8477948;8480015;8481035;8482142;8484142",0,0,"CGY","PHI"
"2025020631",3363,3392,29,"8478458;8478971;8480834;8481056;8483512","8476854;8477496;8479325;8479987;8480280",0,0,"EDM","BOS"
"2025020631",3392,3393,1,"8478458;8478971;8480803;8481056;8483512","8476854;8477496;8479325;8479987;8480280",0,0,"EDM","BOS"
"2025020631",3393,3397,4,"8475218;8478458;8478971;8480803;8483512","8476854;8477496;8479325;8479987;8480280",0,0,"EDM","BOS"
"2025020631",3397,3398,1,"8475218;8478458;8478971;8480803;8483512","8476854;8479325;8479987;8480280;8483489",0,0,"EDM","BOS"
"2025020631",3398,3399,1,"8475218;8478402;8478458;8478971;8480803","8476854;8479325;8479987;8480280;8483489",0,0,"EDM","BOS"
"2025020632",2141,2159,18,"8480801;8481596;8481606;8482105;8482447","8478440;8478911;8479345;8480313;8481656",0,0,"OTT","WSH"
"2025020740",1820,1828,8,"8477949;8480802;8480839;8481551;8482671","8478851;8480018;8481540;8483457;8484170",0,0,"BUF","MTL"
"2025020740",2828,2838,10,"8477949;8480802;8480839;8481551;8482671","8478851;8480018;8481540;8483457;8484170",0,0,"BUF","MTL"
"2025020745",3097,3108,11,"8481519;8482176;8484144;8484197;8484783","8474150;8478397;8480860;8482445;8482679",0,0,"CHI","CGY"
"2025020746",2145,2151,6,"8477951;8478474;8478872;8479410;8480434","8476902;8478420;8479979;8480878;8482740",0,0,"UTA","DAL"
"2025020750",2400,2420,20,"8476958;8478427;8482093;8482100;8483548","8475683;8477932;8477933;8478055;8482113",0,0,"CAR","FLA"
"2025020753",2359,2381,22,"8475311;8476441;8477960;8482155;8482730","8475798;8476885;8480068;8480843;8481605",0,0,"LAK","ANA"
"2025020754",605,637,32,"8477949;8480045;8480802;8480839;8481524","8477451;8478864;8479406;8480800;8482122",1,0,"BUF","MIN"
"2025020754",637,638,1,"8477949;8479420;8480045;8480802;8481524","8477451;8478864;8479406;8480800;8482122",0,0,"BUF","MIN"
"2025020754",638,639,1,"8477949;8479420;8480045;8480802;8481524","8475692;8477451;8479406;8480800;8482122",0,0,"BUF","MIN"
"2025020754",639,644,5,"8477949;8479420;8480045;8481524;8482671","8475692;8477451;8478136;8479406;8480800",0,0,"BUF","MIN"
"2025020754",644,645,1,"8479420;8480045;8481524;8482659;8482671","8475692;8477451;8478136;8479406;8480800",0,0,"BUF","MIN"
"2025020754",645,648,3,"8479420;8480045;8480807;8482659;8482671","8475692;8477451;8478136;8479406;8480800",0,0,"BUF","MIN"
"2025020754",648,652,4,"8479420;8480045;8480807;8482659;8482671","8475692;8475765;8478136;8479406;8480800",0,0,"BUF","MIN"
"2025020755",1752,1771,19,"8477948;8477989;8478439;8481035;8482142","8476389;8477484;8478550;8478840;8481525",0,0,"PHI","NYR"
"2025020760",1723,1734,11,"8471675;8471724;8475810;8476967;8481668","8475745;8476923;8478007;8478500;8479671",0,0,"PIT","CBJ"
"2025020761",1274,1290,16,"8474590;8479345;8480313;8481580;8481656","8477409;8478542;8478859;8480193;8484304",0,0,"WSH","FLA"
"2025020765",2302,2311,9,"8477447;8478403;8478468;8478483;8481033","8474600;8475158;8476869;8476887;8481020",1,0,"VGK","NSH"
"2025020767",1084,1108,24,"8476902;8478420;8479979;8480036;8482740","8476883;8478178;8478519;8479542;8482655",0,0,"DAL","TBL"
"2025020770",1895,1909,14,"8478427;8480336;8480817;8482093;8483548","8477949;8480045;8480802;8480807;8482671",0,0,"CAR","BUF"
"2025020770",3451,3458,7,"8476958;8478427;8478970;8482093;8483548","8479420;8480045;8480839;8482659;8482671",0,0,"CAR","BUF"
"2025020770",3458,3461,3,"8476958;8478427;8478970;8482093;8483548","8479420;8480839;8482659;8482671;8483500",0,0,"CAR","BUF"
"2025020770",3461,3489,28,"8476958;8478427;8478970;8482093;8483548","8475722;8479420;8480839;8482659;8483500",0,0,"CAR","BUF"
"2025020771",1730,1736,6,"8475809;8477492;8480039;8480069;8484258","8474590;8478440;8479292;8479345;8481656",0,0,"COL","WSH"
"2025020773",3128,3147,19,"8473507;8475683;8477935;8479314;8484304","8477968;8480043;8484227;8484801;8484806",0,0,"FLA","SJS"
"2025020860",2392,2400,8,"8476434;8476979;8479337;8483464;8484223","8470613;8476312;8478406;8480448;8480835",0,0,"DET","COL"
"2025020861",2229,2258,29,"8471675;8474578;8476483;8478450;8479973","8471734;8476459;8476468;8478882;8482073",0,0,"PIT","NYR"
"2025020866",2921,2929,8,"8476999;8480208;8482105;8482116;8482245","8474596;8476462;8477488;8479407;8480002",0,0,"OTT","NJD"
"2025020867",2890,2925,35,"8477500;8477506;8478009;8482476;8485366","8474600;8475158;8476869;8476887;8477424",0,0,"NYI","NSH"
"2025020867",3469,3490,21,"8477500;8477506;8478009;8482476;8485366","8474600;8475158;8476869;8476887;8477424",0,0,"NYI","NSH"
"2025020869",2400,2434,34,"8477969;8478498;8479425;8480144;8484268","8475171;8476931;8477503;8479318;8479361",0,0,"VAN","TOR"
"2025020869",2434,2435,1,"8477969;8478498;8479425;8480144;8484268","8475171;8476931;8479318;8479361;8479442",0,0,"VAN","TOR"
"2025020869",2435,2438,3,"8477969;8478498;8479425;8480144;8484268","8475171;8477939;8479318;8479361;8479442",0,0,"VAN","TOR"
"2025020869",2438,2450,12,"8477969;8478498;8479425;8480144;8484268","8477939;8478443;8479318;8479361;8479442",0,0,"VAN","TOR"
"2025020869",2450,2451,1,"8474574;8477969;8478498;8479425;8484268","8477939;8478443;8479318;8479361;8479442",0,0,"VAN","TOR"
"2025020869",2451,2455,4,"8474574;8477969;8478498;8480012;8484268","8475166;8477939;8478443;8479361;8479442",0,0,"VAN","TOR"
