"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"WSH",2014,0.000897808524800784,0.00153285090590117
"BOS",2014,0.00075279949840823,0.00127767406641777
"EDM",2014,0.00137853852766343,0.000459539336912209
"TOR",2014,0.000632202610750785,0.00117644807809408
"COL",2014,0.00194047250642962,-0.00015277400356688
"TBL",2014,-0.000768128140727587,0.00209893197330648
"CBJ",2014,-0.000207041289048839,0.00106685219505458
"CHI",2014,-0.000494850104597846,0.00132805383574518
"OTT",2014,-0.00106961844366851,0.00184233477250649
"MIN",2014,0.00102367839705683,-0.000312991029309991
"NYI",2014,0.00286334698374444,-0.00223439869057011
"CGY",2014,0.000837920039642056,-0.000643820795143261
"CAR",2014,0.000113075358662613,-6.61646655352321e-05
"ANA",2014,0.000271057515105367,-0.000264483989716274
"FLA",2014,-8.67556302892746e-05,9.09947472027323e-05
"DAL",2014,0.00067503362521603,-0.00106555351906137
"MTL",2014,-0.00103731252122359,0.000594482450859987
"PHI",2014,8.61908373735306e-06,-0.000465987345207017
"BUF",2014,-0.000404244428278668,-6.00031211397755e-05
"SJS",2014,6.99952716496273e-05,-0.000536526946789231
"LAK",2014,-0.000155574795487072,-0.000313582074475041
"NSH",2014,7.40285227487741e-05,-0.00082539223890414
"STL",2014,-0.00151062802125033,0.000737759731793739
"VAN",2014,-0.00176459623657986,0.000716073357581093
"PIT",2014,-3.29040279248067e-05,-0.0010177392824278
"PHX",2014,-0.00141082446682737,0.000324726119769926
"NYR",2014,-0.000376091323451911,-0.0011732827974576
"DET",2014,-0.00124317185570503,-0.00069915849168736
"NJD",2014,-0.00033820304380846,-0.00178379405652841
"WPG",2014,-0.000614192571459931,-0.00163021995308923
