season,game_type,player_id,team_abbrev,game_date,dist_all_mi,toi_all_sec,dist_even_mi,toi_even_sec,dist_pp_mi,toi_pp_sec,home
2025,2,8476453,TBL,2025-04-17,2.3295,823,1.9352,669,0.3943,154,0
2025,2,8476453,TBL,2025-04-15,2.5203,912,1.6472,535,0.8731,377,1
2025,2,8476453,TBL,2025-04-13,3.2244,1182,2.9496000000000002,1061,0.2748,121,1
2025,2,8476453,TBL,2025-04-11,3.6231,1318,3.6231,1318,NA,NA,1
2025,2,8476453,TBL,2025-04-09,4.0195,1502,3.1717,1113,0.8477,389,1
2025,2,8476453,TBL,2025-04-07,3.1524,1228,2.5728,970,0.5796,258,0
2025,2,8476453,TBL,2025-04-05,3.6142,1405,2.9471,1095,0.6672,310,0
2025,2,8476453,TBL,2025-04-03,3.839,1509,3.1742,1206,0.6648,303,0
2025,2,8476453,TBL,2025-04-01,2.8924,1114,2.1355,778,0.7569,336,0
2025,2,8476453,TBL,2025-03-29,3.2586,1183,3.2586,1183,NA,NA,1
2025,2,8477492,COL,2025-04-08,4.2338,1556,3.3138,1210,0.92,346,1
2025,2,8477492,COL,2025-04-05,4.0075,1529,3.4338,1270,0.5738,259,0
2025,2,8477492,COL,2025-04-03,2.9615,1051,2.5429,890,0.4186,161,0
2025,2,8477492,COL,2025-04-02,4.3931,1698,3.3963,1276,0.9969,422,0
2025,2,8477492,COL,2025-03-31,3.9786,1408,3.593,1230,0.3856,178,1
2025,2,8477492,COL,2025-03-29,3.3298,1323,3.1215,1229,0.2082,94,1
2025,2,8477492,COL,2025-03-27,3.4629,1254,2.9406,1044,0.5049,204,1
2025,2,8477492,COL,2025-03-25,3.1681,1104,2.752,932,0.4162,172,1
2025,2,8477492,COL,2025-03-22,3.6864,1329,3.2997,1156,0.3763,169,0
2025,2,8477492,COL,2025-03-20,2.682,1053,2.2259,811,0.456,242,0
2025,2,8477934,EDM,2025-04-03,1.6086,604,1.4428,530,0.1658,74,0
2025,2,8477934,EDM,2025-04-01,3.7165,1385,2.9896,1100,0.7156,282,0
2025,2,8477934,EDM,2025-03-29,3.827,1344,3.6428,1258,0.1634,78,1
2025,2,8477934,EDM,2025-03-18,3.2167,1343,2.6918,1034,0.5249,309,1
2025,2,8477934,EDM,2025-03-16,3.4329,1248,2.7482,957,0.6846,291,0
2025,2,8477934,EDM,2025-03-14,3.7165,1447,3.3205,1216,0.3863,228,0
2025,2,8477934,EDM,2025-03-13,3.8588,1488,3.626,1358,0.2049,120,0
2025,2,8477934,EDM,2025-03-10,3.4022,1406,2.7341,1081,0.6664,323,0
2025,2,8477934,EDM,2025-03-08,3.3059,1173,3.3059,1173,NA,NA,1
2025,2,8477934,EDM,2025-03-06,3.6508,1305,3.348,1135,0.3028,170,1
2025,2,8477956,BOS,2025-04-15,3.4563,1261,3.1231,1120,0.3332,141,1
2025,2,8477956,BOS,2025-04-13,2.8635,1096,2.182,810,0.6815,286,0
2025,2,8477956,BOS,2025-04-10,2.0356,1042,1.7836,931,0.2521,111,1
2025,2,8477956,BOS,2025-04-08,2.8272,1064,2.4421,898,0.3702,160,0
2025,2,8477956,BOS,2025-04-06,3.2885,1144,3.1495,1086,0.1129,50,0
2025,2,8477956,BOS,2025-04-05,2.8333,1049,2.5053,900,0.328,149,1
2025,2,8477956,BOS,2025-04-03,3.4585,1224,3.0401,1054,0.3891,160,0
2025,2,8477956,BOS,2025-04-01,3.3586,1191,2.9376,1030,0.421,161,1
2025,2,8477956,BOS,2025-03-29,3.3045,1233,3.2035,1194,0.101,39,0
2025,2,8477956,BOS,2025-03-26,2.833,1063,2.1627,736,0.6703,327,0
2025,2,8478483,TOR,2025-04-17,2.5787,996,2.4137,926,0.165,70,1
2025,2,8478483,TOR,2025-04-15,3.1799,1196,2.5313,928,0.4334,177,0
2025,2,8478483,TOR,2025-04-13,2.8111,1120,2.1031,823,0.4031,167,0
2025,2,8478483,TOR,2025-04-12,3.7067,1589,2.6515,1055,0.7409,393,1
2025,2,8478483,TOR,2025-04-09,3.8385,1402,3.0055,1044,0.2406,108,0
2025,2,8478483,TOR,2025-04-08,3.2795,1269,2.8375,1079,0.3189,134,0
2025,2,8478483,TOR,2025-04-05,2.7889,1039,2.5328,913,0.1487,84,1
2025,2,8478483,TOR,2025-04-02,3.0863,1240,2.6608,1041,0.164,87,1
2025,2,8478483,TOR,2025-03-30,3.1415,1202,2.4993,909,0.4413,204,0
2025,2,8478483,TOR,2025-03-29,3.4892,1333,2.6302,975,0.6315,272,0
2025,2,8478402,EDM,2025-04-16,3.1379,1051,2.6574,874,0.4805,177,0
2025,2,8478402,EDM,2025-04-13,3.4272,1196,3.1936,1076,0.2335,120,0
2025,2,8478402,EDM,2025-04-11,3.9398,1417,2.7315,953,1.2083,464,1
2025,2,8478402,EDM,2025-04-09,3.5112,1235,3.2197,1112,0.2915,123,1
2025,2,8478402,EDM,2025-03-20,2.7265,899,2.1219,692,0.5958,202,1
2025,2,8478402,EDM,2025-03-18,2.9381,1006,2.3644,774,0.5738,232,1
2025,2,8478402,EDM,2025-03-16,3.8521,1242,3.0382,967,0.814,275,0
2025,2,8478402,EDM,2025-03-14,4.2606,1499,3.6606,1263,0.5772,228,0
2025,2,8478402,EDM,2025-03-13,4.3311,1506,4.0005,1365,0.2861,120,0
2025,2,8478402,EDM,2025-03-10,4.576,1561,3.5647,1221,1.0081,338,0
2025,2,8478398,WPG,2025-04-16,3.4095,1241,2.5551,931,0.8544,310,1
2025,2,8478398,WPG,2025-04-13,3.1175,1138,2.795,1007,0.3225,131,1
2025,2,8478398,WPG,2025-04-12,3.7057,1289,3.2451,1108,0.3718,146,0
2025,2,8478398,WPG,2025-04-10,3.2263,1155,3.053,1068,0.1725,86,0
2025,2,8478398,WPG,2025-04-07,3.2603,1181,2.8422,1029,0.1942,72,1
2025,2,8478398,WPG,2025-04-05,3.5986,1356,2.767,1035,0.8237,315,0
2025,2,8478398,WPG,2025-04-03,3.2656,1153,2.8666,1001,0.3415,130,0
2025,2,8478398,WPG,2025-04-01,3.7716,1364,3.3429,1210,0.3563,119,0
2025,2,8478398,WPG,2025-03-30,3.1599,1159,2.4893,905,0.537,201,1
2025,2,8478398,WPG,2025-03-28,2.791,1017,2.4689,888,0.1039,40,1
2025,2,8478403,VGK,2025-04-16,3.2348,1288,2.461,948,0.6325,291,0
2025,2,8478403,VGK,2025-04-06,3.1581,1091,2.602,863,0.3675,164,0
2025,2,8478403,VGK,2025-04-05,3.6812,1272,2.8305,977,0.549,186,0
2025,2,8478403,VGK,2025-04-03,3.2648,1190,2.9422,1072,0.2172,63,1
2025,2,8478403,VGK,2025-04-01,2.7704,1023,2.3859,864,0.2071,86,1
2025,2,8478403,VGK,2025-03-29,3.0707,1108,2.8326,1033,0.2306,69,0
2025,2,8478403,VGK,2025-03-28,3.1189,1161,2.6018,948,0.3372,142,0
2025,2,8478403,VGK,2025-03-25,2.8427,982,2.7368,942,0.0178,13,0
2025,2,8478403,VGK,2025-03-23,3.3229,1204,2.1676,792,0.7893,281,1
2025,2,8478403,VGK,2025-03-22,2.7511,1044,2.4551,900,0.1623,80,1
2025,2,8480069,COL,2025-04-10,3.9426,1620,3.4156,1348,0.3674,165,1
2025,2,8480069,COL,2025-04-08,4.3664,1799,3.3925,1344,0.6948,286,1
2025,2,8480069,COL,2025-04-05,3.8498,1652,3.1453,1312,0.4942,230,0
2025,2,8480069,COL,2025-04-03,3.0367,1293,2.4237,998,0.4094,161,0
2025,2,8480069,COL,2025-04-02,4.4868,1863,3.1727,1289,0.9811,413,0
2025,2,8480069,COL,2025-03-31,4.2314,1629,3.6095,1375,0.4591,185,1
2025,2,8480069,COL,2025-03-29,3.6191,1576,2.9165,1207,0.1813,92,1
2025,2,8480069,COL,2025-03-27,3.4043,1375,2.5673,1025,0.4887,197,1
2025,2,8480069,COL,2025-03-25,3.2748,1372,2.6852,1100,0.4182,161,1
2025,2,8480069,COL,2025-03-22,4.4207,1866,3.5228,1428,0.3645,169,0
2025,2,8471675,PIT,2025-04-17,3.0233,1071,2.7631,957,0.2602,114,1
2025,2,8471675,PIT,2025-04-13,3.5527,1319,2.8162,997,0.683,295,1
2025,2,8471675,PIT,2025-04-11,3.3217,1294,2.767,1016,0.5494,276,0
2025,2,8471675,PIT,2025-04-08,2.8952,1147,2.404,903,0.4912,244,1
2025,2,8471675,PIT,2025-04-06,3.0596,1183,2.5798,967,0.4798,216,0
2025,2,8471675,PIT,2025-04-05,2.8157,1169,2.3199,908,0.4958,261,0
2025,2,8471675,PIT,2025-04-03,3.4429,1268,3.3879,1232,0.0407,30,0
2025,2,8471675,PIT,2025-03-30,3.292,1295,2.9254,1124,0.3585,167,1
2025,2,8471675,PIT,2025-03-27,3.6346,1375,3.2471,1154,0.3773,217,0
