season,game_type,player_id,position,first_name,last_name,team_abbrev,gp,dist_per60_mi,dist_total_mi,dist_max_game_mi,avg_shot_speed_faced_mph,top_shot_speed_faced_mph,shots_faced_over100,shots_faced_90_100,shots_faced_80_90,dz_pct,oz_pct
2025,2,8476945,G,Connor,Hellebuyck,WPG,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8476883,G,Andrei,Vasilevskiy,TBL,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479979,G,Jake,Oettinger,DAL,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8475683,G,Sergei,Bobrovsky,FLA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478499,G,Adin,Hill,VGK,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8475311,G,Darcy,Kuemper,LAK,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478470,G,Samuel,Montembeault,MTL,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479406,G,Filip,Gustavsson,MIN,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8480313,G,Logan,Thompson,WSH,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478009,G,Ilya,Sorokin,NYI,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8481692,G,Dustin,Wolf,CGY,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8476412,G,Jordan,Binnington,STL,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478406,G,Mackenzie,Blackwood,COL,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478048,G,Igor,Shesterkin,NYR,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478916,G,Joey,Daccord,SEA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479361,G,Joseph,Woll,TOR,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8481611,G,Pyotr,Kochetkov,CAR,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8474593,G,Jacob,Markstrom,NJD,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478007,G,Elvis,Merzlikins,CBJ,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478872,G,Karel,Vejmelka,UTA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479973,G,Stuart,Skinner,EDM,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8476999,G,Linus,Ullmark,OTT,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8480947,G,Kevin,Lankinen,VAN,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8480045,G,Ukko-Pekka,Luukkonen,BUF,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8480843,G,Lukas,Dostal,ANA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8475717,G,Calvin,Pickard,EDM,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8480280,G,Jeremy,Swayman,BOS,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8481035,G,Samuel,Ersson,PHI,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8475660,G,Cam,Talbot,DET,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8476932,G,Anthony,Stolarz,TOR,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8477424,G,Juuse,Saros,NSH,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479292,G,Charlie,Lindgren,WSH,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8481519,G,Spencer,Knight,CHI,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8477465,G,Tristan,Jarry,PIT,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478492,G,Ilya,Samsonov,VGK,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479496,G,David,Rittich,LAK,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8480981,G,Joel,Hofer,STL,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8480382,G,Alexandar,Georgiev,SJS,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8481020,G,Justus,Annunen,NSH,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8470594,G,Marc-Andre,Fleury,MIN,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8475809,G,Scott,Wedgewood,COL,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8477968,G,Alex,Nedeljkovic,PIT,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479193,G,Casey,DeSmith,DAL,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8479312,G,Alex,Lyon,DET,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8474596,G,Jake,Allen,NJD,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8475883,G,Frederik,Andersen,CAR,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8475852,G,Petr,Mrazek,DET,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478435,G,Dan,Vladar,CGY,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8471734,G,Jonathan,Quick,NYR,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8476341,G,Anton,Forsberg,OTT,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8476434,G,John,Gibson,ANA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8476914,G,Joonas,Korpisalo,BOS,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8473503,G,James,Reimer,BUF,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8477967,G,Thatcher,Demko,VAN,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8482821,G,Arvid,Soderblom,CHI,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8477480,G,Eric,Comrie,WPG,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8477992,G,Jonas,Johansson,TBL,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2,8478971,G,Connor,Ingram,UTA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
