"team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","pp_goals","pp_shots","pk_goals_against","pk_shots_against","xg_for","xg_against","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","pp_goals_per60","pk_ga_per60"
"PHI",48,1947,2142,82,95,36,450,25,71,80.4952234521043,90.0941916656448,131741,15588,15891,47.6,2.24,2.6,8.31,5.66
"PIT",63,2728,2859,139,109,53,642,38,37,124.672018315876,115.910581548407,181260,20055,18871,48.8,2.76,2.16,9.51,7.25
"WPG",48,2196,2240,91,102,19,353,28,55,98.4385356457205,102.086314870219,140273,13109,12341,49.5,2.34,2.62,5.22,8.17
"OTT",58,2812,2478,92,91,33,554,29,92,109.038894960599,103.387308198551,164155,17262,19312,53.2,2.02,2,6.88,5.41
"LAK",66,2963,2497,108,103,42,574,34,69,122.087183044059,111.13627304812,192081,17933,19313,54.3,2.02,1.93,8.43,6.34
"CHI",71,3278,2724,156,103,33,510,25,97,149.758065994713,122.72745351604,211008,19722,20890,54.6,2.66,1.76,6.02,4.31
"BOS",70,3581,3153,139,109,28,478,27,110,148.121262844477,133.71001995611,209992,17142,21329,53.2,2.38,1.87,5.88,4.56
"NYR",60,2823,2795,112,86,28,504,35,66,133.522460981156,126.539506374218,175287,18147,15589,50.2,2.3,1.77,5.55,8.08
"MTL",53,2355,2119,104,88,44,552,40,70,96.0339472935302,80.450138206128,145421,19758,16380,52.6,2.57,2.18,8.02,8.79
"TOR",55,2254,2872,116,110,34,425,22,45,94.7019583956571,116.686345718859,157566,15688,16127,44,2.65,2.51,7.8,4.91
"NYI",54,2480,2435,108,114,33,458,32,55,124.420789708849,113.555878817861,158416,14702,13557,50.5,2.45,2.59,8.08,8.5
"NJD",48,1896,1496,63,74,28,438,32,79,86.0146797336056,69.6183153394377,133694,15945,15828,55.9,1.7,1.99,6.32,7.28
"TBL",48,1920,2150,103,98,30,343,30,42,83.0854430348263,88.7012778875651,136653,14524,13759,47.2,2.71,2.58,7.44,7.85
"WSH",55,2458,2473,100,99,47,464,38,59,105.327871250862,106.483396691328,157697,15481,17482,49.8,2.28,2.26,10.93,7.83
"FLA",48,2045,2116,64,116,29,325,38,48,85.4451319814543,96.8771149876411,138830,12544,14132,49.1,1.66,3.01,8.32,9.68
"CAR",48,2351,2210,89,105,23,427,35,60,103.467272179085,110.649751394929,136993,14230,13545,51.5,2.34,2.76,5.82,9.3
"STL",54,2246,2081,88,86,30,465,24,44,93.5049555871519,87.2070969060878,156084,15565,14572,51.9,2.03,1.98,6.94,5.93
"DET",62,2674,2410,97,89,40,651,41,51,117.194087386073,110.130834600073,175136,21032,17700,52.6,1.99,1.83,6.85,8.34
"NSH",48,1809,2065,74,85,23,324,32,24,81.0524548104731,83.4497479049023,140459,12094,11993,46.7,1.9,2.18,6.85,9.61
"CBJ",48,1810,2031,83,80,22,381,23,48,72.7467919801711,86.0478255270864,137932,13705,12952,47.1,2.17,2.09,5.78,6.39
"DAL",48,1991,2083,92,91,28,420,34,62,84.6687763367663,96.3130759687629,134573,15030,15831,48.9,2.46,2.43,6.71,7.73
"PHX",48,2171,2114,86,81,22,401,32,56,91.2917516906746,95.4655182002462,137577,14074,13531,50.7,2.25,2.12,5.63,8.51
"MIN",53,2117,2210,88,105,27,477,27,46,92.0550832704175,85.8711512663285,155012,15273,13260,48.9,2.04,2.44,6.36,7.33
"COL",48,2073,2174,78,97,21,319,35,58,85.0816726983176,91.4875731909997,137404,11399,16578,48.8,2.04,2.54,6.63,7.6
"VAN",52,2197,2047,89,87,28,463,32,60,91.0834496113239,97.0142032954609,146949,15545,17198,51.8,2.18,2.13,6.48,6.7
"ANA",55,2287,2511,102,82,36,431,36,85,103.42855483864,103.742788089614,160852,14079,16495,47.7,2.28,1.84,9.21,7.86
"BUF",48,1814,2206,81,89,22,393,35,49,74.4324302635505,97.0921357629704,134051,15640,15592,45.1,2.18,2.39,5.06,8.08
"CGY",48,1959,2176,83,121,28,353,28,43,90.8160088350414,94.9573365985998,138466,14036,12934,47.4,2.16,3.15,7.18,7.79
"SJS",59,2735,2662,89,91,44,642,29,40,120.688739141566,102.374496976321,169443,19529,14782,50.7,1.89,1.93,8.11,7.06
"EDM",48,1817,2258,80,90,33,347,28,54,86.1719855520641,109.079828310292,134515,14497,15564,44.6,2.14,2.41,8.19,6.48
