"game_id","event_idx","situation_code","for_team_id","against_team_id","for_players","against_players","for_team_abbrev","against_team_abbrev"
"2012020001",4,"1551","5","4","8466393;8468498;8468542;8470543;8470594;8471675","8459670;8468486;8468524;8473512;8474568;8475170","PIT","PHI"
"2012020001",7,"1551","4","5","8468524;8470171;8470601;8471269;8474161;8476461","8470594;8471215;8471702;8471707;8471724;8474025","PHI","PIT"
"2012020001",16,"1551","5","4","8465166;8470594;8470854;8471702;8471724;8474138","8468172;8468520;8468524;8471236;8474736;8474892","PIT","PHI"
"2012020001",20,"1541","5","4","8470543;8470594;8471215;8471675;8471707;8471724","8459670;8468524;8470171;8471269;8473512","PIT","PHI"
"2012020001",23,"1541","5","4","8470543;8470594;8471215;8471675;8471707;8471724","8459670;8468172;8468524;8474568;8476461","PIT","PHI"
"2012020001",24,"1541","5","4","8470543;8470594;8471215;8471675;8471707;8471724","8459670;8468172;8468524;8474568;8476461","PIT","PHI"
"2012020001",29,"1541","5","4","8466393;8468542;8470594;8471311;8471702;8474091","8468524;8470171;8471236;8471269;8474892","PIT","PHI"
"2012020001",32,"1541","5","4","8466393;8468542;8470594;8471311;8471702;8474091","8459670;8468524;8473512;8474568;8476461","PIT","PHI"
"2012020001",37,"1451","4","5","8459670;8468486;8468524;8473512;8474161;8474190","8465951;8468498;8468542;8470594;8474091","PHI","PIT"
"2012020001",40,"1451","4","5","8459670;8468486;8468524;8473512;8474161;8474190","8465166;8468498;8468542;8470594;8470854","PHI","PIT"
"2012020001",43,"1451","4","5","8459670;8468486;8468524;8473512;8474161;8474190","8466393;8470594;8471702;8471724;8474091","PHI","PIT"
"2012020001",50,"1551","5","4","8470594;8471215;8471702;8471707;8471724;8474025","8468524;8470171;8470601;8471269;8474161;8476461","PIT","PHI"
"2012020001",54,"1551","5","4","8470594;8471215;8471702;8471707;8471724;8474025","8468524;8470171;8470601;8471269;8474161;8476461","PIT","PHI"
"2012020001",55,"1551","5","4","8470594;8471215;8471702;8471707;8471724;8474025","8468524;8470171;8470601;8471269;8474161;8476461","PIT","PHI"
"2012020001",57,"1551","5","4","8466393;8468498;8468542;8470543;8470594;8471675","8459670;8468486;8468524;8473512;8474568;8475170","PIT","PHI"
"2012020001",58,"1551","5","4","8466393;8468498;8468542;8470543;8470594;8471675","8468486;8468520;8468524;8471236;8473512;8475170","PIT","PHI"
"2012020001",68,"1551","4","5","8468520;8468524;8471236;8473512;8474736;8474892","8465166;8468498;8468542;8470594;8474025;8474138","PHI","PIT"
"2012020001",79,"1451","4","5","8459670;8468524;8473512;8474161;8475170;8476177","8465951;8470594;8470854;8471702;8471724","PHI","PIT"
"2012020001",80,"1451","4","5","8468520;8468524;8471236;8475170;8476177;8476461","8465951;8470594;8470854;8471702;8471724","PHI","PIT"
"2012020001",86,"1551","5","4","8470594;8471215;8471675;8471702;8471707;8471724","8468524;8470171;8470601;8471269;8474161;8476461","PIT","PHI"
"2012020001",87,"1551","5","4","8470594;8471215;8471675;8471702;8471707;8471724","8468524;8470171;8470601;8471269;8474161;8476461","PIT","PHI"
"2012020001",93,"1551","5","4","8470594;8471215;8471675;8471702;8471707;8471724","8468524;8470171;8470601;8471269;8474161;8476461","PIT","PHI"
"2012020001",96,"1551","5","4","8470594;8471215;8471675;8471702;8471707;8471724","8468524;8470171;8470601;8471269;8474161;8476461","PIT","PHI"
"2012020001",101,"1551","4","5","8459670;8468524;8470171;8474190;8474568;8476872","8468498;8468542;8470543;8470594;8471311;8474091","PHI","PIT"
"2012020001",108,"1451","4","5","8459670;8468486;8468524;8473512;8474161;8474190","8465951;8468498;8468542;8470594;8471675","PHI","PIT"
"2012020001",109,"1451","4","5","8459670;8468486;8468524;8473512;8474161;8474190","8465951;8468498;8468542;8470594;8471675","PHI","PIT"
"2012020001",110,"1451","4","5","8459670;8468486;8468524;8473512;8474161;8474190","8465951;8468498;8468542;8470594;8471675","PHI","PIT"
"2012020001",111,"1451","4","5","8459670;8468486;8468524;8473512;8474161;8474190","8465951;8468498;8468542;8470594;8471675","PHI","PIT"
"2012020001",114,"1451","4","5","8468520;8468524;8471236;8475170;8476177;8476461","8466393;8470594;8471702;8471724;8474138","PHI","PIT"
"2012020001",125,"1551","4","5","8468486;8468524;8470601;8471269;8473512;8475170","8465951;8466393;8468498;8468542;8470594;8471675","PHI","PIT"
"2012020001",127,"1551","4","5","8468486;8468524;8470601;8471269;8473512;8475170","8465951;8466393;8468498;8468542;8470594;8471675","PHI","PIT"
"2012020001",132,"1551","4","5","8459670;8468486;8468524;8473512;8474568;8475170","8466393;8468498;8468542;8470543;8470594;8471675","PHI","PIT"
"2012020001",135,"1551","4","5","8468524;8470171;8470601;8471269;8474161;8476461","8470594;8471215;8471702;8471707;8471724;8474025","PHI","PIT"
"2012020001",136,"1551","5","4","8470594;8471702;8471707;8471724;8474025;8474091","8468524;8470601;8471236;8474161;8476177;8476872","PIT","PHI"
"2012020001",141,"1551","5","4","8465951;8468542;8470594;8471311;8474091;8475155","8468520;8468524;8471236;8474190;8476177;8476872","PIT","PHI"
"2012020001",143,"1551","5","4","8465951;8468542;8470594;8471311;8474091;8475155","8468520;8468524;8471236;8474190;8476177;8476872","PIT","PHI"
"2012020001",144,"1551","5","4","8465951;8468542;8470594;8471311;8474091;8475155","8468520;8468524;8471236;8474190;8476177;8476872","PIT","PHI"
"2012020001",148,"1551","4","5","8459670;8468172;8468524;8474568;8474736;8474892","8465166;8468498;8470594;8470854;8471724;8474138","PHI","PIT"
"2012020001",151,"1551","5","4","8466393;8468542;8470543;8470594;8471675;8471702","8468486;8468524;8470601;8471269;8473512;8475170","PIT","PHI"
"2012020001",152,"1551","4","5","8468486;8468524;8470601;8471269;8473512;8475170","8466393;8468542;8470543;8470594;8471675;8471702","PHI","PIT"
"2012020001",154,"1551","5","4","8466393;8468674;8470543;8470594;8471675;8471702","8468486;8468524;8470601;8471269;8473512;8475170","PIT","PHI"
"2012020001",155,"1551","5","4","8466393;8468674;8470543;8470594;8471675;8471702","8468486;8468524;8470601;8471269;8473512;8475170","PIT","PHI"
"2012020001",158,"1541","5","4","8468542;8470594;8471215;8471311;8471702;8474091","8459670;8468172;8468524;8474568;8476461","PIT","PHI"
"2012020001",159,"1541","5","4","8468542;8470594;8471215;8471311;8471702;8474091","8459670;8468172;8468524;8474568;8476461","PIT","PHI"
