"game_id","event_idx","situation_code","for_team_id","against_team_id","for_players","against_players","for_team_abbrev","against_team_abbrev"
"2013020001",3,"1551","10","8","8470207;8471742;8473503;8473579;8474581;8475172","8464975;8467496;8471679;8471976;8474157;8476244","TOR","MTL"
"2013020001",4,"1551","8","10","8465914;8471679;8474189;8475797;8475848;8476851","8470085;8470867;8471245;8471664;8473503;8474581","MTL","TOR"
"2013020001",6,"1551","10","8","8470085;8470867;8471245;8471664;8471748;8473503","8465914;8471679;8474189;8475797;8475848;8476851","TOR","MTL"
"2013020001",9,"1551","10","8","8468778;8469508;8470085;8471748;8473503;8475154","8465914;8468095;8468635;8471283;8471679;8475797","TOR","MTL"
"2013020001",16,"1551","8","10","8467407;8469521;8470324;8471504;8471679;8474056","8471742;8473503;8473548;8474037;8474581;8475098","MTL","TOR"
"2013020001",19,"1551","8","10","8467407;8469521;8470324;8471504;8471679;8474056","8470602;8471742;8473503;8473548;8474037;8475098","MTL","TOR"
"2013020001",23,"1551","10","8","8471742;8473503;8473548;8474037;8474581;8475098","8467407;8469521;8470324;8471504;8471679;8474056","TOR","MTL"
"2013020001",26,"1551","10","8","8470207;8470602;8473503;8473579;8474125;8475172","8464975;8467496;8471679;8471976;8474157;8476244","TOR","MTL"
"2013020001",29,"1551","10","8","8470207;8470602;8473503;8473579;8474125;8475172","8464975;8467496;8471679;8471976;8474157;8476244","TOR","MTL"
"2013020001",33,"1551","10","8","8470085;8470867;8471245;8471664;8471748;8473503","8465914;8471679;8474189;8475797;8475848;8476851","TOR","MTL"
"2013020001",38,"1551","8","10","8465914;8471679;8474189;8475797;8475848;8476851","8470085;8470867;8471245;8471664;8471748;8473503","MTL","TOR"
"2013020001",39,"1551","10","8","8470085;8470867;8471245;8471664;8471748;8473503","8465914;8468095;8468635;8471679;8474189;8475797","TOR","MTL"
"2013020001",42,"1551","8","10","8468095;8470324;8471283;8471504;8471679;8474056","8468778;8469508;8471742;8473503;8474581;8475154","MTL","TOR"
"2013020001",43,"1551","8","10","8467407;8467496;8469521;8471504;8471679;8476244","8468778;8469508;8471742;8473503;8474581;8475154","MTL","TOR"
"2013020001",47,"1551","8","10","8467407;8467496;8469521;8471504;8471679;8476244","8470602;8473503;8473548;8474037;8474125;8475098","MTL","TOR"
"2013020001",49,"1551","10","8","8471742;8473503;8473548;8474037;8474581;8475098","8467407;8467496;8469521;8471504;8471679;8476244","TOR","MTL"
"2013020001",50,"1551","10","8","8471742;8473503;8473548;8474037;8474581;8475098","8467407;8467496;8469521;8471504;8471679;8476244","TOR","MTL"
"2013020001",51,"1551","10","8","8471742;8473503;8473548;8474037;8474581;8475098","8464975;8467496;8471504;8471679;8471976;8476244","TOR","MTL"
"2013020001",52,"1551","8","10","8464975;8470324;8471679;8471976;8474056;8474157","8469508;8471742;8473503;8474037;8474581;8475172","MTL","TOR"
"2013020001",58,"1541","10","8","8470602;8471742;8473503;8473548;8474037;8475098","8469521;8470324;8471283;8471679;8476244","TOR","MTL"
"2013020001",59,"1541","10","8","8470602;8471742;8473503;8473548;8474037;8475098","8469521;8470324;8471283;8471679;8476244","TOR","MTL"
"2013020001",66,"1531","10","8","8470602;8471742;8473503;8473548;8474037;8475098","8467496;8470324;8471283;8471679","TOR","MTL"
"2013020001",70,"1541","10","8","8470602;8471742;8473503;8473548;8474037;8475172","8468635;8470324;8471504;8471679;8474056","TOR","MTL"
"2013020001",71,"1541","10","8","8470602;8471742;8473503;8473548;8474037;8475098","8467496;8471283;8471504;8471679;8475797","TOR","MTL"
"2013020001",81,"1451","8","10","8464975;8467496;8471679;8471976;8474056;8474157","8469508;8470085;8471748;8473503;8473579","MTL","TOR"
"2013020001",87,"1551","8","10","8465914;8468095;8468635;8471283;8471679;8475797","8468778;8469508;8471742;8473503;8474581;8475154","MTL","TOR"
"2013020001",89,"1551","10","8","8470867;8471245;8471664;8471748;8473503;8474125","8465914;8468095;8468635;8471283;8471679;8475797","TOR","MTL"
"2013020001",94,"1551","8","10","8470324;8471679;8474056;8474189;8475848;8476851","8470602;8473503;8473548;8474037;8474125;8475098","MTL","TOR"
"2013020001",96,"1551","10","8","8470602;8473503;8473548;8474037;8474125;8475098","8470324;8471679;8474056;8474189;8475848;8476851","TOR","MTL"
"2013020001",100,"1451","8","10","8467407;8467496;8469521;8471504;8471679;8474056","8469508;8470602;8473503;8474125;8475098","MTL","TOR"
"2013020001",104,"1451","8","10","8464975;8465914;8471679;8471976;8476244;8476851","8469508;8471664;8471742;8471748;8473503","MTL","TOR"
"2013020001",108,"1551","8","10","8470324;8471283;8471679;8474189;8475797;8475848","8469508;8471664;8471742;8471748;8473503;8474037","MTL","TOR"
"2013020001",109,"1551","10","8","8470085;8470207;8473503;8473579;8474581;8475172","8470324;8471283;8471679;8474189;8475797;8475848","TOR","MTL"
"2013020001",110,"1551","8","10","8467407;8467496;8469521;8471504;8471679;8476244","8470207;8470602;8470867;8473503;8474581;8475172","MTL","TOR"
"2013020001",111,"1551","8","10","8467407;8467496;8469521;8471504;8471679;8476244","8470602;8470867;8471664;8473503;8474581;8475172","MTL","TOR"
"2013020001",113,"1551","10","8","8470867;8471245;8471664;8471742;8473503;8474125","8467407;8467496;8469521;8471504;8471679;8476244","TOR","MTL"
