season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2026,2,21,Colorado Avalanche,82,55,16,11,NA,121,0.7378,48,51,4,298,197,3.63414,2.40243,33.7317,26.13414,0.171102,0.121673,0.846154,0.8547,0.512164,8
2026,2,12,Carolina Hurricanes,82,53,22,7,NA,113,0.68902,39,48,5,291,236,3.54878,2.87804,32.15853,23.92682,0.248962,0.232365,0.805195,0.857142,0.501205,3
2026,2,25,Dallas Stars,82,50,20,12,NA,112,0.68292,38,44,6,273,222,3.32926,2.70731,25.29268,26.15853,0.28629,0.258064,0.803213,0.819277,0.515944,5
2026,2,7,Buffalo Sabres,82,50,23,9,NA,109,0.66463,42,45,5,283,240,3.45121,2.92682,28.12195,29.06097,0.195121,0.170731,0.818966,0.866379,0.458991,5
2026,2,14,Tampa Bay Lightning,82,50,26,6,NA,106,0.64634,40,46,4,286,229,3.4878,2.79268,28.10975,26.69512,0.207317,0.182926,0.825582,0.848837,0.473892,2
2026,2,8,Montréal Canadiens,82,48,24,10,NA,106,0.64634,34,44,4,279,251,3.40243,3.06097,26.29268,27.82926,0.231404,0.214876,0.782259,0.814516,0.509786,1
2026,2,30,Minnesota Wild,82,46,24,12,NA,104,0.63414,31,42,4,268,235,3.26829,2.86585,29.18292,29.40243,0.251937,0.236434,0.798123,0.830985,0.466382,8
2026,2,6,Boston Bruins,82,45,27,10,NA,100,0.60975,33,41,4,268,247,3.26829,3.01219,27.02439,29.69512,0.234042,0.195744,0.769785,0.776978,0.530607,3
2026,2,9,Ottawa Senators,82,44,27,11,NA,99,0.60365,38,41,3,275,245,3.35365,2.9878,28.91463,24.40243,0.239543,0.21673,0.757447,0.791489,0.545119,4
2026,2,4,Philadelphia Flyers,82,43,27,12,NA,98,0.59756,27,33,10,240,239,2.92682,2.91463,25.46341,25.45121,0.157446,0.119148,0.775511,0.804081,0.494852,0
2026,2,5,Pittsburgh Penguins,82,41,25,16,NA,98,0.59756,34,38,3,290,258,3.53658,3.14634,28.57317,27.36585,0.241379,0.189655,0.814346,0.839662,0.482095,4
2026,2,15,Washington Capitals,82,43,30,9,NA,95,0.57926,37,41,2,261,238,3.18292,2.90243,28.04878,28.13414,0.178423,0.13278,0.800797,0.816733,0.493212,5
2026,2,54,Vegas Golden Knights,82,39,26,17,NA,95,0.57926,30,38,1,264,242,3.21951,2.95121,28.9878,24.39024,0.245762,0.220338,0.813726,0.843137,0.509544,3
2026,2,22,Edmonton Oilers,82,41,30,11,NA,93,0.56707,32,41,0,282,265,3.43902,3.2317,29.7439,26.70731,0.306306,0.274774,0.778281,0.805429,0.526014,5
2026,2,29,Columbus Blue Jackets,82,40,30,12,NA,92,0.56097,28,33,7,246,251,3,3.06097,29.39024,28.84146,0.189054,0.164179,0.760181,0.782805,0.50568,3
2026,2,17,Detroit Red Wings,82,41,31,10,NA,92,0.56097,30,39,2,239,254,2.91463,3.09756,28.2439,27.7439,0.225806,0.205645,0.771429,0.785714,0.510032,5
2026,2,68,Utah Mammoth,82,43,33,6,NA,92,0.56097,33,43,0,268,240,3.26829,2.92682,27.70731,26.14634,0.2,0.186956,0.781377,0.813765,0.492474,3
2026,2,24,Anaheim Ducks,82,43,33,6,NA,92,0.56097,26,35,8,265,288,3.2317,3.51219,30.80487,28.36585,0.185606,0.162878,0.763566,0.794573,0.479983,0
2026,2,2,New York Islanders,82,43,34,5,NA,91,0.55487,29,39,4,229,236,2.79268,2.87804,28.17073,27.69512,0.165289,0.128099,0.808412,0.850467,0.526467,9
2026,2,26,Los Angeles Kings,82,35,27,20,NA,90,0.54878,22,30,5,220,238,2.68292,2.90243,28.01219,27.17073,0.169642,0.138392,0.745834,0.775,0.497544,6
2026,2,1,New Jersey Devils,82,42,37,3,NA,87,0.53048,29,38,4,226,253,2.75609,3.08536,29.58536,27.36585,0.219512,0.2,0.79327,0.826923,0.505188,2
2026,2,18,Nashville Predators,82,38,34,10,NA,86,0.52439,28,33,5,242,267,2.95121,3.25609,27.86585,29.62195,0.231092,0.222689,0.817074,0.849593,0.504733,1
2026,2,19,St. Louis Blues,82,37,33,12,NA,86,0.52439,33,36,1,230,254,2.80487,3.09756,25.32926,27.70731,0.175925,0.157407,0.766817,0.793721,0.493662,7
2026,2,28,San Jose Sharks,82,39,35,8,NA,86,0.52439,27,37,2,249,290,3.03658,3.53658,25.75609,29.64634,0.211764,0.180392,0.764228,0.776422,0.47811,0
2026,2,13,Florida Panthers,82,40,38,4,NA,84,0.51219,32,35,5,246,274,3,3.34146,27.9878,26.79268,0.195488,0.169172,0.809524,0.831501,0.467549,4
2026,2,52,Winnipeg Jets,82,35,35,12,NA,82,0.5,28,33,2,229,256,2.79268,3.12195,26.36585,27.76829,0.185022,0.162995,0.776316,0.802631,0.511055,0
2026,2,55,Seattle Kraken,82,34,37,11,NA,79,0.4817,26,32,2,224,257,2.7317,3.13414,25.58536,29.45121,0.195454,0.163636,0.722223,0.731481,0.477162,2
2026,2,10,Toronto Maple Leafs,82,32,36,14,NA,78,0.4756,23,31,1,252,295,3.07317,3.59756,26.32926,32.43902,0.213197,0.177664,0.812228,0.838427,0.541766,3
2026,2,20,Calgary Flames,82,34,39,9,NA,77,0.46951,27,30,4,208,256,2.53658,3.12195,28.10975,29.91463,0.161572,0.144104,0.804082,0.848979,0.493174,2
2026,2,3,New York Rangers,82,34,39,9,NA,77,0.46951,25,31,3,235,249,2.86585,3.03658,25.19512,28.82926,0.246511,0.204651,0.799197,0.823293,0.545151,3
2026,2,16,Chicago Blackhawks,82,29,39,14,NA,72,0.43902,22,26,3,210,270,2.56097,3.29268,24.58536,29.96341,0.169491,0.156779,0.836135,0.861344,0.460129,5
2026,2,23,Vancouver Canucks,82,25,49,8,NA,58,0.35365,15,19,6,210,314,2.56097,3.82926,25.96341,29.81707,0.217948,0.192307,0.714913,0.754385,0.493092,2
