season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2026,2,8476883,Andrei Vasilevskiy,Vasilevskiy,TBL,L,58,58,39,15,4,NA,132,2.30853,1353,1483,0.91233,2,205845,0,2,2,11
2026,2,8478872,Karel Vejmelka,Vejmelka,UTA,R,64,63,38,20,3,NA,169,2.74592,1458,1626,0.89667,2,221565,0,2,2,2
2026,2,8479979,Jake Oettinger,Oettinger,DAL,L,54,54,35,12,6,NA,138,2.59221,1234,1372,0.89941,4,191651,0,1,1,0
2026,2,8475809,Scott Wedgewood,Wedgewood,COL,L,45,43,31,6,6,NA,86,2.02427,1007,1093,0.92131,4,152944,0,1,1,2
2026,2,8480280,Jeremy Swayman,Swayman,BOS,L,55,54,31,18,4,NA,146,2.70764,1426,1571,0.9077,2,194117,0,0,0,11
2026,2,8480313,Logan Thompson,Thompson,WSH,R,58,58,31,21,6,NA,140,2.43828,1447,1587,0.91178,4,206703,0,1,1,0
2026,2,8483548,Brandon Bussi,Bussi,CAR,R,39,39,31,6,2,NA,97,2.46524,816,912,0.89473,2,141649,0,1,1,2
2026,2,8480843,Lukas Dostal,Dostal,ANA,L,56,55,30,20,4,NA,169,3.10287,1344,1513,0.8883,0,196076,0,1,1,8
2026,2,8476434,John Gibson,Gibson,DET,L,57,57,29,22,4,NA,144,2.71592,1317,1461,0.90143,4,190874,0,1,1,4
2026,2,8478009,Ilya Sorokin,Sorokin,NYI,L,55,54,29,24,2,NA,144,2.6781,1386,1530,0.90588,7,193570,0,1,1,4
2026,2,8478435,Dan Vladar,Vladar,PHI,L,52,51,29,14,7,NA,121,2.42386,1162,1283,0.90568,0,179713,0,0,0,4
2026,2,8482487,Jakub Dobes,Dobes,MTL,L,43,42,29,10,4,NA,117,2.77955,1070,1187,0.90143,0,151535,0,0,0,2
2026,2,8476999,Linus Ullmark,Ullmark,OTT,L,49,49,28,12,8,NA,131,2.72588,1067,1198,0.89065,3,173008,0,1,1,2
2026,2,8477424,Juuse Saros,Saros,NSH,L,59,59,28,22,8,NA,181,3.16382,1519,1700,0.89352,0,205953,0,0,0,2
2026,2,8479406,Filip Gustavsson,Gustavsson,MIN,L,50,49,28,15,6,NA,133,2.68875,1245,1377,0.90413,4,178075,0,2,2,0
2026,2,8475683,Sergei Bobrovsky,Bobrovsky,FLA,L,52,51,27,23,1,NA,154,3.07012,1096,1250,0.8768,4,180579,0,2,2,9
2026,2,8482982,Jet Greaves,Greaves,CBJ,L,55,53,26,19,9,NA,142,2.60065,1397,1539,0.90773,2,196566,0,1,1,0
2026,2,8478048,Igor Shesterkin,Shesterkin,NYR,L,51,51,25,19,6,NA,126,2.49982,1299,1425,0.91157,1,181453,0,0,0,11
2026,2,8480981,Joel Hofer,Hofer,STL,L,46,43,24,13,5,NA,114,2.60606,1137,1250,0.9096,6,157479,0,0,0,4
2026,2,8474593,Jacob Markstrom,Markstrom,NJD,L,44,43,23,19,1,NA,130,3.06601,983,1113,0.88319,1,152641,0,4,4,13
2026,2,8476945,Connor Hellebuyck,Hellebuyck,WPG,L,57,57,23,23,11,NA,162,2.8576,1385,1547,0.89528,0,204087,0,0,0,4
2026,2,8478406,Mackenzie Blackwood,Blackwood,COL,L,39,36,23,10,2,NA,90,2.505,843,933,0.90353000000000006,3,129341,0,0,0,0
