season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2022,2,54,Vegas Golden Knights,82,43,31,8,NA,94,0.57317,34,39,4,262,244,3.19512,2.9756,34.51219,29.9756,0.183962,0.150943,0.774039,0.822115,0.493277,3
2022,2,23,Vancouver Canucks,82,40,30,12,NA,92,0.56097,32,37,3,246,231,3,2.81707,31.9756,31.85365,0.234817,0.210526,0.748918,0.770562,0.519567,1
2022,2,52,Winnipeg Jets,82,39,32,11,NA,89,0.54268,32,37,2,250,253,3.04878,3.08536,32.25609,33.18292,0.210526,0.178137,0.75,0.788793,0.507402,5
2022,2,2,New York Islanders,82,37,35,10,NA,84,0.51219,34,35,2,229,231,2.79268,2.81707,28.86585,32.54878,0.221153,0.1875,0.841861,0.865116,0.513127,9
2022,2,29,Columbus Blue Jackets,82,37,38,7,NA,81,0.4939,26,33,4,258,297,3.14634,3.62195,30.03658,35.20731,0.186363,0.15909,0.785715,0.815126,0.484744,2
2022,2,28,San Jose Sharks,82,32,37,13,NA,77,0.46951,22,29,3,211,261,2.57317,3.18292,29.26829,31.9756,0.189814,0.138888,0.852018,0.869955,0.496061,3
2022,2,24,Anaheim Ducks,82,31,37,14,NA,76,0.46341,22,27,4,228,266,2.78048,3.2439,29.18292,33.2317,0.219178,0.200913,0.808036,0.834821,0.482039,4
2022,2,7,Buffalo Sabres,82,32,39,11,NA,75,0.45731,25,29,3,229,287,2.79268,3.5,29.89024,32.95121,0.211711,0.184684,0.764151,0.792452,0.459936,1
2022,2,17,Detroit Red Wings,82,32,40,10,NA,74,0.45121,21,29,3,227,310,2.76829,3.78048,29.43902,33.67073,0.162995,0.118942,0.737778,0.755555,0.493629,4
2022,2,9,Ottawa Senators,82,33,42,7,NA,73,0.44512,26,30,3,224,264,2.7317,3.21951,30.03658,33.41463,0.193415,0.176954,0.803213,0.839357,0.479238,2
2022,2,16,Chicago Blackhawks,82,28,42,12,NA,68,0.41463,16,22,6,213,289,2.59756,3.52439,28.80487,32.96341,0.191836,0.167346,0.762332,0.7713,0.496394,4
2022,2,1,New Jersey Devils,82,27,46,9,NA,63,0.38414,19,24,3,245,302,2.9878,3.68292,31.2439,30.9756,0.155555,0.093333,0.801887,0.830188,0.468472,2
2022,2,4,Philadelphia Flyers,82,25,46,11,NA,61,0.37195,20,24,1,210,294,2.56097,3.58536,30.96341,33.96341,0.125523,0.079497,0.757447,0.782978,0.521405,1
2022,2,55,Seattle Kraken,82,27,49,6,NA,60,0.36585,23,24,3,213,284,2.59756,3.46341,29.02439,28.86585,0.145454,0.113636,0.748879,0.784753,0.476654,3
2022,2,53,Arizona Coyotes,82,25,50,7,NA,57,0.34756,18,24,1,206,309,2.51219,3.76829,25.86585,35.4878,0.138613,0.118811,0.75,0.761718,0.472608,1
2022,2,8,Montréal Canadiens,82,22,49,11,NA,55,0.33536,16,19,3,218,317,2.65853,3.86585,29.78048,34.42682,0.137096,0.088709,0.755475,0.777372,0.491841,3
