season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2023,2,5,Pittsburgh Penguins,82,2309,27.8964,1222,14.7636,676,8.1648,765,9.2412,1072,5204,1314,0.521414,14,2869.28048
2023,2,9,Ottawa Senators,82,2290,27.6696,1254,15.1524,557,6.7284,745,9,1090,5097,1261,0.515331,13,2760.31707
2023,2,18,Nashville Predators,82,2242,26.9532,1322,15.894,573,6.8868,647,7.776,1029,4671,1223,0.474135,12,2845.69512
2023,2,4,Philadelphia Flyers,82,2223,26.82,1411,17.0208,514,6.1992,567,6.84,933,4463,1114,0.473947,11,2931.80487
2023,2,2,New York Islanders,82,2139,25.8048,1323,15.9588,528,6.3684,746,9,1015,4862,1323,0.497456,15,2947.35365
2023,2,53,Arizona Coyotes,82,2095,25.1784,1226,14.7348,484,5.814,750,9.0144,842,3952,991,0.451224,13,2834.41463
2023,2,14,Tampa Bay Lightning,82,2025,24.4656,1148,13.8672,741,8.9496,739,8.928,1079,4914,1214,0.514471,18,2868.02439
2023,2,23,Vancouver Canucks,82,2024,24.3252,1139,13.6872,518,6.2244,523,6.2856,949,4514,1127,0.476244,12,2905.09756
2023,2,15,Washington Capitals,82,2015,24.2892,1274,15.3576,587,7.074,748,9.0144,1030,4860,1282,0.497795,11,2917.13414
2023,2,20,Calgary Flames,82,1980,23.7636,1024,12.2904,621,7.452,689,8.2692,1166,5526,1412,0.573917,12,2866.65853
2023,2,3,New York Rangers,82,1978,23.7816,1205,14.4864,677,8.1396,832,10.0008,1048,4810,1180,0.498099,16,2945.65853
2023,2,16,Chicago Blackhawks,82,1971,23.8068,1283,15.4944,682,8.2368,737,8.8992,852,4073,1012,0.438921,9,2952.59756
2023,2,54,Vegas Golden Knights,82,1930,23.1696,1494,17.9352,716,8.5932,532,6.3864,937,4785,1261,0.481467,14,3015.13414
2023,2,6,Boston Bruins,82,1925,23.1768,1146,13.7988,564,6.7896,758,9.126,948,4830,1180,0.51186,17,2813.40243
2023,2,29,Columbus Blue Jackets,82,1880,22.7088,1343,16.2216,535,6.462,526,6.3504,976,4543,1168,0.449186,10,2947.59756
2023,2,22,Edmonton Oilers,82,1873,22.6404,1037,12.5316,728,8.7984000000000009,803,9.7056,953,4898,1191,0.522749,16,2879.79268
2023,2,28,San Jose Sharks,82,1871,22.518,1308,15.7428,744,8.9532,658,7.92,966,4604,1223,0.486047,11,2926.18292
2023,2,19,St. Louis Blues,82,1813,21.888,1173,14.1624,676,8.1612,584,7.0488,859,4196,996,0.458669,14,2955.87804
2023,2,17,Detroit Red Wings,82,1812,21.816,1282,15.4332,471,5.67,551,6.6312,891,4289,1086,0.460324,14,2868.79268
2023,2,55,Seattle Kraken,82,1802,21.7728,1127,13.6152,786,9.4968,540,6.5232,1061,4746,1188,0.527499,15,2932.07317
2023,2,52,Winnipeg Jets,82,1789,21.6756,1113,13.4856,584,7.074,654,7.9236,1140,4836,1210,0.515688,13,2869.76829
2023,2,30,Minnesota Wild,82,1784,21.3264,1318,15.7572,535,6.3936,502,6.0012,1072,4794,1187,0.494687,18,2866.06097
2023,2,10,Toronto Maple Leafs,82,1775,21.4488,1214,14.67,704,8.5068,807,9.7524,1010,4766,1128,0.510719,13,2880.86585
2023,2,13,Florida Panthers,82,1755,21.2256,1064,12.87,559,6.7608,678,8.2008,1106,5480,1355,0.543347,18,2785.03658
2023,2,26,Los Angeles Kings,82,1741,20.934,1308,15.7284,410,4.9284,595,7.1532,1010,4868,1201,0.523342,18,2869.7439
2023,2,25,Dallas Stars,82,1648,19.8,1151,13.8276,580,6.9696,754,9.0576,1017,4985,1351,0.516695,18,2899.01219
2023,2,21,Colorado Avalanche,82,1613,19.368,1114,13.374,607,7.2864,497,5.9652,945,5002,1330,0.52198,12,2884.29268
2023,2,8,Montréal Canadiens,82,1597,19.2636,1410,17.0064,512,6.174,956,11.5308,826,4213,1150,0.455087,7,2887.21951
2023,2,1,New Jersey Devils,82,1366,16.4304,1220,14.6736,619,7.4448,744,8.9496,1076,5273,1376,0.541299,19,2952.57317
2023,2,12,Carolina Hurricanes,82,1351,16.2396,834,10.026,737,8.8596,671,8.064,1373,5605,1380,0.603799,12,2879.4756
2023,2,24,Anaheim Ducks,82,1284,15.4512,1201,14.4504,457,5.4972,630,7.5816,858,4234,1050,0.426742,8,2920.9756
2023,2,7,Buffalo Sabres,82,1171,14.1156,927,11.1744,580,6.9912,551,6.642,964,4776,1147,0.513579,15,2932.71951
