season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2024,2,8480018,Nick Suzuki,Suzuki,MTL,C,R,82,33,44,77,0.93902,-14,36,185,0.17837,1275.8414,21,46,12,31,0,0,1,1,0.52555
2024,2,8477404,Jake Guentzel,Guentzel,"PIT,CAR",C,L,67,30,47,77,1.14925,25,22,238,0.12605,1201.2388,25,55,5,22,0,0,0,2,0.26086
2024,2,8476389,Vincent Trocheck,Trocheck,NYR,C,R,82,25,52,77,0.93902,16,55,215,0.11627,1287.2804,13,52,11,24,1,1,1,5,0.58733
2024,2,8479343,Clayton Keller,Keller,ARI,R,L,78,33,43,76,0.97435,-20,32,228,0.14473,1154.7435,24,46,9,30,0,0,0,4,0.46153
2024,2,8475167,Victor Hedman,Hedman,TBL,D,L,78,13,63,76,0.97435,18,76,168,0.07738,1488.2564,9,45,4,31,0,0,0,2,NA
2024,2,8475184,Chris Kreider,Kreider,NYR,L,L,82,39,36,75,0.91463,19,26,246,0.15853,1127.0121,19,41,18,29,2,5,1,7,0.36458
2024,2,8475172,Nazem Kadri,Kadri,CGY,C,L,82,29,46,75,0.91463,0,43,277,0.10469,1105.5487,19,53,10,22,0,0,2,4,0.48925
2024,2,8477960,Adrian Kempe,Kempe,LAK,R,L,77,28,47,75,0.97402,13,72,246,0.11382,1136.0389,20,44,5,27,3,4,1,4,0.23076
2024,2,8479542,Brandon Hagel,Hagel,TBL,L,L,82,26,49,75,0.91463,1,79,184,0.1413,1155.3536,24,66,2,7,0,2,1,3,0.40983
2024,2,8474679,Gustav Nyquist,Nyquist,NSH,R,L,81,23,52,75,0.92592,7,8,153,0.15032,1064.5432,17,49,5,24,1,2,0,4,0.38461
2024,2,8480801,Brady Tkachuk,Tkachuk,OTT,L,L,81,37,37,74,0.91358,1,134,357,0.10364,1148.5308,25,52,12,22,0,0,1,2,0.52630999999999994
2024,2,8481559,Jack Hughes,Hughes,NJD,C,L,62,27,47,74,1.19354,-12,12,274,0.09854,1258.4354,18,43,9,31,0,0,2,4,0.37223
2024,2,8478444,Brock Boeser,Boeser,VAN,R,R,81,40,33,73,0.90123,23,14,204,0.19607,1116.1358,24,48,16,25,0,0,1,4,0.52
2024,2,8477942,Kevin Fiala,Fiala,LAK,L,L,82,29,44,73,0.89024,1,62,225,0.12888,1082.1341,18,43,11,30,0,0,1,2,0.26315
2024,2,8479323,Adam Fox,Fox,NYR,D,R,72,17,56,73,1.01388,21,36,137,0.12408,1406.6111,10,38,6,33,1,2,1,5,NA
2024,2,8477409,Carter Verhaeghe,Verhaeghe,FLA,C,L,76,34,38,72,0.94736,17,36,246,0.13821,1077.75,26,51,8,21,0,0,1,7,0.44047
2024,2,8482078,Lucas Raymond,Raymond,DET,L,R,82,31,41,72,0.87804,-12,30,163,0.19018,1065.1951,25,56,6,16,0,0,3,4,0.4
2024,2,8476459,Mika Zibanejad,Zibanejad,NYR,C,R,81,26,46,72,0.88888,15,30,221,0.11764,1184.6296,12,35,12,31,2,6,2,3,0.4928
2024,2,8476460,Mark Scheifele,Scheifele,WPG,C,R,74,25,47,72,0.97297,19,57,154,0.16233,1211.1351,19,54,6,18,0,0,1,4,0.48124
2024,2,8471685,Anze Kopitar,Kopitar,LAK,C,L,81,26,44,70,0.86419,11,22,133,0.19548,1179.4938,16,44,9,23,1,3,0,6,0.55064
2024,2,8482116,Tim Stützle,Stützle,OTT,C,L,75,18,52,70,0.93333,-17,28,192,0.09375,1267.1066,17,50,1,20,0,0,2,2,0.46679
2024,2,8480865,Noah Dobson,Dobson,NYI,D,R,79,10,60,70,0.88607,12,36,174,0.05747,1470.5696,9,45,1,24,0,1,0,4,NA
2024,2,8476539,Jonathan Marchessault,Marchessault,VGK,R,R,82,42,27,69,0.84146,-2,40,266,0.15789,1073.6951,34,52,8,17,0,0,2,5,0.25
2024,2,8475754,Brock Nelson,Nelson,NYI,C,L,82,34,35,69,0.84146,-5,28,250,0.136,1085.0121,24,48,9,19,1,2,1,2,0.45235
2024,2,8477946,Dylan Larkin,Larkin,DET,C,L,68,33,36,69,1.0147,5,39,221,0.14932,1210.3529,17,41,14,26,2,2,2,5,0.55375
2024,2,8481557,Matt Boldy,Boldy,MIN,L,L,75,29,40,69,0.92,5,48,227,0.12775,1134.6666,19,44,10,25,0,0,1,7,0.42045
2024,2,8475158,Ryan O'Reilly,O'Reilly,NSH,C,L,82,26,43,69,0.84146,6,18,180,0.14444,1185.9512,12,41,14,28,0,0,0,1,0.53906
2024,2,8477504,Josh Morrissey,Morrissey,WPG,D,L,81,10,59,69,0.85185,34,44,196,0.05102,1450.9382,8,50,2,19,0,0,0,1,NA
2024,2,8477500,Bo Horvat,Horvat,NYI,C,L,81,33,35,68,0.8395,-1,39,248,0.13306,1181.6296,22,48,10,18,1,2,3,6,0.53911
2024,2,8478439,Travis Konecny,Konecny,PHI,R,R,76,33,35,68,0.89473,4,67,244,0.13524,1190.421,23,52,4,9,6,7,0,5,0.40206
2024,2,8478403,Jack Eichel,Eichel,VGK,C,R,63,31,37,68,1.07936,4,27,278,0.11151,1231.1904,20,44,11,22,0,2,2,7,0.45484
2024,2,8482093,Seth Jarvis,Jarvis,CAR,R,R,81,33,34,67,0.82716,23,14,176,0.1875,1125,18,44,13,20,2,3,1,9,0.44602
2024,2,8479385,Jordan Kyrou,Kyrou,STL,R,R,82,31,36,67,0.81707,-12,22,251,0.1235,1099.9024,23,46,8,21,0,0,0,4,0.33333
2024,2,8473419,Brad Marchand,Marchand,BOS,L,L,82,29,38,67,0.81707,2,78,207,0.14009,1146.1097,19,37,7,26,3,4,2,6,0.43636
2024,2,8470794,Joe Pavelski,Pavelski,DAL,C,R,82,27,40,67,0.81707,12,20,194,0.13917,1008.5609,16,46,11,21,0,0,1,4,0.51079
2024,2,8471215,Evgeni Malkin,Malkin,PIT,C,L,82,27,40,67,0.81707,5,70,199,0.13567,1115.0731,21,49,6,18,0,0,0,2,0.48564
2024,2,8478440,Dylan Strome,Strome,WSH,C,L,82,27,40,67,0.81707,-13,22,169,0.15976,1077,21,45,6,22,0,0,3,5,0.52803
2024,2,8479337,Alex DeBrincat,DeBrincat,DET,R,R,82,27,40,67,0.81707,1,34,237,0.11392,1073.5243,16,48,11,19,0,0,0,1,0.42105
2024,2,8480002,Nico Hischier,Hischier,NJD,C,L,71,27,40,67,0.94366,-5,12,182,0.14835,1168.9295,20,49,6,17,1,1,0,4,0.56596
2024,2,8476454,Ryan Nugent-Hopkins,Nugent-Hopkins,EDM,C,L,80,18,49,67,0.8375,10,36,183,0.09836,1177.45,14,38,4,26,0,3,0,3,0.47967
2024,2,8480208,Drake Batherson,Batherson,OTT,R,R,82,28,38,66,0.80487,-9,42,196,0.14285,1090.4024,21,44,7,22,0,0,1,4,0.4086
2024,2,8482740,Wyatt Johnston,Johnston,DAL,C,R,82,32,33,65,0.79268,14,38,216,0.14814,1020.1463,26,52,3,10,3,3,0,3,0.50157
2024,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,79,31,34,65,0.82278,-22,20,272,0.11397,1153.2658,18,37,13,28,0,0,1,5,0
2024,2,8478449,Roope Hintz,Hintz,DAL,C,L,80,30,35,65,0.8125,26,22,182,0.16483,1034.3875,19,42,8,19,3,4,2,6,0.56183
2024,2,8475166,John Tavares,Tavares,TOR,C,L,80,29,36,65,0.8125,2,30,279,0.10394,1071.9,20,45,9,20,0,0,1,6,0.59319
2024,2,8481540,Cole Caufield,Caufield,MTL,R,R,82,28,37,65,0.79268,-4,16,314,0.08917,1165.2317,19,44,9,21,0,0,3,7,0.4375
2024,2,8475168,Matt Duchene,Duchene,DAL,C,L,80,25,40,65,0.8125,15,20,172,0.14534,1005.975,19,49,6,16,0,0,2,7,0.56514
2024,2,8478493,Joel Eriksson Ek,Eriksson Ek,MIN,C,L,77,30,34,64,0.83116,18,60,267,0.11235,1231.6493,17,42,12,21,1,1,0,5,0.49687
2024,2,8473512,Claude Giroux,Giroux,OTT,R,R,82,21,43,64,0.78048,-14,26,183,0.11475,1205.5243,16,42,3,19,2,3,1,2,0.57986
2024,2,8477402,Pavel Buchnevich,Buchnevich,STL,L,L,80,27,36,63,0.7875,3,48,207,0.13043,1189.475,17,42,8,18,2,3,2,5,0.37378
2024,2,8475692,Mats Zuccarello,Zuccarello,MIN,R,L,69,12,51,63,0.91304,-5,30,173,0.06936,1133.5507,7,30,5,33,0,0,0,1,0.375
2024,2,8477955,Jared McCann,McCann,SEA,L,L,80,29,33,62,0.775,-10,31,216,0.13425,1005.6625,18,37,9,23,2,2,1,3,0.47882
2024,2,8476875,Mike Matheson,Matheson,MTL,D,L,82,11,51,62,0.75609,-24,58,187,0.05882,1533.1707,4,32,5,28,2,2,0,0,NA
2024,2,8478398,Kyle Connor,Connor,WPG,L,L,65,34,27,61,0.93846,-6,6,221,0.15384,1183.4769,29,42,5,19,0,0,3,10,0.28571
2024,2,8477940,Nikolaj Ehlers,Ehlers,WPG,L,L,82,25,36,61,0.7439,27,29,233,0.10729,952.4268,25,54,0,7,0,0,1,7,0.26666
2024,2,8477951,Nick Schmaltz,Schmaltz,ARI,C,R,79,22,39,61,0.77215,-16,10,158,0.13924,1150.6708,11,39,10,21,1,1,1,3,0.41
2024,2,8484144,Connor Bedard,Bedard,CHI,C,R,68,22,39,61,0.89705,-44,28,206,0.10679,1187,18,40,4,21,0,0,1,2,0.38909
2024,2,8478366,Frank Vatrano,Vatrano,ANA,R,L,82,37,23,60,0.7317,-20,85,272,0.13602,1100.6829,21,36,13,20,3,4,2,7,0.33333
2024,2,8476448,William Karlsson,Karlsson,VGK,C,L,70,30,30,60,0.85714,15,22,175,0.17142,1056.1,22,43,7,15,1,2,0,2,0.56217
2024,2,8475745,Charlie Coyle,Coyle,BOS,C,R,82,25,35,60,0.7317,-2,38,147,0.17006,1083.9878,17,44,7,11,1,5,0,5,0.51591
2024,2,8473994,Jamie Benn,Benn,DAL,L,L,82,21,39,60,0.7317,8,41,164,0.12804,907.1951,13,35,7,22,1,3,0,3,0.61235
2024,2,8475798,Mikael Granlund,Granlund,SJS,C,L,69,12,48,60,0.86956,-23,32,134,0.08955,1257.5652,11,36,1,23,0,1,1,1,0.46768
2024,2,8476346,Johnny Gaudreau,Gaudreau,CBJ,L,L,81,12,48,60,0.74074,-27,22,160,0.075,1128.7777,11,42,1,18,0,0,1,3,0
2024,2,8481068,Yegor Sharangovich,Sharangovich,CGY,C,L,82,31,28,59,0.71951,-29,8,179,0.17318,1038.8902,22,35,6,17,3,7,1,4,0.39002
2024,2,8477497,Sean Monahan,Monahan,"MTL,WPG",C,L,83,26,33,59,0.71084,-1,12,171,0.15204,1085.6506,15,36,9,21,2,2,0,5,0.54874
2024,2,8477949,Alex Tuch,Tuch,BUF,R,R,75,22,37,59,0.78666,9,54,192,0.11458,1170.2266,19,47,2,11,1,1,0,7,0.4
2024,2,8478401,Pavel Zacha,Zacha,BOS,C,L,78,21,38,59,0.75641,12,18,148,0.14189,1086.3974,15,44,6,15,0,0,1,6,0.54775
2024,2,8477416,Oliver Bjorkstrand,Bjorkstrand,SEA,R,R,82,20,39,59,0.71951,-20,12,186,0.10752,970.9756,12,34,8,25,0,0,0,3,0.32142
2024,2,8480839,Rasmus Dahlin,Dahlin,BUF,D,L,81,20,39,59,0.72839,-3,66,235,0.0851,1525.3456,14,39,6,20,0,0,1,2,NA
2024,2,8476853,Morgan Rielly,Rielly,TOR,D,L,72,7,51,58,0.80555,7,27,173,0.04046,1424.4722,6,38,1,20,0,0,0,0,NA
2024,2,8479675,Trevor Moore,Moore,LAK,L,L,82,31,26,57,0.69512,11,28,244,0.12704,1078.7926,27,48,2,7,2,2,0,5,0.29166
2024,2,8482109,Alexis Lafrenière,Lafrenière,NYR,L,L,82,28,29,57,0.69512,2,40,217,0.12903,1036.0243,26,51,2,6,0,0,1,5,0.25757
2024,2,8479999,Casey Mittelstadt,Mittelstadt,"BUF,COL",C,L,80,18,39,57,0.7125,10,32,127,0.14173,1063.775,15,48,3,9,0,0,0,1,0.47064
2024,2,8481711,Matias Maccelli,Maccelli,ARI,L,L,82,17,40,57,0.69512,-4,8,149,0.11409,974.0365,15,44,2,12,0,1,1,2,0.375
2024,2,8478460,Zach Werenski,Werenski,CBJ,D,L,70,11,46,57,0.81428,0,22,202,0.05445,1467.0857,9,45,2,12,0,0,0,0,NA
2024,2,8479420,Tage Thompson,Thompson,BUF,C,R,71,29,27,56,0.78873,-1,43,246,0.11788,1087.0845,18,38,9,16,2,2,0,3,0.43306
2024,2,8475810,Bryan Rust,Rust,PIT,R,R,62,28,28,56,0.90322,10,20,196,0.14285,1174.6935,24,46,3,9,1,1,1,3,0.25
2024,2,8477494,Jonathan Drouin,Drouin,COL,L,L,79,19,37,56,0.70886,12,28,127,0.1496,1091.1139,14,37,5,19,0,0,1,2,0.51764
2024,2,8474578,Erik Karlsson,Karlsson,PIT,D,R,82,11,45,56,0.68292,4,44,213,0.05164,1456.1097,9,39,2,17,0,0,2,4,NA
2024,2,8476906,Shayne Gostisbehere,Gostisbehere,DET,D,L,81,10,46,56,0.69135,-16,16,139,0.07194,1145.2469,8,27,2,29,0,0,0,2,NA
2024,2,8475726,Tyler Toffoli,Toffoli,"NJD,WPG",C,R,79,33,22,55,0.6962,-6,14,229,0.1441,1017.6075,22,37,11,18,0,0,1,4,0.38028
2024,2,8475765,Vladimir Tarasenko,Tarasenko,"OTT,FLA",R,L,76,23,32,55,0.72368,13,12,155,0.14838,944.2105,20,46,3,9,0,0,0,5,0.57142
2024,2,8482124,Quinton Byfield,Byfield,LAK,R,L,80,20,35,55,0.6875,19,42,161,0.12422,989.025,14,41,6,14,0,0,0,4,0.45555
2024,2,8478047,Michael Bunting,Bunting,"CAR,PIT",L,L,81,19,36,55,0.67901,-19,57,168,0.11309,941.1358,12,34,7,21,0,0,0,3,0.30434
2024,2,8475151,Kyle Palmieri,Palmieri,NYI,C,R,82,30,24,54,0.65853,-16,26,218,0.13761,1033.1829,20,34,10,20,0,0,1,8,0.38235
2024,2,8476399,Blake Coleman,Coleman,CGY,L,L,78,30,24,54,0.6923,19,76,191,0.15706,1027.9871,23,45,3,3,4,6,0,7,0.44927
2024,2,8478873,Troy Terry,Terry,ANA,R,R,76,20,34,54,0.71052,-10,24,172,0.11627,1097.2763,16,41,4,13,0,0,1,5,0.33333
2024,2,8480798,Philipp Kurashev,Kurashev,CHI,C,L,75,18,36,54,0.72,-44,23,128,0.14062,1141.1066,12,35,6,19,0,0,1,3,0.4635
2024,2,8480036,Miro Heiskanen,Heiskanen,DAL,D,L,71,9,45,54,0.76056,8,36,162,0.05555,1472.4225,7,33,2,21,0,0,0,2,NA
2024,2,8477501,Valeri Nichushkin,Nichushkin,COL,R,L,54,28,25,53,0.98148,5,22,158,0.17721,1281.0185,12,30,16,21,0,2,2,6,0.28571
2024,2,8480015,Owen Tippett,Tippett,PHI,R,R,78,28,25,53,0.67948,-5,12,289,0.09688,995.1666,23,45,5,8,0,0,1,4,0.42222
2024,2,8476882,Teuvo Teravainen,Teravainen,CAR,C,L,76,25,28,53,0.69736,15,10,142,0.17605,984.1052,15,32,9,17,1,4,0,4,0.47142
2024,2,8480039,Martin Necas,Necas,CAR,C,R,77,24,29,53,0.68831,-9,42,231,0.10389,1041.3766,16,40,8,13,0,0,2,3,0.34057
2024,2,8478975,Mason Marchment,Marchment,DAL,L,L,81,22,31,53,0.65432,22,54,150,0.14666,903.5555,16,42,6,11,0,0,0,3,0.44444
2024,2,8475913,Mark Stone,Stone,VGK,R,R,56,16,37,53,0.94642,1,22,117,0.13675,1164.4285,10,35,4,14,2,4,1,5,0
2024,2,8478414,Timo Meier,Meier,NJD,R,L,69,28,24,52,0.75362,-28,45,207,0.13526,1056.0869,18,35,10,17,0,0,1,4,0.48888
2024,2,8475794,Tyler Seguin,Seguin,DAL,C,R,68,25,27,52,0.7647,10,26,154,0.16233,992.8235,22,42,3,8,0,2,0,3,0.5625
2024,2,8477346,MacKenzie Weegar,Weegar,CGY,D,R,82,20,32,52,0.63414,2,51,208,0.09615,1375.817,17,35,3,15,0,2,1,2,NA
2024,2,8480830,Andrei Svechnikov,Svechnikov,CAR,R,L,59,19,33,52,0.88135,13,58,144,0.13194,1018.7796,14,35,5,17,0,0,0,8,0.5
2024,2,8476456,Jonathan Huberdeau,Huberdeau,CGY,L,L,81,12,40,52,0.64197,-29,49,143,0.08391,1045.3209,8,33,4,19,0,0,0,2,0.48387
2024,2,8474590,John Carlson,Carlson,WSH,D,R,82,10,42,52,0.63414,-7,40,176,0.05681,1553.5,4,31,6,21,0,0,0,5,NA
2024,2,8474641,Adam Henrique,Henrique,"ANA,EDM",C,L,82,24,27,51,0.62195,9,37,140,0.17142,1010.9512,17,36,5,10,2,5,0,4,0.53277
2024,2,8476905,Chandler Stephenson,Stephenson,VGK,C,L,75,16,35,51,0.68,-9,25,97,0.16494,1109.0133,10,35,4,13,2,3,0,4,0.52571
2024,2,8471724,Kris Letang,Letang,PIT,D,R,82,10,41,51,0.62195,13,62,164,0.06097,1481.3048,10,45,0,5,0,1,0,2,NA
2024,2,8482175,JJ Peterka,Peterka,BUF,R,L,82,28,22,50,0.60975,10,28,226,0.12389,983.5487,25,43,3,7,0,0,0,5,0.2
2024,2,8480797,Joel Farabee,Farabee,PHI,L,L,82,22,28,50,0.60975,-13,37,182,0.12087,971.1829,20,43,2,7,0,0,1,2,0.375
2024,2,8483515,Juraj Slafkovský,Slafkovský,MTL,L,L,82,20,30,50,0.60975,-19,55,152,0.13157,1076.1463,14,36,6,14,0,0,0,2,0.5
2024,2,8474563,Drew Doughty,Doughty,LAK,D,R,82,15,35,50,0.60975,15,44,135,0.11111,1547.6097,8,30,7,20,0,0,1,3,NA
2024,2,8478038,Devon Toews,Toews,COL,D,L,82,12,38,50,0.60975,28,18,159,0.07547,1405.7439,12,43,0,5,0,2,0,2,NA
2024,2,8477456,J.T. Compher,Compher,DET,L,R,77,19,29,48,0.62337,-5,34,108,0.17592,1163.2987,12,36,5,10,2,2,0,0,0.44754
2024,2,8479425,Filip Hronek,Hronek,VAN,D,R,81,5,43,48,0.59259,33,38,148,0.03378,1406.4814,3,37,2,11,0,0,0,0,NA
2024,2,8474141,Patrick Kane,Kane,DET,R,L,50,20,27,47,0.94,-5,16,147,0.13605,1102.58,18,32,2,15,0,0,3,7,NA
2024,2,8478856,Conor Garland,Garland,VAN,R,R,82,20,27,47,0.57317,19,35,200,0.1,872.3048,19,42,1,5,0,0,0,3,0.2
2024,2,8481528,Dylan Cozens,Cozens,BUF,C,R,79,18,29,47,0.59493,-4,42,200,0.09,1033.5316,13,34,2,10,3,3,1,1,0.45549
2024,2,8474102,David Perron,Perron,DET,L,R,76,17,30,47,0.61842,-12,55,151,0.11258,937.7368,10,30,7,17,0,0,0,4,0.47058
2024,2,8476479,Phillip Danault,Danault,LAK,C,L,78,17,30,47,0.60256,12,18,159,0.10691,1081.2692,14,36,3,9,0,2,0,2,0.51858
2024,2,8481581,Thomas Harley,Harley,DAL,D,L,79,15,32,47,0.59493,28,18,144,0.10416,1261.0126,13,37,1,9,1,1,3,3,NA
2024,2,8476869,Brady Skjei,Skjei,CAR,D,L,80,13,34,47,0.5875,15,40,185,0.07027,1276.6875,11,31,1,12,1,4,0,2,NA
2024,2,8478396,Noah Hanifin,Hanifin,"CGY,VGK",D,L,80,13,34,47,0.5875,19,24,164,0.07926,1416.8375,8,32,5,13,0,2,0,2,NA
2024,2,8479325,Charlie McAvoy,McAvoy,BOS,D,R,74,12,35,47,0.63513,4,86,133,0.09022,1490.7567,11,34,1,13,0,0,2,3,NA
2024,2,8477503,Max Domi,Domi,TOR,C,L,80,9,38,47,0.5875,10,118,137,0.06569,827.1,8,45,1,2,0,0,0,1,0.5
2024,2,8482684,Luke Hughes,Hughes,NJD,D,L,82,9,38,47,0.57317,-25,28,135,0.06666,1288.4146,5,22,4,25,0,0,1,1,NA
2024,2,8482122,Brock Faber,Faber,MIN,D,R,82,8,39,47,0.57317,-1,26,136,0.05882,1498.4512,5,31,3,16,0,0,0,1,NA
2024,2,8475784,Jeff Skinner,Skinner,BUF,L,L,74,24,22,46,0.62162,-2,34,211,0.11374,959.7702,16,34,8,12,0,0,1,3,0.41935
2024,2,8477426,Nick Paul,Paul,TBL,L,L,82,24,22,46,0.56097,-16,27,153,0.15686,1035.5975,15,32,9,14,0,0,0,2,0.54294
2024,2,8483808,Andrei Kuzmenko,Kuzmenko,"VAN,CGY",L,R,72,22,24,46,0.63888,-9,12,121,0.18181,893.0555,14,27,8,19,0,0,1,4,1
2024,2,8475170,Brayden Schenn,Schenn,STL,C,L,82,20,26,46,0.56097,-22,56,170,0.11764,1066.8536,15,33,4,12,1,1,2,3,0.49347
2024,2,8478407,Vince Dunn,Dunn,SEA,D,L,59,11,35,46,0.77966,8,78,120,0.09166,1385.2203,7,29,4,16,0,1,0,0,NA
2024,2,8475760,Nick Bjugstad,Bjugstad,ARI,C,R,76,22,23,45,0.5921,11,59,165,0.13333,1046.6842,19,38,2,6,1,1,1,2,0.49241
2024,2,8477451,Ryan Hartman,Hartman,MIN,R,R,74,21,24,45,0.6081,4,72,173,0.12138,991,16,35,5,10,0,0,0,3,0.46962
2024,2,8478519,Anthony Cirelli,Cirelli,TBL,C,L,79,20,25,45,0.56962,2,38,129,0.15503,1111.1265,15,36,3,7,2,2,1,3,0.49197
2024,2,8477964,Ivan Barbashev,Barbashev,VGK,L,L,82,19,26,45,0.54878,15,42,122,0.15573,966.7926,16,40,3,5,0,0,0,3,0.42528
2024,2,8478438,Thomas Novak,Novak,NSH,C,L,71,18,27,45,0.6338,-3,8,113,0.15929,852.0422,12,33,6,12,0,0,0,1,0.422
2024,2,8482667,William Eklund,Eklund,SJS,L,L,80,16,29,45,0.5625,-45,30,128,0.125,1119.725,8,28,8,16,0,1,2,5,0.31304
2024,2,8477021,Alexander Kerfoot,Kerfoot,ARI,C,L,82,13,32,45,0.54878,-15,26,103,0.12621,1046.0487,9,30,2,12,2,3,0,3,0.47795
2024,2,8475218,Mattias Ekholm,Ekholm,EDM,D,L,79,11,34,45,0.56962,44,47,177,0.06214,1262.962,8,41,2,3,1,1,0,3,NA
2024,2,8475169,Evander Kane,Kane,EDM,L,L,77,24,20,44,0.57142,-4,85,220,0.10909,1006.6103,21,36,2,7,1,1,1,3,0.47945
