"player_id","season","shot_vol_off_per60","shot_vol_def_per60"
"8465009",2022,-4.8804,-3.5166
"8466138",2022,2.9896,1.5525
"8469455",2022,2.9596,-0.8498
"8470281",2022,0.2929,-2.2775
"8470600",2022,0.6706,-1.353
"8470604",2022,-4.3663,-8.7205
"8470606",2022,0.0377,1.4142
"8470610",2022,3.7321,-2.1369
"8470612",2022,-1.6465,0.4243
"8470613",2022,-2.4005,-2.787
"8470619",2022,-3.5467,-2.3695
"8470621",2022,2.1083,0.4835
"8470626",2022,0.1972,1.2316
"8470638",2022,12.75,4.4855
"8470755",2022,-4.0232,-3.4637
"8470775",2022,-1.6941,-2.5545
"8470794",2022,3.863,-1.1783
"8470966",2022,2.2187,1.5507
"8471214",2022,3.8843,-2.1022
"8471215",2022,3.4792,2.2202
"8471217",2022,0.0207,1.5016
"8471218",2022,0.9236,0.6656
"8471228",2022,2.8236,2.5868
"8471260",2022,-1.2777,1.8432
"8471274",2022,1.6825,-1.3193
"8471284",2022,-1.7785,-3.085
"8471303",2022,6.1697,-0.6138
"8471669",2022,1.6753,2.4943
"8471675",2022,3.4709,0.2197
"8471677",2022,-5.2828,-3.6169
"8471685",2022,2.9884,0.985
"8471686",2022,-3.2494,-0.2138
"8471698",2022,-3.6107,-1.589
"8471699",2022,1.5196,1.4684
"8471707",2022,-1.1832,3.0443
"8471709",2022,-4.6104,-0.5533
"8471724",2022,1.8669,1.8532
"8471729",2022,-2.2597,-3.0011
"8471735",2022,3.2695,-2.4761
"8471794",2022,2.5011,-0.309
"8471817",2022,-8.8415,3.3451
"8471873",2022,-3.7852,-1.6109
"8471887",2022,6.562,1.0101
"8472382",2022,-4.4097,-4.2339
"8473415",2022,-0.9317,0.6311
"8473419",2022,1.1932,3.6847
"8473422",2022,2.3943,4.0817
"8473446",2022,2.7984,-3.8197
"8473449",2022,0.3402,0.4047
"8473453",2022,-3.3606,-1.105
"8473463",2022,-0.8791,-0.7563
"8473473",2022,4.2688,2.5143
"8473504",2022,-3.6066,3.9648
"8473507",2022,3.951,1.4364
"8473512",2022,6.1062,3.4744
"8473533",2022,1.5394,3.3033
"8473544",2022,1.7855,0.5232
"8473548",2022,0.1881,-1.1571
"8473563",2022,-4.276,-3.9535
"8473604",2022,3.5294,-1.575
"8473618",2022,-1.817,-2.6781
"8473986",2022,1.6614,-0.7235
"8473994",2022,1.3152,-8.5188
"8474009",2022,-6.1188,-5.6423
"8474013",2022,0.2265,3.9059
"8474027",2022,-4.8023,-1.2291
"8474031",2022,-0.8114,-3.9864
"8474034",2022,-0.2302,5.1591
"8474037",2022,-1.1358,0.4059
"8474038",2022,-1.3208,-2.4665
"8474040",2022,1.3439,0.7079
"8474053",2022,1.9767,-3.8005
"8474056",2022,3.706,-0.6958
"8474062",2022,-4.5059,2.744
"8474066",2022,-1.9593,0.12
"8474068",2022,-1.2804,0.1555
"8474089",2022,-2.9726,-0.6044
"8474090",2022,-0.5128,1.6166
"8474098",2022,-0.7246,0.9539
"8474102",2022,2.3768,3.3258
"8474141",2022,1.4083,4.6693
"8474145",2022,-3.8339,1.4119
