season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2015,2,2,New York Islanders,82,2685,32.166,1323,15.8508,774,9.27,841,10.0728,1043,5127,1313,0.52753,9,2925.7317
2015,2,26,Los Angeles Kings,82,2630,31.6152,992,11.9232,375,4.5072,748,8.9892,1109,4889,1244,0.553594,6,2900.08536
2015,2,10,Toronto Maple Leafs,82,2545,30.6,1175,14.1264,755,9.0756,661,7.9452,938,4422,1087,0.46428,8,2812.42682
2015,2,4,Philadelphia Flyers,82,2511,30.0024,1248,14.9112,413,4.932,540,6.4512,940,4628,1275,0.492985,8,2867.45121
2015,2,29,Columbus Blue Jackets,82,2510,30.1284,1080,12.9636,485,5.8212,453,5.436,823,4214,1025,0.473352,11,2825.03658
2015,2,5,Pittsburgh Penguins,82,2495,29.9304,1094,13.122,441,5.2884,557,6.6816,917,4675,1164,0.52803,6,2813.9878
2015,2,53,Arizona Coyotes,82,2489,29.8944,1271,15.264,490,5.8824,486,5.8356,992,4619,1234,0.486435,4,2890.5
2015,2,52,Winnipeg Jets,82,2409,28.8504,1120,13.4136,536,6.4188,714,8.55,962,4689,1288,0.525196,9,2775.01219
2015,2,15,Washington Capitals,82,2335,28.008,1271,15.246,589,7.0632,653,7.83,1060,4735,1256,0.51362,11,2866.41463
2015,2,24,Anaheim Ducks,82,2300,27.5832,1162,13.9356,479,5.742,713,8.55,1120,4719,1141,0.51252,12,2881.96341
2015,2,9,Ottawa Senators,82,2279,27.2016,1045,12.474,648,7.7328,675,8.0568,973,4812,1300,0.502524,12,2821.92682
2015,2,13,Florida Panthers,82,2268,27.09,1001,11.9556,487,5.814,451,5.3856,880,4454,1058,0.512534,7,2874.02439
2015,2,7,Buffalo Sabres,82,2204,26.4996,1534,18.4428,379,4.554,481,5.7816,656,3446,806,0.375313,4,2916.19512
2015,2,6,Boston Bruins,82,2112,25.2144,1047,12.4992,487,5.814,573,6.84,1004,4817,1267,0.517341,8,2935.45121
2015,2,21,Colorado Avalanche,82,2018,24.1416,1391,16.6392,664,7.9416,510,6.0984,767,4087,1034,0.431578,6,2886.68292
2015,2,22,Edmonton Oilers,82,1979,23.724,1205,14.4468,598,7.1676,839,10.0584,937,4492,1224,0.480382,8,2963.79268
2015,2,12,Carolina Hurricanes,82,1953,23.4396,1090,13.0824,746,8.9532,682,8.1828,1025,4848,1299,0.52417,8,2953.4878
2015,2,28,San Jose Sharks,82,1930,23.2452,1292,15.5592,624,7.5132,891,10.728,1099,5096,1406,0.512527,19,2915
2015,2,3,New York Rangers,82,1913,23.0328,1159,13.9536,667,8.028,736,8.8596,896,4620,1142,0.494626,12,2924.92682
2015,2,19,St. Louis Blues,82,1847,22.1472,1173,14.0652,532,6.3792,391,4.6872,993,4620,1092,0.517385,10,2874.37804
2015,2,20,Calgary Flames,82,1782,21.42,1557,18.7164,814,9.7848,864,10.386,890,4387,1245,0.444296,12,2935.40243
2015,2,14,Tampa Bay Lightning,82,1759,21.204,1098,13.2336,529,6.3756,632,7.6176,928,4507,1151,0.530381,12,2818.12195
2015,2,8,Montréal Canadiens,82,1696,20.322,1406,16.8444,456,5.4612,750,8.9856,905,4527,1288,0.485155,13,2868.7439
2015,2,18,Nashville Predators,82,1691,20.25,1180,14.13,529,6.3324,605,7.2432,1018,4882,1250,0.528131,5,2880.71951
2015,2,25,Dallas Stars,82,1657,19.9728,1247,15.03,645,7.7724,787,9.486,1191,5103,1354,0.521756,9,2818.5
2015,2,1,New Jersey Devils,82,1646,19.7568,1042,12.5064,453,5.436,593,7.1172,776,3702,918,0.471725,9,2885.80487
2015,2,23,Vancouver Canucks,82,1582,19.0584,1216,14.6484,501,6.0336,647,7.794,900,4428,1075,0.49548,21,2862.5
2015,2,17,Detroit Red Wings,82,1569,18.7596,908,10.8576,415,4.9608,567,6.7788,921,4499,1149,0.534617,12,2788.28048
2015,2,16,Chicago Blackhawks,82,1357,16.3008,1040,12.492,593,7.1208,612,7.3512,936,5109,1396,0.535881,12,2912.71951
2015,2,30,Minnesota Wild,82,1323,15.9588,1233,14.8716,585,7.056,473,5.706,955,4593,1116,0.510421,9,2871.01219
