season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2015,2,8471679,Carey Price,Price,MTL,L,66,66,44,16,6,NA,130,1.96149,1823,1953,0.93343,9,238593,0,1,1,4
2015,2,8471469,Pekka Rinne,Rinne,NSH,L,64,64,41,17,6,NA,140,2.18137,1667,1807,0.92252,4,231047,0,1,1,8
2015,2,8474651,Braden Holtby,Holtby,WSH,L,73,72,41,20,10,NA,157,2.21778,1887,2044,0.92318,9,254849,0,2,2,2
2015,2,8471750,Ben Bishop,Bishop,TBL,L,62,60,40,13,5,NA,136,2.31884,1484,1620,0.91604,4,211140,0,4,4,4
2015,2,8470860,Jaroslav Halak,Halak,NYI,L,59,59,38,17,4,NA,144,2.43383,1529,1673,0.91392,6,212997,0,1,1,2
2015,2,8471227,Devan Dubnyk,Dubnyk,"ARI,MIN",L,58,55,36,14,4,NA,115,2.07319,1510,1625,0.92923,6,199692,0,2,2,2
2015,2,8471734,Jonathan Quick,Quick,LAK,L,72,71,36,22,13,NA,156,2.23696,1740,1896,0.91772,6,251055,0,1,1,18
2015,2,8475883,Frederik Andersen,Andersen,ANA,L,54,53,35,12,5,NA,123,2.37626,1313,1436,0.91434,3,186343,0,3,3,4
2015,2,8470140,Kari Lehtonen,Lehtonen,DAL,L,65,65,34,17,10,NA,181,2.93697,1694,1875,0.90346,5,221861,0,3,3,2
2015,2,8470594,Marc-Andre Fleury,Fleury,PIT,L,64,64,34,20,9,NA,146,2.31931,1685,1831,0.92026,10,226619,0,1,1,6
2015,2,8471695,Tuukka Rask,Rask,BOS,L,70,67,34,21,13,NA,156,2.3037,1855,2011,0.92242,3,243781,0,0,0,8
2015,2,8470645,Corey Crawford,Crawford,CHI,L,57,57,32,20,5,NA,126,2.268,1535,1661,0.92414,2,200000,0,1,1,8
2015,2,8474550,Antti Niemi,Niemi,SJS,L,61,61,31,23,7,NA,155,2.59204,1656,1811,0.91441,5,215274,0,3,3,0
