season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2015,2,8473994,Jamie Benn,Benn,DAL,L,L,82,35,52,87,1.06097,1,64,253,0.13833,1196.878,23,59,10,23,2,5,0,6,0.51736
2015,2,8475166,John Tavares,Tavares,NYI,C,L,82,38,48,86,1.04878,5,46,278,0.13669,1240.3902,25,54,13,31,0,1,4,8,0.52219
2015,2,8471675,Sidney Crosby,Crosby,PIT,C,L,77,28,56,84,1.0909,5,47,237,0.11814,1198.2467,18,53,10,31,0,0,1,3,0.49906
2015,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,81,53,28,81,1,10,58,395,0.13417,1219.5555,28,47,25,34,0,0,0,11,0.4
2015,2,8474161,Jakub Voracek,Voracek,PHI,R,L,82,22,59,81,0.9878,1,78,221,0.09954,1115.5853,11,48,11,33,0,0,2,3,0.66666
2015,2,8473563,Nicklas Backstrom,Backstrom,WSH,C,L,82,18,60,78,0.95121,5,40,153,0.11764,1231.8048,15,45,3,33,0,0,1,3,0.53573
2015,2,8475794,Tyler Seguin,Seguin,DAL,C,R,71,37,40,77,1.0845,-1,22,280,0.13214,1173.0704,24,48,13,29,0,0,0,5,0.53816
2015,2,8470201,Jiri Hudler,Hudler,CGY,R,L,78,31,45,76,0.97435,17,14,158,0.1962,1080.5641,25,60,6,16,0,0,1,5,0.45652
2015,2,8467875,Daniel Sedin,Sedin,VAN,L,L,82,20,56,76,0.92682,5,18,226,0.08849,1101.4146,16,51,4,25,0,0,3,5,0.4
2015,2,8475765,Vladimir Tarasenko,Tarasenko,STL,R,L,77,37,36,73,0.94805,27,31,264,0.14015,1057.4805,29,55,8,18,0,0,2,6,0
2015,2,8473422,Nick Foligno,Foligno,CBJ,L,L,79,31,42,73,0.92405,16,50,182,0.17032,1129.7848,20,47,11,26,0,0,1,3,0.47528
2015,2,8473512,Claude Giroux,Giroux,PHI,R,R,81,25,48,73,0.90123,-3,36,279,0.0896,1233.9012,11,36,14,37,0,0,2,4,0.56602
2015,2,8467876,Henrik Sedin,Sedin,VAN,C,L,82,18,55,73,0.89024,11,22,101,0.17821,1116.7073,13,48,5,25,0,0,0,0,0.44984
2015,2,8474564,Steven Stamkos,Stamkos,TBL,C,R,82,43,29,72,0.87804,2,49,268,0.16044,1162.0609,30,47,13,25,0,0,0,6,0.49734
2015,2,8474870,Tyler Johnson,Johnson,TBL,C,R,77,29,43,72,0.93506,33,24,203,0.14285,1034.2987,21,55,8,17,0,0,2,6,0.48685
2015,2,8475793,Ryan Johansen,Johansen,CBJ,C,R,82,26,45,71,0.86585,-6,40,202,0.12871,1170.1341,17,43,7,26,2,2,0,0,0.51953
2015,2,8470794,Joe Pavelski,Pavelski,SJS,C,R,82,37,33,70,0.85365,12,29,261,0.14176,1207.5,18,39,19,31,0,0,0,5,0.55972
2015,2,8471215,Evgeni Malkin,Malkin,PIT,C,L,69,28,42,70,1.01449,-2,60,212,0.13207,1138.4637,19,44,9,26,0,0,1,4,0.42649
2015,2,8470612,Ryan Getzlaf,Getzlaf,ANA,C,R,77,25,45,70,0.90909,15,62,191,0.13089,1205.935,22,55,3,13,0,2,2,6,0.506
2015,2,8470041,Rick Nash,Nash,NYR,L,L,79,42,27,69,0.87341,29,36,304,0.13815,1047.1772,32,52,6,12,4,5,0,8,0.5
2015,2,8474157,Max Pacioretty,Pacioretty,MTL,L,L,80,37,30,67,0.8375,38,32,302,0.12251,1163.6375,27,51,7,11,3,5,2,10,0.22222
2015,2,8474053,Logan Couture,Couture,SJS,C,L,82,27,40,67,0.81707,-6,12,263,0.10266,1144.3414,19,41,6,24,2,2,0,4,0.48181
2015,2,8473604,Jonathan Toews,Toews,CHI,C,L,81,28,38,66,0.81481,30,36,192,0.14583,1173.7777,20,46,6,17,2,3,1,7,0.56537
2015,2,8474578,Erik Karlsson,Karlsson,OTT,D,R,82,21,45,66,0.80487,7,42,292,0.07191,1635.3048,15,36,6,30,0,0,1,3,NA
2015,2,8468083,Henrik Zetterberg,Zetterberg,DET,C,L,77,17,49,66,0.85714,-6,32,227,0.07488,1146.6623,13,38,4,28,0,0,1,3,0.50845
2015,2,8476453,Nikita Kucherov,Kucherov,TBL,R,L,82,29,36,65,0.79268,38,37,191,0.15183,897.0609,27,50,2,15,0,0,0,2,0
2015,2,8467514,Pavel Datsyuk,Datsyuk,DET,C,L,63,26,39,65,1.03174,12,8,165,0.15757,1143.0793,18,41,8,24,0,0,1,5,0.53565
2015,2,8466138,Joe Thornton,Thornton,SJS,C,L,78,16,49,65,0.83333,-4,30,131,0.12213,1105.4487,12,43,4,22,0,0,0,0,0.5801
2015,2,8474141,Patrick Kane,Kane,CHI,R,L,61,27,37,64,1.04918,10,10,186,0.14516,1191.0491,21,42,6,22,0,0,0,5,0.42857
