"player_id","gp_onice","shots_5v5","ga_5v5","shots_pk","ga_pk","xg_faced","sv_pct_5v5","sv_pct_pk","actual_ga_tracked","gsax"
"8475883",67,2558,124,363,40,0,0.9515,0.8898,164,NA
"8471679",66,2118,116,376,28,0,0.9452,0.9255,144,NA
"8471695",70,2112,108,408,29,0,0.9489,0.9289,137,NA
"8474651",66,2330,126,377,43,0,0.9459,0.8859,169,NA
"8470860",40,1233,57,237,27,0,0.9538,0.8861,84,NA
"8474593",60,2079,122,343,30,0,0.9413,0.9125,152,NA
"8469608",47,1394,89,247,29,0,0.9362,0.8826,118,NA
"8474889",82,2488,182,409,39,0,0.9268,0.9046,221,NA
"8476434",58,2003,99,413,35,0,0.9506,0.9153,134,NA
"8475622",50,1692,107,277,23,0,0.9368,0.917,130,NA
"8468685",52,1808,102,349,43,0,0.9436,0.8768,145,NA
"8471469",62,1892,101,335,33,0,0.9466,0.9015,134,NA
"8476899",54,1878,94,280,29,0,0.9499,0.8964,123,NA
"8471306",44,1304,59,221,24,0,0.9548,0.8914,83,NA
"8475852",51,1506,78,302,36,0,0.9482,0.8808,114,NA
"8467950",50,1850,125,299,26,0,0.9324,0.913,151,NA
"8470320",33,1181,72,188,31,0,0.939,0.8351,103,NA
"8476914",27,761,50,91,12,0,0.9343,0.8681,62,NA
"8470657",55,1874,103,346,41,0,0.945,0.8815,144,NA
"8476945",69,2374,138,450,44,0,0.9419,0.9022,182,NA
"8474596",47,1367,86,262,25,0,0.9371,0.9046,111,NA
"8477293",12,401,19,76,6,0,0.9526,0.9211,25,NA
"8471750",59,1991,94,300,17,0,0.9528,0.9433,111,NA
"8471227",67,2079,120,376,28,0,0.9423,0.9255,148,NA
"8473575",49,1546,92,339,34,0,0.9405,0.8997,126,NA
"8470880",26,807,48,147,16,0,0.9405,0.8912,64,NA
"8470594",68,2099,123,420,38,0,0.9414,0.9095,161,NA
"8476876",21,669,44,99,14,0,0.9342,0.8586,58,NA
"8475683",72,2398,139,276,23,0,0.942,0.9167,162,NA
"8470147",38,1256,66,182,20,0,0.9475,0.8901,86,NA
"8471734",46,1553,108,227,28,0,0.9305,0.8767,136,NA
"8476883",57,1887,101,380,29,0,0.9465,0.9237,130,NA
"8466141",43,1391,93,171,13,0,0.9331,0.924,106,NA
"8473503",36,983,65,154,18,0,0.9339,0.8831,83,NA
"8475660",35,1134,72,175,28,0,0.9365,0.84,100,NA
"8476234",41,1356,92,198,21,0,0.9322,0.8939,113,NA
"8477424",32,983,54,194,15,0,0.9451,0.9227,69,NA
"8480382",33,1160,70,211,14,0,0.9397,0.9336,84,NA
"8476343",20,713,45,65,6,0,0.9369,0.9077,51,NA
"8475789",31,985,46,177,11,0,0.9533,0.9379,57,NA
"8473541",35,1133,73,190,13,0,0.9356,0.9316,86,NA
"8477237",2,42,6,5,1,0,0.8571,0.8,7,NA
"8475215",54,1783,81,266,22,0,0.9546,0.9173,103,NA
"8477180",27,697,47,149,20,0,0.9326,0.8658,67,NA
"8475831",49,1511,79,303,29,0,0.9477,0.9043,108,NA
"8475717",17,430,31,75,12,0,0.9279,0.84,43,NA
"8477831",27,835,51,136,15,0,0.9389,0.8897,66,NA
"8479193",36,1120,60,187,17,0,0.9464,0.9091,77,NA
"8475195",36,1274,73,177,20,0,0.9427,0.887,93,NA
"8479496",45,1363,68,230,24,0,0.9501,0.8957,92,NA
"8469514",3,27,3,14,2,0,0.8889,0.8571,5,NA
"8474550",17,566,42,107,16,0,0.9258,0.8505,58,NA
"8471418",42,1320,65,247,22,0,0.9508,0.9109,87,NA
"8468011",20,639,33,121,13,0,0.9484,0.8926,46,NA
"8476999",37,1242,78,162,18,0,0.9372,0.8889,96,NA
"8473434",19,455,38,88,8,0,0.9165,0.9091,46,NA
"8476316",21,694,30,133,12,0,0.9568,0.9098,42,NA
"8471774",20,579,35,119,15,0,0.9396,0.8739,50,NA
"8474636",9,266,19,46,5,0,0.9286,0.8913,24,NA
"8475839",26,825,53,156,15,0,0.9358,0.9038,68,NA
"8475311",55,1870,98,273,19,0,0.9476,0.9304,117,NA
"8470645",39,1245,79,243,21,0,0.9365,0.9136,100,NA
"8473607",7,191,18,38,6,0,0.9058,0.8421,24,NA
"8475156",55,1710,105,293,31,0,0.9386,0.8942,136,NA
"8474152",8,278,24,32,3,0,0.9137,0.9062,27,NA
"8471239",26,798,52,121,9,0,0.9348,0.9256,61,NA
"8470093",11,317,28,61,4,0,0.9117,0.9344,32,NA
"8480112",1,11,1,0,0,0,0.9091,NA,1,NA
"8477361",11,372,13,74,12,0,0.9651,0.8378,25,NA
"8473614",1,35,4,3,2,0,0.8857,0.3333,6,NA
"8479312",2,33,5,5,1,0,0.8485,0.8,6,NA
"8479016",2,24,1,1,0,0,0.9583,1,1,NA
"8477465",2,72,6,0,0,0,0.9167,NA,6,NA
"8476932",18,521,33,75,9,0,0.9367,0.88,42,NA
"8478499",13,380,26,62,5,0,0.9316,0.9194,31,NA
"8475277",3,127,11,10,0,0,0.9134,1,11,NA
"8476444",2,15,1,2,0,0,0.9333,1,1,NA
"8476412",58,1769,79,261,28,0,0.9553,0.8927,107,NA
"8478406",23,753,40,120,9,0,0.9469,0.925,49,NA
"8479394",31,1053,66,128,9,0,0.9373,0.9297,75,NA
"8480420",16,559,33,96,10,0,0.941,0.8958,43,NA
"8480925",2,37,2,5,0,0,0.9459,1,2,NA
"8477405",4,144,9,15,3,0,0.9375,0.8,12,NA
"8477967",9,325,21,51,4,0,0.9354,0.9216,25,NA
"8477968",1,32,2,6,0,0,0.9375,1,2,NA
"8476509",1,38,4,7,0,0,0.8947,1,4,NA
"8479294",5,160,6,34,3,0,0.9625,0.9118,9,NA
"8480022",1,32,7,5,0,0,0.7812,1,7,NA
"8478470",11,337,24,37,5,0,0.9288,0.8649,29,NA
"8477480",1,34,5,1,0,0,0.8529,1,5,NA
"8478916",1,48,3,4,2,0,0.9375,0.5,5,NA
"8479292",1,52,5,5,0,0,0.9038,1,5,NA
"8480363",1,13,1,1,1,0,0.9231,0,2,NA
