"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"OTT",2019,0.00103592008406955,0.00260033494421064
"TBL",2019,0.00131418595190711,0.00220077040675041
"TOR",2019,0.00262101901096353,0.000277828418349144
"MIN",2019,0.000297539925781682,0.00211836235060667
"PIT",2019,0.00100185041796803,0.00074857113264402
"COL",2019,0.000179240490047214,0.00148390597725341
"NYI",2019,0.00295116346144144,-0.00176200693910973
"BOS",2019,-0.000916657815020194,0.0017923268629845
"EDM",2019,0.00114987967541901,-0.000530130916269809
"WSH",2019,0.000138770279659006,1.26346893533493e-05
"DAL",2019,-0.000418133461890709,0.000504691354100171
"LAK",2019,-0.000372506666055681,0.000307152361701353
"STL",2019,0.000436551044228586,-0.000590218406209058
"FLA",2019,-0.000881638945677103,0.000681163608212722
"WPG",2019,-0.000323067852815103,2.55497910350323e-05
"VGK",2019,-0.000232526421704315,-0.00012271046614054
"NSH",2019,-0.000938378146419721,0.000571347924227459
"DET",2019,0.000992393942061589,-0.00154336941986151
"BUF",2019,-0.00145364772281826,0.000852208501969603
"NYR",2019,0.000569611169836729,-0.00126652801383842
"CGY",2019,-2.51110714607356e-05,-0.000794477063847543
"SJS",2019,0.00101764158945209,-0.00192582029760827
"CHI",2019,0.000133007444404135,-0.00112550676866182
"PHI",2019,-0.000159885908153813,-0.000879270562805266
"CBJ",2019,-0.00118608849310374,9.23548720938755e-05
"CAR",2019,-0.000141068307422312,-0.00128006375748016
"VAN",2019,-0.00100351205132344,-0.000502027588973912
"ARI",2019,-0.00195697496823902,0.000332815255658077
"NJD",2019,-0.000712894659919782,-0.00106722324561375
"MTL",2019,-0.00238039540074011,0.000358984282507538
"ANA",2019,-0.000767065943424179,-0.00157223805021567
