"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"COL",2021,0.00112515750202558,0.00139991626938102
"NYI",2021,0.00241245726851357,-0.000145372596466797
"TOR",2021,0.00162367875888325,8.31659959796022e-05
"EDM",2021,0.00288205154532323,-0.00149694148195738
"BOS",2021,-0.000898365936266141,0.00218852792447527
"CAR",2021,0.000462915105009924,0.000747012506154979
"SJS",2021,-0.000230210652811069,0.00128041756033601
"LAK",2021,0.000494495098465118,0.000381049576022767
"CHI",2021,0.0013406780776849,-0.000467763704688191
"TBL",2021,0.000890131401727551,-0.000141396350502556
"BUF",2021,-0.000637400460300665,0.00130010986598682
"MIN",2021,-0.00103874037150579,0.00156017473532175
"FLA",2021,9.19747255824705e-05,0.00032664472657988
"DAL",2021,0.000434719891369377,-0.000229230876535742
"MTL",2021,-0.000673114893857622,0.000704354334285594
"DET",2021,0.00032907885516327,-0.000315533734163409
"NYR",2021,-0.000194981157098462,-0.000195384675680473
"OTT",2021,0.00048140894251432,-0.000950196577958165
"PIT",2021,6.25595401061308e-05,-0.000538800962233942
"STL",2021,-0.000228859861566104,-0.000294326610938504
"WSH",2021,-0.000915262956731323,0.000219061813991993
"VAN",2021,0.000481740836121953,-0.00123671507551587
"VGK",2021,-0.000374830191204795,-0.000399167921281016
"WPG",2021,-0.000196551140068653,-0.000782247342673781
"CGY",2021,-0.000935824270255431,-0.000101621650562746
"NSH",2021,-0.00208867574107867,0.000985512833315065
"ANA",2021,-3.97587562916311e-05,-0.00110982095428297
"CBJ",2021,-0.00153141525775669,7.05047470479157e-05
"PHI",2021,-0.00104318220760698,-0.000438079459350354
"ARI",2021,-0.00159831037763964,-0.000435606563786558
"NJD",2021,-0.000485005204615743,-0.00196348510678056
