"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"MIN",2013,0.00161328570810959,0.000378601943105182
"NYI",2013,0.00204803505599502,-0.00014393252017078
"PHI",2013,0.00084163947563881,0.000930692395310686
"CAR",2013,0.000450845660448721,0.000967181180209459
"DAL",2013,0.00132300215655715,-9.45194233493845e-05
"WSH",2013,0.00143413108495697,-0.00041769164184515
"CHI",2013,-0.000505897333197861,0.00123680921108762
"ANA",2013,0.000590033311743779,9.50299538678016e-05
"TOR",2013,-0.000398485481642127,0.00105158088528211
"NSH",2013,0.000535713565613091,7.13040617244485e-05
"PIT",2013,0.000397483814353041,0.000158458390707128
"CGY",2013,0.000521280767643538,2.91142727230794e-05
"EDM",2013,0.0013125844903041,-0.00103338219978251
"SJS",2013,0.00068505851711106,-0.000507836226757594
"NYR",2013,0.00135347196380389,-0.00142620460393515
"BOS",2013,-0.000656464494882849,0.000559983042182761
"DET",2013,-0.000238069000267146,1.89114756579205e-05
"TBL",2013,-7.69157311555148e-05,-0.00016526871433281
"LAK",2013,-0.00077588361827491,0.000453684807018413
"OTT",2013,-0.00105472959113454,0.000456798529597078
"PHX",2013,-0.00114580536007802,0.000490500625662505
"COL",2013,-0.000238804778885204,-0.000475273550931666
"CBJ",2013,-0.000933921114083984,0.000209070175280508
"MTL",2013,-0.00114967194956188,0.000403730854441084
"FLA",2013,-0.000196333763801194,-0.000631281793626848
"WPG",2013,-0.000606674029558736,-0.000663823571315083
"STL",2013,-0.00164203108908361,0.00027404571747865
"NJD",2013,-0.000421586161025725,-0.0010136308982049
"BUF",2013,-0.00137243030920269,-0.000337815219613877
"VAN",2013,-0.00169243850050257,-0.000870497124962858
